V1	V2
XP_015751444.1	GO:0005737;GO:0052689;GO:0008239;GO:0050784
XP_015751452.1	GO:0005737;GO:0005615;GO:0016020;GO:0044614;GO:0005886;GO:0042802;GO:0000822;GO:0005543;GO:0031369;GO:0006406;GO:0016973;GO:0015031;GO:0006446;GO:0006449
XP_015751454.1	GO:0005759;GO:0046872;GO:0004222;GO:0006627;GO:0006508;GO:0008237;GO:0008270;GO:0008944
XP_015751458.1	GO:0016459;GO:0005524;GO:0003774
XP_015751467.1	GO:0016607;GO:0003723;GO:0048699;GO:0006397;GO:0051028;GO:0048666;GO:0008380
XP_015751468.1	GO:0005737;GO:0035097;GO:0016363;GO:0016607;GO:0005634;GO:0048188;GO:0000987;GO:0042800;GO:0045322;GO:0008270;GO:0051568;GO:0045893;GO:0006355;GO:0006351
XP_015751473.1	GO:0071013;GO:0005737;GO:0005654;GO:0005634;GO:0005681;GO:0005524;GO:0004004;GO:0044822;GO:0000398;GO:0006396;GO:0008380;GO:0008026;GO:0003676;GO:0004386;GO:0004003;GO:0008094;GO:0008186;GO:0015462;GO:0015616;GO:0016887;GO:0017116;GO:0042623;GO:0042624;GO:0042625;GO:0042626
XP_015751475.1	GO:0000502;GO:0008541;GO:0000724;GO:0006406;GO:0043248;GO:0006508
XP_015751476.1	GO:0005634;GO:0043565;GO:0007628;GO:0048663;GO:0019230;GO:0006355;GO:0097374;GO:0021522;GO:0006351;GO:0003700;GO:0003677
XP_015751477.1	GO:0005634;GO:0001158;GO:0000980;GO:0043565;GO:0001078;GO:0007487;GO:0021960;GO:0035288;GO:0048099;GO:0007448;GO:0007411;GO:0007386;GO:0035224;GO:0035215;GO:0008406;GO:0007447;GO:0007486;GO:0007485;GO:0007474;GO:0010629;GO:0000122;GO:0045892;GO:0007400;GO:0045944;GO:0007388;GO:0035289;GO:0010468;GO:0007367;GO:0035277;GO:0006351;GO:0035290;GO:0007418;GO:0048100;GO:0003677;GO:0003700;GO:0006355
XP_015751478.1	GO:0005634;GO:0043565;GO:0003700;GO:0008270
XP_015751479.1	GO:0005737;GO:0006302;GO:0007144;GO:0007141;GO:0051310;GO:0048255;GO:0048599;GO:0007283;GO:0007130
XP_015751483.1	GO:0019910;GO:0005739;GO:0004741;GO:0000287;GO:0004724;GO:0004722;GO:0009758;GO:0035970;GO:0006470
XP_015751484.1	GO:0016021;GO:0005743;GO:0003735;GO:0006412;GO:0055085;GO:0005488;GO:0006810;GO:0016020;GO:0005310
XP_015751486.1	GO:0016021;GO:0005743;GO:0055085
XP_015751494.1	GO:0005776;GO:0005783;GO:0044233;GO:0097629;GO:0005795;GO:0048471;GO:0000407;GO:0005545;GO:0005547;GO:0043325;GO:0008270;GO:0009267;GO:0016236;GO:0010923;GO:0004725
XP_015751507.1	GO:0016593;GO:0005730;GO:0044822;GO:0003697;GO:0001832;GO:0001711;GO:0080182;GO:0000122;GO:0051571;GO:0032968;GO:0045944;GO:0019827;GO:0006368;GO:0016055
XP_015751532.1	GO:0005737;GO:0030425;GO:0005615;GO:0016020;GO:0043204;GO:0005509;GO:0008201;GO:0042802;GO:0005080;GO:0046543;GO:0070050;GO:0046887;GO:0070207;GO:0040008
XP_015751536.1	GO:0071013;GO:0016020;GO:0016607;GO:0005654;GO:0005634;GO:0046540;GO:0005682;GO:0050681;GO:0044822;GO:0043021;GO:0003723;GO:0003713;GO:0045944;GO:0006403;GO:0000244;GO:0005622;GO:0006396
XP_015751537.1	GO:0042555;GO:0005634;GO:0005524;GO:0003677;GO:0003678;GO:0007049;GO:0006270;GO:0008094;GO:0004003;GO:0004004;GO:0008026;GO:0008186;GO:0015462;GO:0015616;GO:0016887;GO:0017116;GO:0042623;GO:0042624;GO:0042625;GO:0042626;GO:0051301
XP_015751541.1	GO:0019135;GO:0046872;GO:0008612
XP_015751543.1	GO:0005749;GO:0005739;GO:0050660;GO:0008177;GO:0006121;GO:0006099
XP_015751544.1	GO:0005737;GO:0000932;GO:0005829;GO:0030425;GO:0030529;GO:0016020;GO:0035068;GO:0005845;GO:0005634;GO:0005844;GO:0016442;GO:0070578;GO:0001047;GO:0003725;GO:0004521;GO:0090624;GO:0070551;GO:0046872;GO:0035198;GO:0003729;GO:0044822;GO:0008022;GO:0000340;GO:0003723;GO:0000993;GO:0003727;GO:0035197;GO:0030154;GO:0031047;GO:0035280;GO:0035278;GO:0010586;GO:0035279;GO:0090625;GO:0045947;GO:0010628;GO:1900153;GO:0060213;GO:0045944;GO:0009791;GO:0031054;GO:0035196;GO:0010501;GO:0035087;GO:0006351;GO:0006412
XP_015751547.1	GO:0005829;GO:0031901;GO:0033565;GO:0005070;GO:0006914;GO:0016197;GO:0006886;GO:0036258;GO:0042059;GO:1903543;GO:1903551;GO:0007165;GO:0004713
XP_015751548.1	GO:0005783;GO:0005921;GO:0005887;GO:0005886;GO:0005516;GO:0005243;GO:0005212;GO:0015250;GO:1990349;GO:0002088;GO:0045785;GO:0051289;GO:0050896;GO:0007601;GO:0006833
XP_015751549.1	GO:0016023;GO:0010008;GO:0016021;GO:0005886;GO:0005385;GO:0061088;GO:0010043;GO:0006829;GO:0006812;GO:0008324;GO:0016020
XP_015751550.1	GO:0005737;GO:0005654;GO:0005689;GO:0046872;GO:0006397;GO:0008380
XP_015751554.1	GO:0016324;GO:0005856;GO:0005925;GO:0030027;GO:0048471;GO:0005886;GO:0030018;GO:0046872;GO:0044822;GO:0019904;GO:0007015;GO:0007155;GO:0016477;GO:0007219;GO:0005515
XP_015751561.1	GO:0005634;GO:0003677;GO:0004519;GO:0051301;GO:0010792;GO:0000724;GO:0051321;GO:0007067
XP_015751567.1	GO:0005737;GO:0000932;GO:0005829;GO:0030425;GO:0030529;GO:0016020;GO:0035068;GO:0005845;GO:0005654;GO:0005634;GO:0005844;GO:0016442;GO:0070578;GO:0001047;GO:0003725;GO:0004521;GO:0090624;GO:0070551;GO:0046872;GO:0035198;GO:0003729;GO:0044822;GO:0008022;GO:0000340;GO:0000993;GO:0003727;GO:0035197;GO:0003743;GO:0031047;GO:0035280;GO:0035278;GO:0010586;GO:0035279;GO:0090625;GO:0045947;GO:0048015;GO:1900153;GO:0060213;GO:0045944;GO:0009791;GO:0035194;GO:0031054;GO:0035196;GO:0010501;GO:0035087;GO:0006351;GO:0006412;GO:0007223
XP_015751574.1	GO:0000932;GO:0030529;GO:0035068;GO:0005845;GO:0005634;GO:0005844;GO:0016442;GO:0070578;GO:0070551;GO:0046872;GO:0035198;GO:0000340;GO:0035197;GO:0035278;GO:0035279;GO:0045947;GO:0031054;GO:0006355;GO:0006351
XP_015751581.1	GO:0001669;GO:0005912;GO:0016324;GO:0071944;GO:0009986;GO:0005737;GO:0031410;GO:0005856;GO:0005829;GO:0005783;GO:0005789;GO:0005576;GO:0000139;GO:0005887;GO:0030027;GO:0002193;GO:0005654;GO:0005634;GO:0005886;GO:0043235;GO:0001726;GO:0005509;GO:0003682;GO:0031490;GO:0001047;GO:0019899;GO:0004857;GO:0005112;GO:0046982;GO:0004872;GO:0043565;GO:0003700;GO:0001190;GO:0031100;GO:0003180;GO:1902263;GO:0060842;GO:0048708;GO:0003162;GO:0003181;GO:0009912;GO:0007409;GO:0048754;GO:0003209;GO:0003207;GO:0060317;GO:0003214;GO:0060038;GO:0055008;GO:0003213;GO:0003219;GO:0060411;GO:0060948;GO:0003208;GO:0030154;GO:0021515;GO:0045165;GO:0001708;GO:0003273;GO:0071372;GO:0035924;GO:0060271;GO:0072044;GO:0007386;GO:0060982;GO:0003169;GO:0007368;GO:0072017;GO:0035116;GO:0030326;GO:0060956;GO:0003197;GO:0003203;GO:0003157;GO:0003160;GO:0007492;GO:0008544;GO:0001837;GO:0003198;GO:0030900;GO:0007440;GO:0010001;GO:0072144;GO:0003241;GO:0031069;GO:0007507;GO:0001947;GO:0061384;GO:0006959;GO:0001701;GO:0002437;GO:0072602;GO:0030216;GO:0070986;GO:0001889;GO:0030324;GO:0014031;GO:0003192;GO:2000811;GO:0045608;GO:0030514;GO:0045955;GO:0090090;GO:0043086;GO:0060548;GO:0045596;GO:0090051;GO:0008285;GO:0010812;GO:2001027;GO:0060253;GO:0045662;GO:0010832;GO:0050768;GO:0045665;GO:0048715;GO:0030279;GO:0045668;GO:0046533;GO:2000974;GO:2000737;GO:0000122;GO:0045892;GO:0021915;GO:0030182;GO:0048663;GO:0097150;GO:0007220;GO:0061314;GO:0007219;GO:0003270;GO:0048709;GO:0002051;GO:0003344;GO:1903849;GO:0043065;GO:0048711;GO:0030513;GO:0060045;GO:0030335;GO:0008284;GO:0045603;GO:1901189;GO:0050679;GO:0010718;GO:0046427;GO:0045618;GO:0002052;GO:0045747;GO:0045944;GO:0061419;GO:0007221;GO:0045893;GO:0045070;GO:0050434;GO:0060740;GO:0003184;GO:0045607;GO:0061344;GO:0030334;GO:0042127;GO:0050678;GO:0060768;GO:1901201;GO:0010468;GO:0050767;GO:0008593;GO:0014807;GO:0006357;GO:0003256;GO:0031960;GO:0032496;GO:0032495;GO:0060528;GO:0035914;GO:0048103;GO:0007283;GO:0002040;GO:0042246;GO:0035148;GO:0060979;GO:0048845;GO:0060843;GO:0060412;GO:0003222
XP_015751590.1	GO:0031083;GO:0030133;GO:0016197
XP_015751591.1	GO:0071013;GO:0005737;GO:0036464;GO:0010494;GO:0070062;GO:0005925;GO:0030529;GO:0016020;GO:0005634;GO:0000166;GO:0008143;GO:0044822;GO:0008266;GO:0008022;GO:0031047;GO:0006397;GO:2000623;GO:0000184;GO:1900153;GO:0060213;GO:0045070;GO:0008380;GO:0003676
XP_015751592.1	GO:0010494;GO:0030529;GO:0005681;GO:0000166;GO:0003723;GO:0031047;GO:0006397;GO:2000623;GO:0000184;GO:1900153;GO:0060213;GO:0008380;GO:0003676
XP_015751595.1	GO:0016021;GO:0005886;GO:0005267;GO:0006813;GO:0016020;GO:0005216;GO:0006811
XP_015751596.1	GO:0005739;GO:0044822;GO:0005087;GO:0010992
XP_015751601.1	GO:0070062;GO:0031012;GO:0005576;GO:0005615;GO:0005578;GO:0005518;GO:0042742;GO:0045089;GO:0008360;GO:0007605
XP_015751602.1	GO:0030424;GO:0016021;GO:0007411;GO:0016199;GO:0035385;GO:0005021;GO:0005524;GO:0006468
XP_015751608.1	GO:0005829;GO:0016874;GO:0004516;GO:0004514;GO:0009435;GO:0019358;GO:0006979
XP_015751616.1	GO:0005737;GO:0005788;GO:0070062;GO:0005576;GO:0005615;GO:0005796;GO:0031093;GO:0060090;GO:0005509;GO:0043027;GO:0001786;GO:0030296;GO:0048018;GO:0005102;GO:0030971;GO:0005245;GO:0032148;GO:0031100;GO:0043277;GO:0035754;GO:0070588;GO:0007155;GO:0007050;GO:0016477;GO:0008283;GO:0031589;GO:0035690;GO:0071333;GO:0071363;GO:0035457;GO:0009267;GO:0071307;GO:0097028;GO:0007167;GO:0006888;GO:0085029;GO:0019064;GO:0097241;GO:0050900;GO:0010934;GO:0043066;GO:0070168;GO:0043154;GO:2000669;GO:2000352;GO:2000270;GO:0032689;GO:0050711;GO:0032715;GO:1900165;GO:1900142;GO:0033159;GO:2000533;GO:0043433;GO:0045892;GO:0032720;GO:0010804;GO:0001764;GO:0018105;GO:0006909;GO:0030168;GO:0070527;GO:0002576;GO:0001961;GO:2000510;GO:0070374;GO:0048146;GO:0010628;GO:0003104;GO:0032825;GO:0033138;GO:0050766;GO:0046827;GO:0045860;GO:0051897;GO:0001934;GO:0061098;GO:0032008;GO:0043491;GO:0006468;GO:0072661;GO:0046813;GO:0040008;GO:0006465;GO:0007165;GO:0046718;GO:0019079
XP_015751619.1	GO:0016021;GO:0005634;GO:0005886;GO:0005509;GO:0004872;GO:0030154;GO:0007275;GO:0007219;GO:0006355;GO:0042246;GO:0006351
XP_015751621.1	GO:0005654;GO:0005634;GO:0017053;GO:0003677;GO:0004407;GO:0003700;GO:0044212;GO:0048821;GO:0097368;GO:0080182;GO:0036124;GO:0034773;GO:0045892;GO:0045944;GO:0006349;GO:0006357;GO:0007283;GO:0006366;GO:0003676
XP_015751624.1	GO:0016021;GO:0005886;GO:0002028
XP_015751641.1	GO:0016021;GO:0005886;GO:0005509;GO:0030276;GO:0005543;GO:0046982;GO:0042803;GO:0019905;GO:0006887;GO:0006906;GO:0005215;GO:0006810;GO:0008021;GO:0016020;GO:0008470;GO:0007268
XP_015751642.1	GO:0015629;GO:0005925;GO:0005634;GO:0030018;GO:0071889;GO:0003779;GO:0051371;GO:0032233
XP_015751643.1	GO:0030425;GO:0097447;GO:0005783;GO:0005789;GO:0030176;GO:0016020;GO:0043025;GO:0102336;GO:0102337;GO:0102338;GO:0009922;GO:0036109;GO:0034625;GO:0034626;GO:0019367;GO:0043651;GO:0035338;GO:0030148;GO:0006636;GO:0042761;GO:0016021
XP_015751645.1	GO:0005783;GO:0005789;GO:0030176;GO:0102336;GO:0102337;GO:0102338;GO:0009922;GO:0036109;GO:0034625;GO:0034626;GO:0019367;GO:0043651;GO:0035338;GO:0030148;GO:0006636;GO:0042761;GO:0016021
XP_015751646.1	GO:0003677;GO:0006355;GO:0006351;GO:0030528;GO:0006950;GO:0033554
XP_015751651.1	GO:0005737;GO:0005654;GO:0045120;GO:0043234;GO:0003682;GO:0000978;GO:0000979;GO:0001162;GO:0001078;GO:0034605;GO:0001892;GO:0060136;GO:0007143;GO:0009299;GO:0008285;GO:0032720;GO:0040018;GO:0045944;GO:0006468;GO:0032496;GO:0007283;GO:0003700;GO:0005634;GO:0006355;GO:0003677
XP_015751654.1	GO:0005654;GO:0070545;GO:0030687;GO:0043021;GO:0000466;GO:0000463;GO:0051726;GO:0016853;GO:0005489;GO:0006118;GO:0003756
XP_015751657.1	GO:0005524;GO:0004004;GO:0003723;GO:0010501
XP_015751658.1	GO:0005737;GO:0005654;GO:0005634;GO:0005681;GO:0005524;GO:0004004;GO:0016887;GO:0044822;GO:0003724;GO:0000398;GO:0008380;GO:0008026;GO:0003676;GO:0004386;GO:0004003;GO:0008094;GO:0008186;GO:0015462;GO:0015616;GO:0017116;GO:0042623;GO:0042624;GO:0042625;GO:0042626
XP_015751660.1	GO:0005634;GO:0005524;GO:0046872;GO:0019948;GO:0016925;GO:0004839;GO:0006464;GO:0006512;GO:0003824;GO:0004842
XP_015751661.1	GO:0016020;GO:0005847;GO:0003723;GO:0006398;GO:0006379;GO:0006378;GO:0005003;GO:0005524
XP_015751662.1	GO:0005737;GO:0016021;GO:0005886;GO:0005096
XP_015751664.1	GO:0005737;GO:0005829;GO:0005925;GO:0005794;GO:0031985;GO:0000139;GO:0016021;GO:0043231;GO:0016020;GO:0048471;GO:0031201;GO:0005802;GO:0032588;GO:0005484;GO:0019905;GO:0090161;GO:0006886;GO:0042147;GO:0048278;GO:0006906
XP_015751665.1	GO:0005929;GO:0005737
XP_015751666.1	GO:0080008;GO:0005654;GO:0016567
XP_015751667.1	GO:0016021;GO:0005622;GO:0016020;GO:0005886;GO:0005227;GO:0005229;GO:0006812;GO:0006821
XP_015751668.1	GO:0005737;GO:0016272;GO:0006457
XP_015751669.1	GO:0005813;GO:0043025;GO:0019005;GO:0030332;GO:0004842;GO:0006974;GO:0031571;GO:0008054;GO:0050775;GO:2001224;GO:0031146
XP_015751671.1	GO:0005813;GO:0005737;GO:0005868;GO:0016020;GO:0005874;GO:0005524;GO:0003777;GO:0051642;GO:0000226;GO:0007018;GO:0006810;GO:0005525;GO:0007264
XP_015751674.1	GO:0031252;GO:0005737;GO:0005829;GO:0070062;GO:0031941;GO:0030027;GO:0044354;GO:0005634;GO:0005886;GO:0032403;GO:0051639;GO:0007015;GO:0051638;GO:0007596;GO:0016477;GO:0030032;GO:0044351;GO:2000813;GO:0030838;GO:0030335;GO:1902745;GO:0051496;GO:1900026;GO:0031529;GO:0046415
XP_015751675.1	GO:0031252;GO:0005737;GO:0070062;GO:0031941;GO:0045111;GO:0030027;GO:0044354;GO:0005634;GO:0005886;GO:0032403;GO:0051639;GO:0051638;GO:0016477;GO:0007163;GO:0030032;GO:0044351;GO:2000813;GO:0030838;GO:0030335;GO:1902745;GO:0051496;GO:1900026;GO:0031529;GO:0046415
XP_015751676.1	GO:0005737;GO:0004019;GO:0005525;GO:0000287;GO:0044208;GO:0046040;GO:0004197;GO:0006508;GO:0006164
XP_015751679.1	GO:0001772;GO:0005622;GO:0035556;GO:0009968;GO:0050868;GO:0010498;GO:0016567;GO:0040008
XP_015751684.1	GO:0031225;GO:0005886;GO:0004252;GO:0008236;GO:0017080;GO:0006508;GO:0006814
XP_015751686.1	GO:0005929;GO:0000139;GO:0016021
XP_015751692.1	GO:0005737;GO:0005524;GO:0004694;GO:0020037;GO:0042803;GO:0002526;GO:0055072;GO:0030225;GO:0008285;GO:0046986;GO:0045993;GO:0006909;GO:0046777;GO:0046501;GO:0010999;GO:0009605;GO:0006950
XP_015751698.1	GO:0005764;GO:0003993;GO:0008199;GO:0008198
XP_015751704.1	GO:0031464;GO:0019902;GO:0016567;GO:0006511
XP_015751709.1	GO:0005829;GO:0005654;GO:0031510;GO:0005524;GO:0008047;GO:0046872;GO:0046982;GO:0019948;GO:0016925
XP_015751711.1	GO:0005634;GO:0045502;GO:0046872;GO:0044212;GO:0006974;GO:0060271;GO:0045893;GO:0006351;GO:0003676;GO:0008270
XP_015751715.1	GO:0005655;GO:0004526;GO:0001682
XP_015751717.1	GO:0005789;GO:0016021;GO:0016758;GO:0006506;GO:0000009;GO:0000026;GO:0000030;GO:0000033;GO:0003980;GO:0004376;GO:0004576;GO:0004583;GO:0008375;GO:0008376;GO:0008378;GO:0008417;GO:0008921;GO:0016253;GO:0016759;GO:0018715;GO:0018716;GO:0018717;GO:0018718;GO:0019112;GO:0019187;GO:0042281;GO:0042283;GO:0046527;GO:0046920;GO:0046921
XP_015751719.1	GO:0016324;GO:0031526;GO:0005887;GO:0005886;GO:0015297;GO:0015184;GO:0015175;GO:0042605;GO:0006865;GO:0015811;GO:0050900;GO:0015804;GO:0006461;GO:0005279;GO:0016020;GO:0006810
XP_015751720.1	GO:0005737;GO:0031410;GO:0005783;GO:0070971;GO:0005789;GO:0005768;GO:0070062;GO:0031965;GO:0005634;GO:0060090;GO:0005509;GO:0004198;GO:0048306;GO:0043495;GO:0046983;GO:0006919;GO:0001525;GO:0097190;GO:0034605;GO:0006886;GO:0051898;GO:0032007;GO:0030948;GO:0045766;GO:0043280;GO:0010595;GO:0001938;GO:0051592;GO:0036324
XP_015751721.1	GO:0016324;GO:0005829;GO:0016021;GO:0015171;GO:0042605;GO:0030154;GO:0007399;GO:0015804
XP_015751724.1	GO:0016324;GO:0031526;GO:0005887;GO:0005886;GO:0015297;GO:0015184;GO:0015175;GO:0042605;GO:0015811;GO:0015804;GO:0005279;GO:0006865;GO:0016020;GO:0006810
XP_015751726.1	GO:0072546;GO:0016021;GO:0006915
XP_015751727.1	GO:0005829;GO:0005634;GO:0005667;GO:0004879;GO:0043565;GO:0003707;GO:0008270;GO:0031018;GO:0045893;GO:0006351
XP_015751732.1	GO:0005794;GO:0000139;GO:0016021;GO:0016020;GO:0016409;GO:0019706;GO:0008270;GO:0018345;GO:0006605;GO:0046872
XP_015751735.1	GO:0000166;GO:0003723;GO:0002230;GO:0098792;GO:0003676;GO:0006915;GO:1900119
XP_015751736.1	GO:0005769;GO:0045335;GO:0030670;GO:0032588;GO:0019003;GO:0005525;GO:0032869;GO:0043001;GO:0090382;GO:0031623;GO:0045055;GO:0007264;GO:0006886;GO:0015031
XP_015751737.1	GO:0005813;GO:0036064;GO:0005829;GO:0005634;GO:0005886;GO:0042802;GO:0060830;GO:0000086;GO:0042073
XP_015751739.1	GO:0005929;GO:0005737;GO:0005874;GO:0005524;GO:0016874;GO:0006464;GO:0004835
XP_015751740.1	GO:0005576;GO:0004623;GO:0050482;GO:0016042;GO:0006644
XP_015751741.1	GO:0016021;GO:0030246;GO:0005529;GO:0005737;GO:0006817
XP_015751744.1	GO:0005581;GO:0005576;GO:0005578;GO:0005529;GO:0005737;GO:0006817
XP_015751746.1	GO:0005581;GO:0005578;GO:0005201;GO:0046872;GO:0005529;GO:0005737;GO:0006817
XP_015751753.1	GO:0005912;GO:0045177;GO:0016324;GO:0016021;GO:0005886;GO:0005509;GO:0005112;GO:0009887;GO:0035909;GO:0042491;GO:0001974;GO:0043010;GO:0061309;GO:0003215;GO:0060411;GO:0061073;GO:0072017;GO:0061444;GO:0072015;GO:0048839;GO:0072070;GO:0002011;GO:0045596;GO:0045599;GO:0045665;GO:2000737;GO:0072006;GO:0097150;GO:0061314;GO:0007219;GO:0045639;GO:0045747;GO:0045669;GO:0045944;GO:0061156;GO:0003184;GO:0042127;GO:0032495;GO:0002456;GO:0007154;GO:0016020
XP_015751762.1	GO:0047443;GO:0046872;GO:0008948;GO:0008428;GO:0051252
XP_015751765.1	GO:0003834;GO:0046872;GO:1901810;GO:0042574;GO:0001523;GO:0042572
XP_015751768.1	GO:0031966;GO:0005747;GO:0008137;GO:0003954;GO:0030308;GO:2001243;GO:0072593;GO:0006120;GO:0006118;GO:0016651
XP_015751773.1	GO:0070062;GO:0016021
XP_015751805.1	GO:0005829;GO:0043195;GO:0046872;GO:0019901;GO:0008088;GO:0000226;GO:0090307;GO:0045886;GO:0048812;GO:0070374;GO:0046579
XP_015751806.1	GO:0005739;GO:0047369;GO:0008152;GO:0008111;GO:0033608
XP_015751808.1	GO:0005912;GO:0005737;GO:0005856;GO:0019898;GO:0005200;GO:0031032
XP_015751813.1	GO:0008623;GO:0003677;GO:0003887;GO:0006338;GO:0003893
XP_015751820.1	GO:0031430;GO:0005863;GO:0030018;GO:0030506;GO:0005524;GO:0004674;GO:0005089;GO:0031432;GO:0030154;GO:0098779;GO:0007275;GO:0035023
XP_015751825.1	GO:0000932;GO:0003723;GO:0006417;GO:0006412
XP_015751828.1	GO:0031464;GO:0005737;GO:0005634;GO:0004176;GO:0046872;GO:0043161;GO:0016567;GO:0003676;GO:0008270
XP_015751829.1	GO:0030054;GO:0032839;GO:0005887;GO:0032983;GO:0043204;GO:0005886;GO:0014069;GO:0045211;GO:0042734;GO:0043195;GO:0005234;GO:0015277;GO:0015276;GO:0001662;GO:0006874;GO:0007268;GO:0060079;GO:0007215;GO:0060080;GO:0006886;GO:0050804;GO:0043524;GO:0051967;GO:0051402;GO:0019228;GO:0043525;GO:0050806;GO:0043113;GO:0046328;GO:0048169;GO:0048172;GO:0035249;GO:0006810
XP_015751835.1	GO:0005901;GO:0005829;GO:0005783;GO:0005789;GO:0005615;GO:0016020;GO:0005730;GO:0005634;GO:0048471;GO:0019899;GO:0020037;GO:0004392;GO:0046872;GO:0004630;GO:0042803;GO:0004871;GO:0001525;GO:0008219;GO:0006879;GO:0071243;GO:0071276;GO:0072719;GO:0034605;GO:0071456;GO:0031670;GO:0001935;GO:0034101;GO:0007588;GO:0042167;GO:0006788;GO:0035556;GO:0008630;GO:0055072;GO:0097421;GO:0034383;GO:0043392;GO:1904036;GO:1902042;GO:0002686;GO:0032764;GO:0043305;GO:0010656;GO:0043524;GO:0043433;GO:0048662;GO:1904706;GO:0045766;GO:0043065;GO:0045080;GO:0043123;GO:0016239;GO:0048661;GO:0045909;GO:0051260;GO:0045765;GO:0008217;GO:0051090;GO:0034395;GO:0043619;GO:0043627;GO:0042542;GO:0035094;GO:0006979;GO:0007264;GO:0014806;GO:0002246
XP_015751836.1	GO:0016874
XP_015751837.1	GO:0005737;GO:0005634;GO:0036459;GO:0016579;GO:0006511;GO:0004197;GO:0004221;GO:0007268;GO:0048167
XP_015751844.1	GO:0005737;GO:0005634;GO:0036459;GO:0016579;GO:0006511
XP_015751845.1	GO:0005737;GO:0008570
XP_015751846.1	GO:0005737;GO:0070062;GO:1903561;GO:0047021;GO:0004090;GO:0016655;GO:0050221;GO:0017144;GO:0055114;GO:0042373;GO:0008152;GO:0016491
XP_015751847.1	GO:0016021;GO:0008757
XP_015751849.1	GO:0005622;GO:0005525;GO:0007264;GO:0006886;GO:0003924;GO:0003925
XP_015751868.1	GO:0015030;GO:0005737;GO:0005829;GO:0005783;GO:0016020;GO:0005634;GO:0005525;GO:0003924;GO:0051168;GO:0015031;GO:0042254;GO:0003676;GO:0000775;GO:0003677;GO:0008412
XP_015751869.1	GO:0005737;GO:0000932;GO:0005794;GO:0045111;GO:0016020;GO:0005634;GO:0005886;GO:0004534;GO:0003677;GO:0044822;GO:0007569;GO:0071044;GO:0007126;GO:0071028;GO:0000956;GO:0006396;GO:0016075;GO:0000723
XP_015751871.1	GO:0005643;GO:0003677;GO:0051028;GO:0015031
XP_015751873.1	GO:0005789;GO:0005811;GO:0051539;GO:0003824;GO:0046872;GO:0051607;GO:0045087
XP_015751874.1	GO:0030424;GO:0030054;GO:0030425;GO:0032839;GO:0005887;GO:0043204;GO:0005886;GO:0045211;GO:0043195;GO:0001640;GO:0005234;GO:0001664;GO:0008066;GO:0004970;GO:0015277;GO:0015276;GO:0007216;GO:0007215;GO:0051967;GO:0042391
XP_015751878.1	GO:0005829;GO:0005634;GO:0046872;GO:0070006;GO:0004177
XP_015751880.1	GO:0031012;GO:0005509;GO:0004222;GO:0008270
XP_015751883.1	GO:0004190;GO:0004519;GO:0046872;GO:0003964
XP_015751886.1	GO:0000145;GO:0001927;GO:0051601;GO:0015031
XP_015751889.1	GO:0005737;GO:0005829;GO:0005783;GO:0016020;GO:0005739;GO:0005634;GO:0048471;GO:0005886;GO:0005524;GO:0004699;GO:0046872;GO:0019901;GO:0004697;GO:0070976;GO:0007568;GO:0006915;GO:0015810;GO:0007049;GO:1904385;GO:0042149;GO:0032869;GO:0034599;GO:0032963;GO:0042742;GO:0035556;GO:0030837;GO:0051490;GO:0034351;GO:0090331;GO:0018105;GO:0043065;GO:0046326;GO:0043406;GO:0043410;GO:0032930;GO:0046777;GO:0006468;GO:0042325;GO:0043200;GO:0042493;GO:0045471;GO:0009749;GO:0009408;GO:0042542;GO:0001666;GO:0009612;GO:0014070;GO:0010243;GO:0006979;GO:0004672;GO:0004674;GO:0004713;GO:0007242
XP_015751890.1	GO:0005739;GO:0004300;GO:0004490;GO:0003730;GO:0003723;GO:0009083;GO:0006635;GO:0006552;GO:0000288;GO:0003824;GO:0008152
XP_015751891.1	GO:0005737;GO:0000800;GO:0000228;GO:0016363;GO:0005730;GO:0005654;GO:0005634;GO:0016605;GO:0036310;GO:0005524;GO:0043140;GO:0004003;GO:0008026;GO:0016887;GO:0000405;GO:0009378;GO:0051880;GO:0004386;GO:0002039;GO:0003697;GO:0072757;GO:0006974;GO:0072711;GO:0071479;GO:0000729;GO:0006310;GO:0006281;GO:0006260;GO:0000731;GO:0000724;GO:0007095;GO:0051782;GO:0045910;GO:0045893;GO:0051259;GO:0016925;GO:0000079;GO:1901796;GO:0031297;GO:0048478;GO:0010165;GO:0000732;GO:0003676;GO:0006259
XP_015751898.1	GO:0000785;GO:0000777;GO:0005737;GO:0070062;GO:0016363;GO:0031965;GO:0031080;GO:0005654;GO:0005634;GO:0003677;GO:0003700;GO:0000910;GO:0030097;GO:0007067;GO:0051028;GO:0051292;GO:0015031;GO:0006355;GO:0006351
XP_015751911.1	GO:0015629;GO:0005776;GO:0000421;GO:0005930;GO:0044297;GO:0031410;GO:0005829;GO:0000139;GO:0005764;GO:0005874;GO:0005875;GO:0048471;GO:0005886;GO:0005790;GO:0097225;GO:0050811;GO:0000045;GO:0006995;GO:0008625;GO:0000226;GO:0000422;GO:0015031;GO:0006914
XP_015751918.1	GO:0005887;GO:0016020;GO:0016497;GO:0007166;GO:0014827;GO:0033685;GO:0035106;GO:0014057;GO:0043270;GO:0070474;GO:0043117;GO:0070459;GO:0051602;GO:0001584;GO:0007186;GO:0016021;GO:0003735;GO:0005622;GO:0005840;GO:0006412
