emblId	Go_terms
ENSDARG00000018181	GO:0000301;GO:0006890;GO:0007030;GO:0017119;GO:0048213
ENSDARG00000018192	GO:0003723;GO:0004842;GO:0008270;GO:0016874;GO:0042787;GO:0043130;GO:0050847;GO:0061630
ENSDARG00000018228	GO:0004871;GO:0004930;GO:0004993;GO:0005886;GO:0005887;GO:0007165;GO:0007186;GO:0007626;GO:0007631;GO:0016020;GO:0016021
ENSDARG00000018259	GO:0000166;GO:0005391;GO:0005524;GO:0005887;GO:0006810;GO:0006811;GO:0006813;GO:0006814;GO:0006883;GO:0007626;GO:0010107;GO:0015991;GO:0016020;GO:0016021;GO:0016787;GO:0021591;GO:0030007;GO:0036376;GO:0043231;GO:0046872
ENSDARG00000018263	GO:0003756;GO:0005783;GO:0006457;GO:0016853;GO:0031545;GO:0034976;GO:0045454;GO:1902175
ENSDARG00000018264	GO:0005622;GO:0008270;GO:0016020;GO:0016021;GO:0046872
ENSDARG00000018266	GO:0003824;GO:0004329;GO:0004477;GO:0004488;GO:0005524;GO:0006730;GO:0009396;GO:0055114
ENSDARG00000018270	GO:0003674;GO:0005575;GO:0007399;GO:0007409;GO:0060041;GO:0061075
ENSDARG00000018272	GO:0005847;GO:0006378;GO:0006379;GO:0016020;GO:0016021
ENSDARG00000018281	GO:0003674;GO:0031514;GO:0060271
ENSDARG00000018283	GO:0005886;GO:0006810;GO:0016020;GO:0016021;GO:0016175;GO:0016491;GO:0020037;GO:0042554;GO:0043020;GO:0046872;GO:0048246;GO:0055114;GO:1990266
ENSDARG00000018285	GO:0000166;GO:0004672;GO:0004674;GO:0005524;GO:0005622;GO:0006468;GO:0018105;GO:0035556
ENSDARG00000018301	GO:0008152;GO:0016491
ENSDARG00000018319	GO:0003674;GO:0005575;GO:0008150
ENSDARG00000018321	GO:0003677;GO:0005634;GO:0006355;GO:0043565
ENSDARG00000018325	GO:0005634;GO:0006355
ENSDARG00000018327	GO:0016020;GO:0016021;GO:0030246;GO:0045954
ENSDARG00000018328	GO:0000166;GO:0005525;GO:0005622;GO:0005886;GO:0007264;GO:0016020;GO:0044319;GO:1902766
ENSDARG00000018329	GO:0000166;GO:0004383;GO:0004672;GO:0005524;GO:0005886;GO:0006182;GO:0006468;GO:0007165;GO:0008074;GO:0009190;GO:0016020;GO:0016021;GO:0016829;GO:0016849;GO:0035556
ENSDARG00000018334	GO:0000463;GO:0003729;GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0007275;GO:0022625;GO:0030218;GO:0030529;GO:0043009;GO:0051726
ENSDARG00000018342	GO:0003840;GO:0006749
ENSDARG00000018361	GO:0001517;GO:0001537;GO:0004394;GO:0005737;GO:0006584;GO:0006629;GO:0006805;GO:0008146;GO:0008202;GO:0016232;GO:0016740;GO:0017095;GO:0018721;GO:0018722;GO:0018723;GO:0018724;GO:0018725;GO:0018726;GO:0018727;GO:0019111;GO:0034930;GO:0050694;GO:0050698;GO:0051922;GO:0080131
ENSDARG00000018382	GO:0000166;GO:0004672;GO:0004674;GO:0004697;GO:0005524;GO:0005622;GO:0006468;GO:0016301;GO:0016310;GO:0016740;GO:0018105;GO:0035556;GO:0046872
ENSDARG00000018383	GO:0004930;GO:0005576;GO:0007275;GO:0016021;GO:0016055;GO:0017147;GO:0035567;GO:0042813;GO:0060070
ENSDARG00000018393	GO:0032836;GO:0072015
ENSDARG00000018399	GO:0000166;GO:0004672;GO:0004674;GO:0004711;GO:0005524;GO:0005737;GO:0006468;GO:0007165;GO:0016301;GO:0016310;GO:0016740;GO:0035556
ENSDARG00000018404	GO:0005198;GO:0005882
ENSDARG00000018418	GO:0004871;GO:0004888;GO:0004930;GO:0004991;GO:0005886;GO:0007165;GO:0007166;GO:0007186;GO:0016020;GO:0016021;GO:0017046
ENSDARG00000018423	GO:0003824;GO:0005509;GO:0005783;GO:0005794;GO:0008152;GO:0008484;GO:0009986
ENSDARG00000018425	GO:0000166;GO:0000932;GO:0003676;GO:0004004;GO:0004386;GO:0005524;GO:0006417;GO:0010494;GO:0010501;GO:0016787;GO:0033962
ENSDARG00000018426	GO:0004029;GO:0008152;GO:0016491;GO:0016620;GO:0033339;GO:0043010;GO:0051216;GO:0055114
ENSDARG00000018432	GO:0000323;GO:0005537;GO:0005802;GO:0006622;GO:0015578;GO:0015761;GO:0016020;GO:0016021;GO:0019904
ENSDARG00000018459	GO:0003779;GO:0005739;GO:0006979;GO:0008113;GO:0016491;GO:0016671;GO:0030041;GO:0030091;GO:0033743;GO:0046872;GO:0055114;GO:0070191
ENSDARG00000018461	GO:0005575;GO:0006826;GO:0006879;GO:0008199;GO:0046872
ENSDARG00000018478	GO:0003824;GO:0004760;GO:0005739;GO:0005777;GO:0006625;GO:0008453;GO:0008483;GO:0016740;GO:0019265;GO:0042866;GO:0046487;GO:0071391
ENSDARG00000018492	GO:0001076;GO:0003676;GO:0005515;GO:0005634;GO:0006351;GO:0006355;GO:0007275;GO:0030902;GO:0046872;GO:0048596
ENSDARG00000018506	GO:0005622;GO:0008270
ENSDARG00000018508	GO:0005794;GO:0008270;GO:0016020;GO:0016021;GO:0016409;GO:0016740;GO:0016746;GO:0018345;GO:0019706;GO:0046872
ENSDARG00000018516	GO:0000166;GO:0004672;GO:0004674;GO:0005524;GO:0005622;GO:0006468;GO:0016301;GO:0016310;GO:0016740;GO:0018105;GO:0035556
ENSDARG00000018521	GO:0004871;GO:0004888;GO:0004930;GO:0004984;GO:0005886;GO:0007165;GO:0007186;GO:0007608;GO:0016020;GO:0016021;GO:0050896;GO:0050907
ENSDARG00000018529	GO:0001666;GO:0005575;GO:0006629;GO:0016042;GO:0016787;GO:0016788
ENSDARG00000018530	GO:0000165;GO:0000166;GO:0004672;GO:0004683;GO:0004871;GO:0005516;GO:0005524;GO:0005737;GO:0006468;GO:0006954;GO:0009931;GO:0016301;GO:0016310;GO:0016740;GO:0018105;GO:0035924;GO:0046777;GO:0048010
ENSDARG00000018534	GO:0005283;GO:0005328;GO:0005887;GO:0006810;GO:0006836;GO:0007626;GO:0015187;GO:0015293;GO:0015375;GO:0015816;GO:0016020;GO:0016021;GO:0036233;GO:0060012;GO:0060080;GO:0060092
ENSDARG00000018542	GO:0001501;GO:0005540;GO:0005578;GO:0007155;GO:0007417
ENSDARG00000018553	GO:0003677;GO:0005524;GO:0006355;GO:0016787;GO:0016817;GO:0046982
ENSDARG00000018569	GO:0005031;GO:0005887;GO:0006954;GO:0007165;GO:0007275;GO:0016020;GO:0016021;GO:0032496;GO:0042127;GO:0042742;GO:0042981;GO:0043410;GO:0045087;GO:0097190
ENSDARG00000018574	GO:0000166;GO:0003676
ENSDARG00000018587	GO:0005525;GO:0005575;GO:0008150
ENSDARG00000018593	GO:0003950;GO:0016020;GO:0016021;GO:0016740;GO:0016757
ENSDARG00000018600	GO:0016020;GO:0016491;GO:0051786;GO:0055114
ENSDARG00000018602	GO:0000166;GO:0005525;GO:0005769;GO:0005886;GO:0007264;GO:0015031;GO:0030100;GO:0030139;GO:0051489
ENSDARG00000018611	GO:0003677;GO:0005634;GO:0006355;GO:0043565
ENSDARG00000018616	GO:0004871;GO:0004930;GO:0004945;GO:0007165;GO:0007186;GO:0016020;GO:0016021;GO:0019229
ENSDARG00000018621	GO:0005328;GO:0005887;GO:0006810;GO:0006836;GO:0015175;GO:0015293;GO:0016020;GO:0016021
ENSDARG00000018623	GO:0003677;GO:0005524;GO:0008094;GO:0046872
ENSDARG00000018627	GO:0000166;GO:0005525;GO:0005622;GO:0007264
ENSDARG00000018637	GO:0006605;GO:0006886;GO:0015031;GO:0015450;GO:0016020;GO:0016021
ENSDARG00000018643	GO:0001756;GO:0005159;GO:0005179;GO:0005576;GO:0005615;GO:0008083;GO:0030903
ENSDARG00000018653	GO:0008150
ENSDARG00000018658	GO:0000244;GO:0003674;GO:0005575
ENSDARG00000018681	GO:0005615
ENSDARG00000018688	GO:0000981;GO:0003677;GO:0003700;GO:0005634;GO:0006355;GO:0030154;GO:0043565
ENSDARG00000018691	GO:0000907;GO:0003713;GO:0005506;GO:0005634;GO:0005730;GO:0006351;GO:0006355;GO:0008270;GO:0016491;GO:0016568;GO:0018602;GO:0019798;GO:0032454;GO:0034792;GO:0035064;GO:0043734;GO:0046872;GO:0051213;GO:0052634;GO:0052635;GO:0055114;GO:0061188
ENSDARG00000018693	GO:0001502;GO:0001755;GO:0001756;GO:0001764;GO:0005509;GO:0005886;GO:0007155;GO:0007156;GO:0007158;GO:0007275;GO:0007398;GO:0007399;GO:0007411;GO:0007413;GO:0007416;GO:0007420;GO:0007422;GO:0008045;GO:0009966;GO:0010001;GO:0010002;GO:0014704;GO:0016020;GO:0016021;GO:0016342;GO:0021915;GO:0030154;GO:0030901;GO:0030902;GO:0034332;GO:0035118;GO:0035142;GO:0036342;GO:0042246;GO:0042384;GO:0042476;GO:0042478;GO:0042734;GO:0044331;GO:0045198;GO:0046872;GO:0048048;GO:0048331;GO:0048332;GO:0048471;GO:0048699;GO:0048752;GO:0060030;GO:0060041;GO:0060059;GO:0060088;GO:0070285;GO:0070654;GO:0071679;GO:0090248;GO:0097150;GO:0097475;GO:0098609
ENSDARG00000018716	GO:0000166;GO:0004143;GO:0005524;GO:0007205;GO:0016301;GO:0016310;GO:0016740;GO:0035556;GO:0046872
ENSDARG00000018726	GO:0005215;GO:0005887;GO:0006810;GO:0006811;GO:0015347;GO:0015732;GO:0016020;GO:0016021;GO:0043252
ENSDARG00000018738	GO:0000775;GO:0003674;GO:0005634;GO:0006888;GO:0007067;GO:0007094;GO:1990423
ENSDARG00000018742	GO:0000502;GO:0005634;GO:0005737;GO:0005829;GO:0006281;GO:0006974;GO:0010499;GO:0016504;GO:0016607;GO:0035093;GO:0070577;GO:1990111
ENSDARG00000018743	GO:0000139;GO:0005768;GO:0005794;GO:0005886;GO:0006810;GO:0006887;GO:0015031;GO:0016020;GO:0016021;GO:0030054;GO:0030672;GO:0031410;GO:0045202;GO:0045956;GO:0050715;GO:0055038
ENSDARG00000018744	GO:0005179;GO:0005576
ENSDARG00000018757	GO:0003676;GO:0008150;GO:0046872
ENSDARG00000018782	GO:0005634;GO:0008270;GO:0046872
ENSDARG00000018787	GO:0007411;GO:0016020;GO:0046658;GO:0046875;GO:0048013
ENSDARG00000018788	GO:0005794;GO:0006486;GO:0008373;GO:0016020;GO:0016021;GO:0016740;GO:0016757;GO:0030173
ENSDARG00000018797	GO:0003674;GO:0005575;GO:0008150
ENSDARG00000018809	GO:0005575;GO:0016787
ENSDARG00000018820	GO:0003779;GO:0005575;GO:0007626;GO:0042384;GO:0046716;GO:0051015
ENSDARG00000018825	GO:0003674;GO:0008150;GO:0016020;GO:0016021
ENSDARG00000018853	GO:0005975;GO:0016757
ENSDARG00000018871	GO:0001510;GO:0003723;GO:0005737;GO:0008168;GO:0008171;GO:0008173;GO:0016740;GO:0030154;GO:0031047;GO:0032259;GO:0034587;GO:0043186;GO:0046872;GO:0048477;GO:0048599
ENSDARG00000018881	GO:0001947;GO:0003824;GO:0005515;GO:0005575;GO:0008270;GO:0016814;GO:0031099;GO:0043388;GO:0043697;GO:0060538;GO:0070654
ENSDARG00000018890	GO:0000166;GO:0000398;GO:0003676;GO:0005685;GO:0017069;GO:0019012;GO:0019013;GO:0030529;GO:0030619;GO:0035614
ENSDARG00000018891	GO:0003676;GO:0003723;GO:0004518;GO:0004519;GO:0004523;GO:0006298;GO:0016070;GO:0016443;GO:0016787;GO:0032299;GO:0043137
ENSDARG00000018896	GO:0004222;GO:0005509;GO:0005887;GO:0006508;GO:0008233;GO:0008237;GO:0008270;GO:0016020;GO:0016021;GO:0016787;GO:0031012;GO:0046872
ENSDARG00000018902	GO:0000463;GO:0000466;GO:0003723;GO:0005634;GO:0005654;GO:0005730;GO:0006364;GO:0008283;GO:0030687;GO:0031017;GO:0042254;GO:0043021;GO:0048709;GO:0051726;GO:0070545
ENSDARG00000018907	GO:0000786;GO:0000790;GO:0001502;GO:0003677;GO:0003713;GO:0004402;GO:0005634;GO:0006334;GO:0006355;GO:0008270;GO:0009880;GO:0009952;GO:0010172;GO:0014036;GO:0016573;GO:0016740;GO:0016747;GO:0043966;GO:0046872;GO:0048513;GO:0048703;GO:0048706;GO:0051216;GO:0070776
ENSDARG00000018913	GO:0003677;GO:0005634;GO:0045893
ENSDARG00000018914	GO:0003676;GO:0003723;GO:0019012;GO:0019013;GO:0030529
ENSDARG00000018918	GO:0000077;GO:0000166;GO:0003689;GO:0005524;GO:0005634;GO:0006281;GO:0007049;GO:0031389
ENSDARG00000018921	GO:0003674;GO:0005575;GO:0008150
ENSDARG00000018923	GO:0005509;GO:0005886;GO:0007155;GO:0007156;GO:0016020;GO:0016021
ENSDARG00000018936	GO:0003676;GO:0008270
ENSDARG00000018953	GO:0006750;GO:0016874;GO:0017109;GO:0030234;GO:0035229
ENSDARG00000018956	GO:0003674;GO:0008150;GO:0016020;GO:0016021
ENSDARG00000018961	GO:0005525;GO:0005634;GO:0005730;GO:0042254
ENSDARG00000018966	GO:0004128;GO:0016020;GO:0016021;GO:0016491;GO:0055114
ENSDARG00000018967	GO:0004930;GO:0004965;GO:0007186;GO:0016020;GO:0016021
ENSDARG00000018968	GO:0000166;GO:0001706;GO:0001707;GO:0004672;GO:0004674;GO:0004675;GO:0004702;GO:0005524;GO:0006468;GO:0007178;GO:0007493;GO:0009953;GO:0016020;GO:0016021;GO:0016301;GO:0016310;GO:0016740;GO:0031101
ENSDARG00000018971	GO:0000139;GO:0005794;GO:0006486;GO:0008378;GO:0016020;GO:0016021;GO:0016740;GO:0016757;GO:0047256
ENSDARG00000018973	GO:0003674;GO:0007275;GO:0016020;GO:0016021;GO:0030154
ENSDARG00000018976	GO:0003824;GO:0008152;GO:0009058;GO:0016020;GO:0016021;GO:0016740;GO:0030170
ENSDARG00000018980	GO:0003674;GO:0005886;GO:0006810;GO:0016020;GO:0016021
ENSDARG00000018984	GO:0004721;GO:0004725;GO:0006351;GO:0006355;GO:0007275;GO:0014706;GO:0016787;GO:0046872;GO:0048839
ENSDARG00000018989	GO:0000166;GO:0005524
ENSDARG00000018997	GO:0005575;GO:0006836;GO:0019905
ENSDARG00000019004	GO:0021510;GO:0061053
ENSDARG00000019008	GO:0003756;GO:0007507;GO:0010882;GO:0034976;GO:0045454
ENSDARG00000019013	GO:0000977;GO:0001228;GO:0003677;GO:0005634;GO:0006355;GO:0043565
ENSDARG00000019033	GO:0016020;GO:0016021
ENSDARG00000019060	GO:0005768;GO:0006897;GO:0016050;GO:0019898;GO:0035091
ENSDARG00000019062	GO:0003674;GO:0005737;GO:0005856;GO:0005885;GO:0015629;GO:0030833;GO:0034314
ENSDARG00000019096	GO:0005509;GO:0045214;GO:0045823;GO:0048738;GO:0055004;GO:0055005;GO:0055015;GO:0060038;GO:0060047
ENSDARG00000019098	GO:0003674;GO:0005887;GO:0007166;GO:0016020;GO:0016021
ENSDARG00000019103	GO:0005634;GO:0008270;GO:0046872;GO:0048514
ENSDARG00000019113	GO:0016301;GO:0016310;GO:0016740
ENSDARG00000019117	GO:0003779;GO:0007155;GO:0007160;GO:0008016;GO:0030018;GO:0031532
ENSDARG00000019125	GO:0004842;GO:0005737;GO:0007275;GO:0031397;GO:0031463;GO:0031672;GO:0031674;GO:0032435;GO:0036268;GO:0048741;GO:0061061
ENSDARG00000019128	GO:0003674;GO:0008150
ENSDARG00000019130	GO:0000166;GO:0004672;GO:0004674;GO:0005524;GO:0005575;GO:0006468;GO:0016301;GO:0016310;GO:0016740
ENSDARG00000019137	GO:0006810;GO:0015031;GO:0016020;GO:0016021
ENSDARG00000019144	GO:0000166;GO:0001944;GO:0005525;GO:0005768;GO:0005886;GO:0006810;GO:0007264;GO:0015031;GO:0016020;GO:0030100;GO:0032593
ENSDARG00000019156	GO:0003674;GO:0051225;GO:0051297;GO:0070652
ENSDARG00000019160	GO:0004860;GO:0005737;GO:0017124;GO:0035556;GO:0061099
ENSDARG00000019179	GO:0008150;GO:0016020;GO:0016021
ENSDARG00000019188	GO:0000166;GO:0005524;GO:0005575;GO:0016874
ENSDARG00000019195	GO:0003674;GO:0005575;GO:0008150
ENSDARG00000019205	GO:0005634
ENSDARG00000019207	GO:0005975;GO:0016020;GO:0016758
ENSDARG00000019208	GO:0005516;GO:0008017;GO:0030507;GO:0031175
ENSDARG00000019213	GO:0000122;GO:0003714;GO:0005634;GO:0008152;GO:0016616;GO:0042803;GO:0051287;GO:0055114
ENSDARG00000019222	GO:0003735;GO:0005622;GO:0005739;GO:0005840;GO:0006412;GO:0030529
ENSDARG00000019223	GO:0003674;GO:0005575;GO:0008150
ENSDARG00000019228	GO:0001878;GO:0016020;GO:0016021;GO:0016740;GO:0016746;GO:0016747
ENSDARG00000019230	GO:0005840;GO:0030529;GO:0042254
ENSDARG00000019231	GO:0005509;GO:0033268;GO:0033270;GO:0045162
ENSDARG00000019235	GO:0001570;GO:0001755;GO:0005576;GO:0005615;GO:0007275;GO:0007399;GO:0008045;GO:0016477;GO:0030154;GO:0030215;GO:0030335;GO:0035441;GO:0038191;GO:0045499;GO:0048755;GO:0048843;GO:0048844;GO:0050919;GO:0071526
ENSDARG00000019239	GO:0006511;GO:0019005;GO:0031461;GO:0031625;GO:0042787;GO:0061630
ENSDARG00000019250	GO:0043240
ENSDARG00000019253	GO:0005887;GO:0006995;GO:0008519;GO:0015695;GO:0015696;GO:0015840;GO:0016020;GO:0016021;GO:0019740;GO:0072488
ENSDARG00000019260	GO:0001947;GO:0004745;GO:0008152;GO:0014032;GO:0016491;GO:0031017;GO:0035138;GO:0042572;GO:0042574;GO:0048546;GO:0048703;GO:0060047
ENSDARG00000019274	GO:0000166;GO:0005525;GO:0007165;GO:0007264;GO:0016020
ENSDARG00000019280	GO:0000166;GO:0002161;GO:0004812;GO:0004823;GO:0005524;GO:0006418;GO:0006429
ENSDARG00000019293	GO:0000278;GO:0000981;GO:0003677;GO:0003700;GO:0003713;GO:0005634;GO:0005667;GO:0006351;GO:0006355;GO:0007049;GO:0008134
ENSDARG00000019294	GO:0003674;GO:0005575;GO:0008150
ENSDARG00000019299	GO:0008150;GO:0046872
ENSDARG00000019300	GO:0002088;GO:0005634;GO:0005694;GO:0006974;GO:0007275
ENSDARG00000019302	GO:0003674;GO:0005634;GO:0005737;GO:0005856;GO:0005874;GO:0008150
ENSDARG00000019304	GO:0003779;GO:0005575;GO:0008150;GO:0008157;GO:0008599
ENSDARG00000019307	GO:0001706;GO:0004721;GO:0004725;GO:0006470;GO:0008138;GO:0016311;GO:0016787;GO:0016791;GO:0017017
ENSDARG00000019311	GO:0004842;GO:0005575;GO:0008270;GO:0016567;GO:0046872;GO:0061630
ENSDARG00000019312	GO:0005525;GO:0005794;GO:0007264;GO:0015031
ENSDARG00000019326	GO:0000287;GO:0004749;GO:0005575;GO:0009165
ENSDARG00000019335	GO:0001756;GO:0003677;GO:0005634;GO:0006351;GO:0006355;GO:0017053;GO:0045892;GO:0046982;GO:0046983
ENSDARG00000019338	GO:0004649;GO:0005634;GO:0005737;GO:0016787;GO:0046872
ENSDARG00000019339	GO:0000122;GO:0001104;GO:0001106;GO:0005634;GO:0006457;GO:0016272;GO:0051082
ENSDARG00000019341	GO:0005576;GO:0005578;GO:0005615;GO:0005886;GO:0016020;GO:0016021;GO:0031225;GO:0035622;GO:0043395;GO:0061009
ENSDARG00000019342	GO:0004889;GO:0005216;GO:0005230;GO:0005886;GO:0005892;GO:0006810;GO:0006811;GO:0007271;GO:0007274;GO:0015464;GO:0016020;GO:0016021;GO:0030054;GO:0030239;GO:0035094;GO:0042166;GO:0045202;GO:0045211
ENSDARG00000019353	GO:0005509;GO:0005578;GO:0005615;GO:0007165;GO:0030916;GO:0032474;GO:0048752;GO:0051216;GO:0060037
ENSDARG00000019355	GO:0005739;GO:0005758
ENSDARG00000019357	GO:0005215;GO:0005504;GO:0005737;GO:0006810;GO:0008289
ENSDARG00000019360	GO:0006810;GO:0006886;GO:0006888;GO:0008270;GO:0015031;GO:0030127;GO:0048702;GO:0048821;GO:0051216
ENSDARG00000019362	GO:0000166;GO:0003676;GO:0003723;GO:0005634;GO:0006397;GO:0009953;GO:0045746;GO:0060472;GO:0060729
ENSDARG00000019365	GO:0005198;GO:0005882;GO:0008150
ENSDARG00000019367	GO:0005114;GO:0005125;GO:0005160;GO:0005576;GO:0005615;GO:0007179;GO:0008083;GO:0010862;GO:0016049;GO:0030278;GO:0040007;GO:0042127;GO:0042981;GO:0043408;GO:0048468;GO:0060395;GO:0061035
ENSDARG00000019371	GO:0000166;GO:0001570;GO:0002040;GO:0004672;GO:0004713;GO:0004714;GO:0005021;GO:0005524;GO:0005887;GO:0006468;GO:0007169;GO:0008016;GO:0016020;GO:0016021;GO:0016301;GO:0016310;GO:0016740;GO:0048010
ENSDARG00000019383	GO:0000166;GO:0004672;GO:0004674;GO:0005524;GO:0006468;GO:0016301;GO:0016310;GO:0016740;GO:0035556;GO:0046872
ENSDARG00000019396	GO:0000166;GO:0005525;GO:0007165;GO:0007264;GO:0016020
ENSDARG00000019398	GO:0000502;GO:0004175;GO:0004298;GO:0005634;GO:0005737;GO:0005839;GO:0006508;GO:0006511;GO:0008233;GO:0016787;GO:0019773;GO:0051603
ENSDARG00000019404	GO:0000275;GO:0015986;GO:0045261;GO:0046933;GO:0046961
ENSDARG00000019417	GO:0003674;GO:0005634;GO:0006950;GO:0051726
ENSDARG00000019418	GO:0005242;GO:0005244;GO:0005887;GO:0006810;GO:0006811;GO:0006813;GO:0010107;GO:0016020;GO:0016021;GO:0034765
ENSDARG00000019444	GO:0005783;GO:0016020;GO:0016021;GO:0071391
ENSDARG00000019457	GO:0006355;GO:0006959;GO:0045670;GO:0045893;GO:0046983
ENSDARG00000019484	GO:0008270;GO:0016020;GO:0016021;GO:0016740;GO:0016746;GO:0019706;GO:0046872
ENSDARG00000019487	GO:0003756;GO:0016020;GO:0016021;GO:0034976;GO:0045454
ENSDARG00000019492	GO:0005496;GO:0005497
ENSDARG00000019496	GO:0016787;GO:0018738;GO:0046294
ENSDARG00000019498	GO:0003914;GO:0006281;GO:0009416;GO:0016829
ENSDARG00000019501	GO:0016020;GO:0016021
ENSDARG00000019503	GO:0005575;GO:0016787
ENSDARG00000019507	GO:0000166;GO:0000278;GO:0003677;GO:0003678;GO:0003682;GO:0003688;GO:0004386;GO:0005524;GO:0005634;GO:0006260;GO:0006270;GO:0016787;GO:0042555;GO:0043009;GO:0043066
ENSDARG00000019516	GO:0003676;GO:0046872
ENSDARG00000019521	GO:0002149;GO:0004601;GO:0005737;GO:0006952;GO:0006954;GO:0006979;GO:0009617;GO:0010310;GO:0016491;GO:0020037;GO:0055114
ENSDARG00000019529	GO:0003677;GO:0003910;GO:0003950;GO:0005634;GO:0005737;GO:0006273;GO:0006471;GO:0008270;GO:0016740;GO:0016757;GO:0046872;GO:0051103;GO:0051287
ENSDARG00000019532	GO:0001889;GO:0005783;GO:0005789;GO:0006629;GO:0006631;GO:0006633;GO:0006636;GO:0006810;GO:0016020;GO:0016021;GO:0016213;GO:0016491;GO:0055114
ENSDARG00000019541	GO:0003824;GO:0004021;GO:0005575;GO:0006103;GO:0008483;GO:0009058;GO:0016740;GO:0030170;GO:0042851;GO:0042853
ENSDARG00000019549	GO:0001525;GO:0004605;GO:0005789;GO:0006655;GO:0016020;GO:0016021;GO:0016024;GO:0016740;GO:0016772;GO:0016779;GO:0070374
ENSDARG00000019556	GO:0005216;GO:0005247;GO:0006810;GO:0006811;GO:0006821;GO:0016020;GO:0016021;GO:0055085
ENSDARG00000019564	GO:0005096;GO:0005575
ENSDARG00000019572	GO:0003713;GO:0005669;GO:0006357;GO:0006367;GO:0008134;GO:0035035;GO:0044212;GO:0051123
ENSDARG00000019579	GO:0000989;GO:0003682;GO:0005634;GO:0006357;GO:0030274;GO:0030514;GO:1900108
ENSDARG00000019591	GO:0002377;GO:0005615;GO:0006955;GO:0016020;GO:0016021
ENSDARG00000019595	GO:0006508;GO:0008234
ENSDARG00000019613	GO:0005575;GO:0008440
ENSDARG00000019614	GO:0008270;GO:0046872
ENSDARG00000019644	GO:0003824;GO:0004459;GO:0005737;GO:0005975;GO:0016491;GO:0016616;GO:0019752;GO:0055114
ENSDARG00000019646	GO:0046983
ENSDARG00000019651	GO:0000166;GO:0005525
ENSDARG00000019660	GO:0004930;GO:0007165;GO:0007186;GO:0016020;GO:0016021
ENSDARG00000019693	GO:0005216;GO:0005247;GO:0006810;GO:0006811;GO:0006821;GO:0016020;GO:0016021;GO:0055085
ENSDARG00000019702	GO:0003824;GO:0004332;GO:0005575;GO:0006096;GO:0016829
ENSDARG00000019706	GO:0005737;GO:0007275
ENSDARG00000019709	GO:0000166;GO:0005525;GO:0005622;GO:0007264;GO:0016020;GO:0030155;GO:0036302
ENSDARG00000019713	GO:0005452;GO:0005887;GO:0015347;GO:0016020;GO:0016021;GO:0022857;GO:0043252;GO:0055085
ENSDARG00000019726	GO:0004871;GO:0004888;GO:0004930;GO:0005509;GO:0005886;GO:0007155;GO:0007156;GO:0007165;GO:0007166;GO:0007186;GO:0008104;GO:0016020;GO:0016021;GO:0016337;GO:0021754;GO:0055113
ENSDARG00000019728	GO:0000166;GO:0001945;GO:0001947;GO:0004672;GO:0004674;GO:0004675;GO:0004702;GO:0005515;GO:0005524;GO:0006468;GO:0007178;GO:0009953;GO:0016020;GO:0016021;GO:0016301;GO:0016310;GO:0016740;GO:0030509;GO:0051260;GO:0060912;GO:0060971;GO:0060972;GO:0061371;GO:0070724
ENSDARG00000019732	GO:0006810;GO:0016020;GO:0016021
ENSDARG00000019741	GO:0003674;GO:0005634;GO:0007049
ENSDARG00000019742	GO:0002376;GO:0007165;GO:0016020;GO:0016021;GO:0045087
ENSDARG00000019743	GO:0005869;GO:0010842;GO:0010970;GO:0040023;GO:0045176;GO:0045502;GO:0048663;GO:0060042;GO:0060219
ENSDARG00000019746	GO:0005794;GO:0007219;GO:0007275;GO:0007389;GO:0007399;GO:0016020;GO:0016021;GO:0016740;GO:0016757;GO:0021592;GO:0021654;GO:0030154;GO:0030173;GO:0030902;GO:0033829;GO:0035284;GO:0046872
ENSDARG00000019747	GO:0003854;GO:0006694;GO:0016491;GO:0016616;GO:0016853;GO:0048598;GO:0055114
ENSDARG00000019752	GO:0005887;GO:0007166;GO:0007601;GO:0016020;GO:0016021
ENSDARG00000019753	GO:0005516;GO:0005886;GO:0006813;GO:0015269;GO:0016020;GO:0016021;GO:0016286;GO:0043025
ENSDARG00000019774	GO:0000122;GO:0003677;GO:0003700;GO:0003714;GO:0005634
ENSDARG00000019778	GO:0003735;GO:0005622;GO:0005840;GO:0006364;GO:0006412;GO:0022627;GO:0030529;GO:0042274
ENSDARG00000019782	GO:0016020;GO:0016021
ENSDARG00000019808	GO:0005856
ENSDARG00000019810	GO:0000976;GO:0003677;GO:0003700;GO:0005634;GO:0005737;GO:0006351;GO:0006355;GO:0006357;GO:0043565;GO:0045893
ENSDARG00000019815	GO:0001756;GO:0001757;GO:0002042;GO:0002089;GO:0003007;GO:0003128;GO:0003146;GO:0003319;GO:0005178;GO:0005576;GO:0005614;GO:0016337;GO:0030325;GO:0035050;GO:0045198;GO:0048703;GO:0060956;GO:0070309
ENSDARG00000019835	GO:0003677;GO:0005634;GO:0006355;GO:0021536;GO:0021854;GO:0030900;GO:0043565
ENSDARG00000019838	GO:0003188;GO:0003190;GO:0003979;GO:0005634;GO:0005829;GO:0005975;GO:0006024;GO:0006065;GO:0007368;GO:0007507;GO:0016491;GO:0016616;GO:0045880;GO:0051287;GO:0055114;GO:0090263
ENSDARG00000019842	GO:0000288;GO:0000932;GO:0005634;GO:0006355;GO:0017148;GO:0030015
