ortho	swissProt	name	egn	db	description
ORTHOMCL18140	Q14103	HNRPD_HUMAN	HNRPD	HUMAN	heterogeneous nuclear ribonucleoprotein D [Source:HGNC Symbol;Acc:HGNC:5036]
ORTHOMCL18143	Q5VU43	MYOME_HUMAN	MYOME	HUMAN	phosphodiesterase 4D interacting protein [Source:HGNC Symbol;Acc:HGNC:15580]
ORTHOMCL18145	Q7Z402	TMC7_HUMAN	TMC7	HUMAN	transmembrane channel like 7 [Source:HGNC Symbol;Acc:HGNC:23000]
ORTHOMCL18150	Q99758	ABCA3_HUMAN	ABCA3	HUMAN	ATP binding cassette subfamily A member 3 [Source:HGNC Symbol;Acc:HGNC:33]
ORTHOMCL18158	Q5TEA3	CT194_HUMAN	CT194	HUMAN	chromosome 20 open reading frame 194 [Source:HGNC Symbol;Acc:HGNC:17721]
ORTHOMCL18177	P98066	TSG6_HUMAN	TSG6	HUMAN	TNF alpha induced protein 6 [Source:HGNC Symbol;Acc:HGNC:11898]
ORTHOMCL18187	O60494	CUBN_HUMAN	CUBN	HUMAN	cubilin [Source:HGNC Symbol;Acc:HGNC:2548]
ORTHOMCL18193	O15427	MOT4_HUMAN	MOT4	HUMAN	solute carrier family 16 member 3 [Source:HGNC Symbol;Acc:HGNC:10924]
ORTHOMCL18203	Q8N2E2	VWDE_HUMAN	VWDE	HUMAN	von Willebrand factor D and EGF domains [Source:HGNC Symbol;Acc:HGNC:21897]
ORTHOMCL18250	Q96N96	SPT13_HUMAN	SPT13	HUMAN	spermatogenesis associated 13 [Source:HGNC Symbol;Acc:HGNC:23222]
ORTHOMCL18293	P82987	ATL3_HUMAN	ATL3	HUMAN	ADAMTS like 3 [Source:HGNC Symbol;Acc:HGNC:14633]
ORTHOMCL18428	Q9NR09	BIRC6_HUMAN	BIRC6	HUMAN	baculoviral IAP repeat containing 6 [Source:HGNC Symbol;Acc:HGNC:13516]
ORTHOMCL18438	Q8IV35	WDR49_HUMAN	WDR49	HUMAN	WD repeat domain 49 [Source:HGNC Symbol;Acc:HGNC:26587]
ORTHOMCL18441	O60669	MOT2_HUMAN	MOT2	HUMAN	solute carrier family 16 member 7 [Source:HGNC Symbol;Acc:HGNC:10928]
ORTHOMCL18466	Q96M20	CNBD2_HUMAN	CNBD2	HUMAN	cyclic nucleotide binding domain containing 2 [Source:HGNC Symbol;Acc:HGNC:16145]
ORTHOMCL18471	Q14008	CKAP5_HUMAN	CKAP5	HUMAN	cytoskeleton associated protein 5 [Source:HGNC Symbol;Acc:HGNC:28959]
ORTHOMCL18498	O75478	TAD2A_HUMAN	TAD2A	HUMAN	transcriptional adaptor 2A [Source:HGNC Symbol;Acc:HGNC:11531]
ORTHOMCL18515	P59894	DCDC1_HUMAN	DCDC1	HUMAN	doublecortin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20625]
ORTHOMCL18526	Q9P0W8	SPAT7_HUMAN	SPAT7	HUMAN	spermatogenesis associated 7 [Source:HGNC Symbol;Acc:HGNC:20423]
ORTHOMCL18568	P48547	KCNC1_HUMAN	KCNC1	HUMAN	potassium voltage-gated channel subfamily C member 1 [Source:HGNC Symbol;Acc:HGNC:6233]
ORTHOMCL1856	A6NIH7	U119B_HUMAN	U119B	HUMAN	unc-119 lipid binding chaperone B [Source:HGNC Symbol;Acc:HGNC:16488]
ORTHOMCL18570	Q4AC94	C2CD3_HUMAN	C2CD3	HUMAN	C2 calcium dependent domain containing 3 [Source:HGNC Symbol;Acc:HGNC:24564]
ORTHOMCL18576	Q96RW7	HMCN1_HUMAN	HMCN1	HUMAN	hemicentin 1 [Source:HGNC Symbol;Acc:HGNC:19194]
ORTHOMCL18609	Q8N8E3	CE112_HUMAN	CE112	HUMAN	centrosomal protein 112 [Source:HGNC Symbol;Acc:HGNC:28514]
ORTHOMCL18611	O43313	ATMIN_HUMAN	ATMIN	HUMAN	ATM interactor [Source:HGNC Symbol;Acc:HGNC:29034]
ORTHOMCL18633	O15072	ATS3_HUMAN	ATS3	HUMAN	ADAM metallopeptidase with thrombospondin type 1 motif 3 [Source:HGNC Symbol;Acc:HGNC:219]
ORTHOMCL18640	Q96AY4	TTC28_HUMAN	TTC28	HUMAN	tetratricopeptide repeat domain 28 [Source:HGNC Symbol;Acc:HGNC:29179]
ORTHOMCL18649	Q6PIF6	MYO7B_HUMAN	MYO7B	HUMAN	myosin VIIB [Source:HGNC Symbol;Acc:HGNC:7607]
ORTHOMCL18650	Q9GZZ6	ACH10_HUMAN	ACH10	HUMAN	cholinergic receptor nicotinic alpha 10 subunit [Source:HGNC Symbol;Acc:HGNC:13800]
ORTHOMCL18651	Q8NE09	RGS22_HUMAN	RGS22	HUMAN	regulator of G protein signaling 22 [Source:HGNC Symbol;Acc:HGNC:24499]
ORTHOMCL18658	Q6NUS6	TECT3_HUMAN	TECT3	HUMAN	tectonic family member 3 [Source:HGNC Symbol;Acc:HGNC:24519]
ORTHOMCL18670	Q9NRR4	RNC_HUMAN	RNC	HUMAN	drosha ribonuclease III [Source:HGNC Symbol;Acc:HGNC:17904]
ORTHOMCL18684	Q9P2K1	C2D2A_HUMAN	C2D2A	HUMAN	coiled-coil and C2 domain containing 2A [Source:HGNC Symbol;Acc:HGNC:29253]
ORTHOMCL18704	Q2Q1W2	LIN41_HUMAN	LIN41	HUMAN	tripartite motif containing 71 [Source:HGNC Symbol;Acc:HGNC:32669]
ORTHOMCL18707	Q05940	VMAT2_HUMAN	VMAT2	HUMAN	solute carrier family 18 member A2 [Source:HGNC Symbol;Acc:HGNC:10935]
ORTHOMCL18740	Q8IVU9	CBCO1_HUMAN	CBCO1	HUMAN	ciliary associated calcium binding coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:28678]
ORTHOMCL18781	Q6ZNA5	FRRS1_HUMAN	FRRS1	HUMAN	ferric chelate reductase 1 [Source:HGNC Symbol;Acc:HGNC:27622]
ORTHOMCL18815	O75445	USH2A_HUMAN	USH2A	HUMAN	usherin [Source:HGNC Symbol;Acc:HGNC:12601]
ORTHOMCL18823	Q9H8V3	ECT2_HUMAN	ECT2	HUMAN	epithelial cell transforming 2 [Source:HGNC Symbol;Acc:HGNC:3155]
ORTHOMCL18862	O95870	ABHGA_HUMAN	ABHGA	HUMAN	abhydrolase domain containing 16A [Source:HGNC Symbol;Acc:HGNC:13921]
ORTHOMCL18882	Q8WWZ8	OIT3_HUMAN	OIT3	HUMAN	oncoprotein induced transcript 3 [Source:HGNC Symbol;Acc:HGNC:29953]
ORTHOMCL18939	Q53H12	AGK_HUMAN	AGK	HUMAN	acylglycerol kinase [Source:HGNC Symbol;Acc:HGNC:21869]
ORTHOMCL18959	Q49AR2	CE022_HUMAN	CE022	HUMAN	chromosome 5 open reading frame 22 [Source:HGNC Symbol;Acc:HGNC:25639]
ORTHOMCL18966	Q5VVW2	GARL3_HUMAN	GARL3	HUMAN	GTPase activating Rap/RanGAP domain like 3 [Source:HGNC Symbol;Acc:HGNC:25425]
ORTHOMCL18967	Q6IA69	NADE_HUMAN	NADE	HUMAN	NAD synthetase 1 [Source:HGNC Symbol;Acc:HGNC:29832]
ORTHOMCL18978	Q8NG50	RDM1_HUMAN	RDM1	HUMAN	RAD52 motif containing 1 [Source:HGNC Symbol;Acc:HGNC:19950]
ORTHOMCL18987	O60306	AQR_HUMAN	AQR	HUMAN	aquarius intron-binding spliceosomal factor [Source:HGNC Symbol;Acc:HGNC:29513]
ORTHOMCL19006	P40818	UBP8_HUMAN	UBP8	HUMAN	ubiquitin specific peptidase 8 [Source:HGNC Symbol;Acc:HGNC:12631]
ORTHOMCL19012	Q12789	TF3C1_HUMAN	TF3C1	HUMAN	general transcription factor IIIC subunit 1 [Source:HGNC Symbol;Acc:HGNC:4664]
ORTHOMCL19016	Q8NA72	POC5_HUMAN	POC5	HUMAN	POC5 centriolar protein [Source:HGNC Symbol;Acc:HGNC:26658]
ORTHOMCL19156	Q6ZV73	FGD6_HUMAN	FGD6	HUMAN	FYVE, RhoGEF and PH domain containing 6 [Source:HGNC Symbol;Acc:HGNC:21740]
ORTHOMCL19203	Q99689	FEZ1_HUMAN	FEZ1	HUMAN	fasciculation and elongation protein zeta 1 [Source:HGNC Symbol;Acc:HGNC:3659]
ORTHOMCL19206	A4FU69	EFCB5_HUMAN	EFCB5	HUMAN	EF-hand calcium binding domain 5 [Source:HGNC Symbol;Acc:HGNC:24801]
ORTHOMCL19270	Q494V2	CP100_HUMAN	CP100	HUMAN	cilia and flagella associated protein 100 [Source:HGNC Symbol;Acc:HGNC:26842]
ORTHOMCL1932	P13667	PDIA4_HUMAN	PDIA4	HUMAN	protein disulfide isomerase family A member 4 [Source:HGNC Symbol;Acc:HGNC:30167]
ORTHOMCL19352	P78312	F193A_HUMAN	F193A	HUMAN	family with sequence similarity 193 member A [Source:HGNC Symbol;Acc:HGNC:16822]
ORTHOMCL19360	Q96BH1	RNF25_HUMAN	RNF25	HUMAN	ring finger protein 25 [Source:HGNC Symbol;Acc:HGNC:14662]
ORTHOMCL19382	O60502	OGA_HUMAN	OGA	HUMAN	meningioma expressed antigen 5 (hyaluronidase) [Source:HGNC Symbol;Acc:HGNC:7056]
ORTHOMCL19488	Q5T5U3	RHG21_HUMAN	RHG21	HUMAN	Rho GTPase activating protein 21 [Source:HGNC Symbol;Acc:HGNC:23725]
ORTHOMCL19555	Q96PX6	CC85A_HUMAN	CC85A	HUMAN	coiled-coil domain containing 85A [Source:HGNC Symbol;Acc:HGNC:29400]
ORTHOMCL19601	Q96P44	COLA1_HUMAN	COLA1	HUMAN	collagen type XXI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:17025]
ORTHOMCL19667	Q96M69	LRGUK_HUMAN	LRGUK	HUMAN	leucine rich repeats and guanylate kinase domain containing [Source:HGNC Symbol;Acc:HGNC:21964]
ORTHOMCL19711	Q05209	PTN12_HUMAN	PTN12	HUMAN	protein tyrosine phosphatase, non-receptor type 12 [Source:HGNC Symbol;Acc:HGNC:9645]
ORTHOMCL19828	Q92636	FAN_HUMAN	FAN	HUMAN	neutral sphingomyelinase activation associated factor [Source:HGNC Symbol;Acc:HGNC:8017]
ORTHOMCL19837	Q9Y5J1	UTP18_HUMAN	UTP18	HUMAN	UTP18, small subunit processome component [Source:HGNC Symbol;Acc:HGNC:24274]
ORTHOMCL19886	Q9NXZ2	DDX43_HUMAN	DDX43	HUMAN	DEAD-box helicase 43 [Source:HGNC Symbol;Acc:HGNC:18677]
ORTHOMCL19892	P21359	NF1_HUMAN	NF1	HUMAN	neurofibromin 1 [Source:HGNC Symbol;Acc:HGNC:7765]
ORTHOMCL19913	Q96AC1	FERM2_HUMAN	FERM2	HUMAN	fermitin family member 2 [Source:HGNC Symbol;Acc:HGNC:15767]
ORTHOMCL19934	Q9UGK8	SRGEF_HUMAN	SRGEF	HUMAN	secretion regulating guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:17499]
ORTHOMCL19953	Q03468	ERCC6_HUMAN	ERCC6	HUMAN	ERCC excision repair 6, chromatin remodeling factor [Source:HGNC Symbol;Acc:HGNC:3438]
ORTHOMCL19980	Q13439	GOGA4_HUMAN	GOGA4	HUMAN	golgin A4 [Source:HGNC Symbol;Acc:HGNC:4427]
ORTHOMCL1998	Q9BYD3	RM04_HUMAN	RM04	HUMAN	mitochondrial ribosomal protein L4 [Source:HGNC Symbol;Acc:HGNC:14276]
ORTHOMCL20034	Q9HAV4	XPO5_HUMAN	XPO5	HUMAN	exportin 5 [Source:HGNC Symbol;Acc:HGNC:17675]
ORTHOMCL20075	Q641Q2	WAC2A_HUMAN	WAC2A	HUMAN	WASH complex subunit 2A [Source:HGNC Symbol;Acc:HGNC:23416]
ORTHOMCL20078	P53004	BIEA_HUMAN	BIEA	HUMAN	biliverdin reductase A [Source:HGNC Symbol;Acc:HGNC:1062]
ORTHOMCL20089	Q00975	CAC1B_HUMAN	CAC1B	HUMAN	calcium voltage-gated channel subunit alpha1 B [Source:HGNC Symbol;Acc:HGNC:1389]
ORTHOMCL20151	Q8NDA2	HMCN2_HUMAN	HMCN2	HUMAN	hemicentin 2 [Source:HGNC Symbol;Acc:HGNC:21293]
ORTHOMCL20170	Q13564	ULA1_HUMAN	ULA1	HUMAN	NEDD8 activating enzyme E1 subunit 1 [Source:HGNC Symbol;Acc:HGNC:621]
ORTHOMCL20203	Q53FA7	QORX_HUMAN	QORX	HUMAN	tumor protein p53 inducible protein 3 [Source:HGNC Symbol;Acc:HGNC:19373]
ORTHOMCL20279	Q9P2Q2	FRM4A_HUMAN	FRM4A	HUMAN	FERM domain containing 4A [Source:HGNC Symbol;Acc:HGNC:25491]
ORTHOMCL20313	O43933	PEX1_HUMAN	PEX1	HUMAN	peroxisomal biogenesis factor 1 [Source:HGNC Symbol;Acc:HGNC:8850]
ORTHOMCL20331	Q96KP1	EXOC2_HUMAN	EXOC2	HUMAN	exocyst complex component 2 [Source:HGNC Symbol;Acc:HGNC:24968]
ORTHOMCL20369	Q8WWN9	ICEF1_HUMAN	ICEF1	HUMAN	interaction protein for cytohesin exchange factors 1 [Source:HGNC Symbol;Acc:HGNC:21204]
ORTHOMCL20452	Q9H2Y7	ZN106_HUMAN	ZN106	HUMAN	zinc finger protein 106 [Source:HGNC Symbol;Acc:HGNC:12886]
ORTHOMCL20467	O75923	DYSF_HUMAN	DYSF	HUMAN	dysferlin [Source:HGNC Symbol;Acc:HGNC:3097]
ORTHOMCL20484	Q16513	PKN2_HUMAN	PKN2	HUMAN	protein kinase N2 [Source:HGNC Symbol;Acc:HGNC:9406]
ORTHOMCL20491	Q641Q2	WAC2A_HUMAN	WAC2A	HUMAN	WASH complex subunit 2A [Source:HGNC Symbol;Acc:HGNC:23416]
ORTHOMCL20510	Q68CL5	TPGS2_HUMAN	TPGS2	HUMAN	tubulin polyglutamylase complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:24561]
ORTHOMCL20521	Q9Y4B6	DCAF1_HUMAN	DCAF1	HUMAN	DDB1 and CUL4 associated factor 1 [Source:HGNC Symbol;Acc:HGNC:30911]
ORTHOMCL20522	Q8TD57	DYH3_HUMAN	DYH3	HUMAN	dynein axonemal heavy chain 3 [Source:HGNC Symbol;Acc:HGNC:2949]
ORTHOMCL20531	A8MPX8	PP2D1_HUMAN	PP2D1	HUMAN	protein phosphatase 2C like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28406]
ORTHOMCL20557	Q8N2C7	UNC80_HUMAN	UNC80	HUMAN	unc-80 homolog, NALCN channel complex subunit [Source:HGNC Symbol;Acc:HGNC:26582]
ORTHOMCL20581	Q9Y4C8	RBM19_HUMAN	RBM19	HUMAN	RNA binding motif protein 19 [Source:HGNC Symbol;Acc:HGNC:29098]
ORTHOMCL20595	Q8NDA8	MROH1_HUMAN	MROH1	HUMAN	maestro heat like repeat family member 1 [Source:HGNC Symbol;Acc:HGNC:26958]
ORTHOMCL20616	Q8IVV2	LOXH1_HUMAN	LOXH1	HUMAN	lipoxygenase homology domains 1 [Source:HGNC Symbol;Acc:HGNC:26521]
ORTHOMCL20624	Q5T5U3	RHG21_HUMAN	RHG21	HUMAN	Rho GTPase activating protein 21 [Source:HGNC Symbol;Acc:HGNC:23725]
ORTHOMCL20628	Q8TD19	NEK9_HUMAN	NEK9	HUMAN	NIMA related kinase 9 [Source:HGNC Symbol;Acc:HGNC:18591]
ORTHOMCL20632	Q5T200	ZC3HD_HUMAN	ZC3HD	HUMAN	zinc finger CCCH-type containing 13 [Source:HGNC Symbol;Acc:HGNC:20368]
ORTHOMCL20650	Q8NCX0	CC150_HUMAN	CC150	HUMAN	coiled-coil domain containing 150 [Source:HGNC Symbol;Acc:HGNC:26834]
ORTHOMCL20696	Q13769	THOC5_HUMAN	THOC5	HUMAN	THO complex 5 [Source:HGNC Symbol;Acc:HGNC:19074]
ORTHOMCL20704	Q8NI36	WDR36_HUMAN	WDR36	HUMAN	WD repeat domain 36 [Source:HGNC Symbol;Acc:HGNC:30696]
ORTHOMCL20717	Q92502	STAR8_HUMAN	STAR8	HUMAN	StAR related lipid transfer domain containing 8 [Source:HGNC Symbol;Acc:HGNC:19161]
ORTHOMCL20772	Q9NPH0	PPA6_HUMAN	PPA6	HUMAN	acid phosphatase 6, lysophosphatidic [Source:HGNC Symbol;Acc:HGNC:29609]
ORTHOMCL20777	P15056	BRAF_HUMAN	BRAF	HUMAN	B-Raf proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:1097]
ORTHOMCL20789	Q5S007	LRRK2_HUMAN	LRRK2	HUMAN	leucine rich repeat kinase 2 [Source:HGNC Symbol;Acc:HGNC:18618]
ORTHOMCL20924	Q9H3S7	PTN23_HUMAN	PTN23	HUMAN	protein tyrosine phosphatase, non-receptor type 23 [Source:HGNC Symbol;Acc:HGNC:14406]
ORTHOMCL20971	Q9UPU5	UBP24_HUMAN	UBP24	HUMAN	ubiquitin specific peptidase 24 [Source:HGNC Symbol;Acc:HGNC:12623]
ORTHOMCL20975	Q16875	F263_HUMAN	F263	HUMAN	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3 [Source:HGNC Symbol;Acc:HGNC:8874]
ORTHOMCL20980	O15040	TCPR2_HUMAN	TCPR2	HUMAN	tectonin beta-propeller repeat containing 2 [Source:HGNC Symbol;Acc:HGNC:19957]
ORTHOMCL20983	Q9BVS4	RIOK2_HUMAN	RIOK2	HUMAN	RIO kinase 2 [Source:HGNC Symbol;Acc:HGNC:18999]
ORTHOMCL21048	Q7L2E3	DHX30_HUMAN	DHX30	HUMAN	DExH-box helicase 30 [Source:HGNC Symbol;Acc:HGNC:16716]
ORTHOMCL2111	Q16534	HLF_HUMAN	HLF	HUMAN	HLF, PAR bZIP transcription factor [Source:HGNC Symbol;Acc:HGNC:4977]
ORTHOMCL21122	Q92673	SORL_HUMAN	SORL	HUMAN	sortilin related receptor 1 [Source:HGNC Symbol;Acc:HGNC:11185]
ORTHOMCL21161	Q99250	SCN2A_HUMAN	SCN2A	HUMAN	sodium voltage-gated channel alpha subunit 2 [Source:HGNC Symbol;Acc:HGNC:10588]
ORTHOMCL2121	Q9H446	RWDD1_HUMAN	RWDD1	HUMAN	RWD domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20993]
ORTHOMCL21237	Q9NZN5	ARHGC_HUMAN	ARHGC	HUMAN	Rho guanine nucleotide exchange factor 12 [Source:HGNC Symbol;Acc:HGNC:14193]
ORTHOMCL21252	Q13825	AUHM_HUMAN	AUHM	HUMAN	AU RNA binding methylglutaconyl-CoA hydratase [Source:HGNC Symbol;Acc:HGNC:890]
ORTHOMCL21264	Q9C093	SPEF2_HUMAN	SPEF2	HUMAN	sperm flagellar 2 [Source:HGNC Symbol;Acc:HGNC:26293]
ORTHOMCL21334	Q5T011	SZT2_HUMAN	SZT2	HUMAN	SZT2, KICSTOR complex subunit [Source:HGNC Symbol;Acc:HGNC:29040]
ORTHOMCL21409	Q8IV35	WDR49_HUMAN	WDR49	HUMAN	WD repeat domain 49 [Source:HGNC Symbol;Acc:HGNC:26587]
ORTHOMCL21458	Q96RW7	HMCN1_HUMAN	HMCN1	HUMAN	hemicentin 1 [Source:HGNC Symbol;Acc:HGNC:19194]
ORTHOMCL21466	Q9P1Y6	PHRF1_HUMAN	PHRF1	HUMAN	PHD and ring finger domains 1 [Source:HGNC Symbol;Acc:HGNC:24351]
ORTHOMCL21480	Q96GG9	DCNL1_HUMAN	DCNL1	HUMAN	defective in cullin neddylation 1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18184]
ORTHOMCL21485	O43156	TTI1_HUMAN	TTI1	HUMAN	TELO2 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:29029]
ORTHOMCL21494	Q96PB1	CASD1_HUMAN	CASD1	HUMAN	CAS1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16014]
ORTHOMCL21499	Q9UNS1	TIM_HUMAN	TIM	HUMAN	timeless circadian regulator [Source:HGNC Symbol;Acc:HGNC:11813]
ORTHOMCL21504	Q9UPZ3	HPS5_HUMAN	HPS5	HUMAN	HPS5, biogenesis of lysosomal organelles complex 2 subunit 2 [Source:HGNC Symbol;Acc:HGNC:17022]
ORTHOMCL21526	Q96ME1	FXL18_HUMAN	FXL18	HUMAN	F-box and leucine rich repeat protein 18 [Source:HGNC Symbol;Acc:HGNC:21874]
ORTHOMCL2152	Q96B36	AKTS1_HUMAN	AKTS1	HUMAN	AKT1 substrate 1 [Source:HGNC Symbol;Acc:HGNC:28426]
ORTHOMCL21549	Q9NS68	TNR19_HUMAN	TNR19	HUMAN	TNF receptor superfamily member 19 [Source:HGNC Symbol;Acc:HGNC:11915]
ORTHOMCL21556	Q8NEN0	ARMC2_HUMAN	ARMC2	HUMAN	armadillo repeat containing 2 [Source:HGNC Symbol;Acc:HGNC:23045]
ORTHOMCL2155	P78412	IRX6_HUMAN	IRX6	HUMAN	iroquois homeobox 6 [Source:HGNC Symbol;Acc:HGNC:14675]
ORTHOMCL21561	Q9BXB4	OSB11_HUMAN	OSB11	HUMAN	oxysterol binding protein like 11 [Source:HGNC Symbol;Acc:HGNC:16397]
ORTHOMCL21565	Q9NXG6	P4HTM_HUMAN	P4HTM	HUMAN	prolyl 4-hydroxylase, transmembrane [Source:HGNC Symbol;Acc:HGNC:28858]
ORTHOMCL21566	Q9NTJ4	MA2C1_HUMAN	MA2C1	HUMAN	mannosidase alpha class 2C member 1 [Source:HGNC Symbol;Acc:HGNC:6827]
ORTHOMCL21570	A8MPS7	YDJC_HUMAN	YDJC	HUMAN	YdjC chitooligosaccharide deacetylase homolog [Source:HGNC Symbol;Acc:HGNC:27158]
ORTHOMCL21620	Q03701	CEBPZ_HUMAN	CEBPZ	HUMAN	CCAAT/enhancer binding protein zeta [Source:HGNC Symbol;Acc:HGNC:24218]
ORTHOMCL21637	Q5XKL5	BTBD8_HUMAN	BTBD8	HUMAN	BTB domain containing 8 [Source:HGNC Symbol;Acc:HGNC:21019]
ORTHOMCL21657	Q86UK5	LBN_HUMAN	LBN	HUMAN	EvC ciliary complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:19747]
ORTHOMCL2165	Q6UX65	DRAM2_HUMAN	DRAM2	HUMAN	DNA damage regulated autophagy modulator 2 [Source:HGNC Symbol;Acc:HGNC:28769]
ORTHOMCL21711	O43299	AP5Z1_HUMAN	AP5Z1	HUMAN	adaptor related protein complex 5 zeta 1 subunit [Source:HGNC Symbol;Acc:HGNC:22197]
ORTHOMCL21724	Q96GX1	TECT2_HUMAN	TECT2	HUMAN	tectonic family member 2 [Source:HGNC Symbol;Acc:HGNC:25774]
ORTHOMCL21729	Q8NFC6	BD1L1_HUMAN	BD1L1	HUMAN	biorientation of chromosomes in cell division 1 like 1 [Source:HGNC Symbol;Acc:HGNC:31792]
ORTHOMCL21753	Q8NDA2	HMCN2_HUMAN	HMCN2	HUMAN	hemicentin 2 [Source:HGNC Symbol;Acc:HGNC:21293]
ORTHOMCL21776	P48506	GSH1_HUMAN	GSH1	HUMAN	glutamate-cysteine ligase catalytic subunit [Source:HGNC Symbol;Acc:HGNC:4311]
ORTHOMCL21789	P50747	BPL1_HUMAN	BPL1	HUMAN	holocarboxylase synthetase [Source:HGNC Symbol;Acc:HGNC:4976]
ORTHOMCL21799	Q5H9U9	DDX6L_HUMAN	DDX6L	HUMAN	DExD/H-box 60 like [Source:HGNC Symbol;Acc:HGNC:26429]
ORTHOMCL2179	Q86UC2	RSPH3_HUMAN	RSPH3	HUMAN	radial spoke head 3 homolog [Source:HGNC Symbol;Acc:HGNC:21054]
ORTHOMCL21831	Q8IWZ8	SUGP1_HUMAN	SUGP1	HUMAN	SURP and G-patch domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18643]
ORTHOMCL21857	P45381	ACY2_HUMAN	ACY2	HUMAN	aspartoacylase [Source:HGNC Symbol;Acc:HGNC:756]
ORTHOMCL22067	Q96S52	PIGS_HUMAN	PIGS	HUMAN	phosphatidylinositol glycan anchor biosynthesis class S [Source:HGNC Symbol;Acc:HGNC:14937]
ORTHOMCL22071	Q92878	RAD50_HUMAN	RAD50	HUMAN	RAD50 double strand break repair protein [Source:HGNC Symbol;Acc:HGNC:9816]
ORTHOMCL22078	Q9Y4W6	AFG32_HUMAN	AFG32	HUMAN	AFG3 like matrix AAA peptidase subunit 2 [Source:HGNC Symbol;Acc:HGNC:315]
ORTHOMCL22100	Q9UQB8	BAIP2_HUMAN	BAIP2	HUMAN	BAI1 associated protein 2 [Source:HGNC Symbol;Acc:HGNC:947]
ORTHOMCL22110	Q96N46	TTC14_HUMAN	TTC14	HUMAN	tetratricopeptide repeat domain 14 [Source:HGNC Symbol;Acc:HGNC:24697]
ORTHOMCL22124	Q07912	ACK1_HUMAN	ACK1	HUMAN	tyrosine kinase non receptor 2 [Source:HGNC Symbol;Acc:HGNC:19297]
ORTHOMCL22142	Q9H6R7	WDCP_HUMAN	WDCP	HUMAN	WD repeat and coiled coil containing [Source:HGNC Symbol;Acc:HGNC:26157]
ORTHOMCL22147	Q3YEC7	RABL6_HUMAN	RABL6	HUMAN	RAB, member RAS oncogene family like 6 [Source:HGNC Symbol;Acc:HGNC:24703]
ORTHOMCL2217	Q96F45	ZN503_HUMAN	ZN503	HUMAN	zinc finger protein 503 [Source:HGNC Symbol;Acc:HGNC:23589]
ORTHOMCL22185	Q68CZ1	FTM_HUMAN	FTM	HUMAN	RPGRIP1 like [Source:HGNC Symbol;Acc:HGNC:29168]
ORTHOMCL22205	O60235	TM11D_HUMAN	TM11D	HUMAN	transmembrane serine protease 11D [Source:HGNC Symbol;Acc:HGNC:24059]
ORTHOMCL2223	P23511	NFYA_HUMAN	NFYA	HUMAN	nuclear transcription factor Y subunit alpha [Source:HGNC Symbol;Acc:HGNC:7804]
ORTHOMCL22243	Q9UPR0	PLCL2_HUMAN	PLCL2	HUMAN	phospholipase C like 2 [Source:HGNC Symbol;Acc:HGNC:9064]
ORTHOMCL22262	Q96S55	WRIP1_HUMAN	WRIP1	HUMAN	Werner helicase interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:20876]
ORTHOMCL22271	A8MPX8	PP2D1_HUMAN	PP2D1	HUMAN	protein phosphatase 2C like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28406]
ORTHOMCL22317	A4FU49	SH321_HUMAN	SH321	HUMAN	SH3 domain containing 21 [Source:HGNC Symbol;Acc:HGNC:26236]
ORTHOMCL2231	Q5VWP2	FA46C_HUMAN	FA46C	HUMAN	family with sequence similarity 46 member C [Source:HGNC Symbol;Acc:HGNC:24712]
ORTHOMCL22346	Q86U44	MTA70_HUMAN	MTA70	HUMAN	methyltransferase like 3 [Source:HGNC Symbol;Acc:HGNC:17563]
ORTHOMCL22511	Q9UGU0	TCF20_HUMAN	TCF20	HUMAN	transcription factor 20 [Source:HGNC Symbol;Acc:HGNC:11631]
ORTHOMCL22568	A6NMZ7	CO6A6_HUMAN	CO6A6	HUMAN	collagen type VI alpha 6 chain [Source:HGNC Symbol;Acc:HGNC:27023]
ORTHOMCL22573	O00534	VMA5A_HUMAN	VMA5A	HUMAN	von Willebrand factor A domain containing 5A [Source:HGNC Symbol;Acc:HGNC:6658]
ORTHOMCL22576	Q9UJT9	FBXL7_HUMAN	FBXL7	HUMAN	F-box and leucine rich repeat protein 7 [Source:HGNC Symbol;Acc:HGNC:13604]
ORTHOMCL22604	Q10586	DBP_HUMAN	DBP	HUMAN	D-box binding PAR bZIP transcription factor [Source:HGNC Symbol;Acc:HGNC:2697]
ORTHOMCL22671	P11362	FGFR1_HUMAN	FGFR1	HUMAN	fibroblast growth factor receptor 1 [Source:HGNC Symbol;Acc:HGNC:3688]
