ortho	swissProt	name	egn	db	description
398	ORTHOMCL15491	Q9NXG6	P4HTM_HUMAN	P4HTM	HUMAN	prolyl 4-hydroxylase, transmembrane [Source:HGNC Symbol;Acc:HGNC:28858]
399	ORTHOMCL15495	Q96D71	REPS1_HUMAN	REPS1	HUMAN	RALBP1 associated Eps domain containing 1 [Source:HGNC Symbol;Acc:HGNC:15578]
400	ORTHOMCL15512	Q9NR09	BIRC6_HUMAN	BIRC6	HUMAN	baculoviral IAP repeat containing 6 [Source:HGNC Symbol;Acc:HGNC:13516]
401	ORTHOMCL15525	Q15878	CAC1E_HUMAN	CAC1E	HUMAN	calcium voltage-gated channel subunit alpha1 E [Source:HGNC Symbol;Acc:HGNC:1392]
402	ORTHOMCL15526	O95714	HERC2_HUMAN	HERC2	HUMAN	HECT and RLD domain containing E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:4868]
403	ORTHOMCL15533	Q96RW7	HMCN1_HUMAN	HMCN1	HUMAN	hemicentin 1 [Source:HGNC Symbol;Acc:HGNC:19194]
404	ORTHOMCL15564	O94818	NOL4_HUMAN	NOL4	HUMAN	nucleolar protein 4 [Source:HGNC Symbol;Acc:HGNC:7870]
405	ORTHOMCL15613	Q9UI17	M2GD_HUMAN	M2GD	HUMAN	dimethylglycine dehydrogenase [Source:HGNC Symbol;Acc:HGNC:24475]
406	ORTHOMCL15616	P42566	EPS15_HUMAN	EPS15	HUMAN	epidermal growth factor receptor pathway substrate 15 [Source:HGNC Symbol;Acc:HGNC:3419]
407	ORTHOMCL15622	Q9UEW3	MARCO_HUMAN	MARCO	HUMAN	macrophage receptor with collagenous structure [Source:HGNC Symbol;Acc:HGNC:6895]
408	ORTHOMCL15626	O15085	ARHGB_HUMAN	ARHGB	HUMAN	Rho guanine nucleotide exchange factor 11 [Source:HGNC Symbol;Acc:HGNC:14580]
409	ORTHOMCL15627	Q15058	KIF14_HUMAN	KIF14	HUMAN	kinesin family member 14 [Source:HGNC Symbol;Acc:HGNC:19181]
410	ORTHOMCL15642	Q76FK4	NOL8_HUMAN	NOL8	HUMAN	nucleolar protein 8 [Source:HGNC Symbol;Acc:HGNC:23387]
411	ORTHOMCL15727	P50222	MEOX2_HUMAN	MEOX2	HUMAN	mesenchyme homeobox 2 [Source:HGNC Symbol;Acc:HGNC:7014]
412	ORTHOMCL15742	Q86SG6	NEK8_HUMAN	NEK8	HUMAN	NIMA related kinase 8 [Source:HGNC Symbol;Acc:HGNC:13387]
413	ORTHOMCL1574	Q9Y680	FKBP7_HUMAN	FKBP7	HUMAN	FK506 binding protein 7 [Source:HGNC Symbol;Acc:HGNC:3723]
414	ORTHOMCL15752	Q8IY34	S15A3_HUMAN	S15A3	HUMAN	solute carrier family 15 member 3 [Source:HGNC Symbol;Acc:HGNC:18068]
415	ORTHOMCL15770	Q92503	S14L1_HUMAN	S14L1	HUMAN	SEC14 like lipid binding 1 [Source:HGNC Symbol;Acc:HGNC:10698]
416	ORTHOMCL15828	Q9Y6L7	TLL2_HUMAN	TLL2	HUMAN	tolloid like 2 [Source:HGNC Symbol;Acc:HGNC:11844]
417	ORTHOMCL15912	P08237	PFKAM_HUMAN	PFKAM	HUMAN	phosphofructokinase, muscle [Source:HGNC Symbol;Acc:HGNC:8877]
418	ORTHOMCL15921	O43772	MCAT_HUMAN	MCAT	HUMAN	solute carrier family 25 member 20 [Source:HGNC Symbol;Acc:HGNC:1421]
419	ORTHOMCL15928	Q14774	HLX_HUMAN	HLX	HUMAN	H2.0 like homeobox [Source:HGNC Symbol;Acc:HGNC:4978]
420	ORTHOMCL15931	O15439	MRP4_HUMAN	MRP4	HUMAN	ATP binding cassette subfamily C member 4 [Source:HGNC Symbol;Acc:HGNC:55]
421	ORTHOMCL15942	P00734	THRB_HUMAN	THRB	HUMAN	coagulation factor II, thrombin [Source:HGNC Symbol;Acc:HGNC:3535]
422	ORTHOMCL15974	O15042	SR140_HUMAN	SR140	HUMAN	U2 snRNP associated SURP domain containing [Source:HGNC Symbol;Acc:HGNC:30855]
423	ORTHOMCL16005	P18505	GBRB1_HUMAN	GBRB1	HUMAN	gamma-aminobutyric acid type A receptor beta1 subunit [Source:HGNC Symbol;Acc:HGNC:4081]
424	ORTHOMCL16006	Q7Z460	CLAP1_HUMAN	CLAP1	HUMAN	cytoplasmic linker associated protein 1 [Source:HGNC Symbol;Acc:HGNC:17088]
425	ORTHOMCL16023	P28799	GRN_HUMAN	GRN	HUMAN	granulin precursor [Source:HGNC Symbol;Acc:HGNC:4601]
426	ORTHOMCL16083	Q5T200	ZC3HD_HUMAN	ZC3HD	HUMAN	zinc finger CCCH-type containing 13 [Source:HGNC Symbol;Acc:HGNC:20368]
427	ORTHOMCL16142	Q9BQP7	MGME1_HUMAN	MGME1	HUMAN	mitochondrial genome maintenance exonuclease 1 [Source:HGNC Symbol;Acc:HGNC:16205]
428	ORTHOMCL16150	Q9Y6H5	SNCAP_HUMAN	SNCAP	HUMAN	synuclein alpha interacting protein [Source:HGNC Symbol;Acc:HGNC:11139]
429	ORTHOMCL16198	Q9BSV6	SEN34_HUMAN	SEN34	HUMAN	tRNA splicing endonuclease subunit 34 [Source:HGNC Symbol;Acc:HGNC:15506]
430	ORTHOMCL16222	Q04844	ACHE_HUMAN	ACHE	HUMAN	cholinergic receptor nicotinic epsilon subunit [Source:HGNC Symbol;Acc:HGNC:1966]
431	ORTHOMCL16234	O75970	MPDZ_HUMAN	MPDZ	HUMAN	multiple PDZ domain crumbs cell polarity complex component [Source:HGNC Symbol;Acc:HGNC:7208]
432	ORTHOMCL16252	Q9H3N1	TMX1_HUMAN	TMX1	HUMAN	thioredoxin related transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:15487]
433	ORTHOMCL16261	Q86VD9	PIGZ_HUMAN	PIGZ	HUMAN	phosphatidylinositol glycan anchor biosynthesis class Z [Source:HGNC Symbol;Acc:HGNC:30596]
434	ORTHOMCL16267	P55265	DSRAD_HUMAN	DSRAD	HUMAN	adenosine deaminase, RNA specific [Source:HGNC Symbol;Acc:HGNC:225]
435	ORTHOMCL16280	A6NED2	RCCD1_HUMAN	RCCD1	HUMAN	RCC1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30457]
436	ORTHOMCL16284	Q9NYL2	M3K20_HUMAN	M3K20	HUMAN	mitogen-activated protein kinase kinase kinase 20 [Source:HGNC Symbol;Acc:HGNC:17797]
437	ORTHOMCL16306	Q9H9S5	FKRP_HUMAN	FKRP	HUMAN	fukutin related protein [Source:HGNC Symbol;Acc:HGNC:17997]
438	ORTHOMCL16326	Q64LD2	WDR25_HUMAN	WDR25	HUMAN	WD repeat domain 25 [Source:HGNC Symbol;Acc:HGNC:21064]
439	ORTHOMCL16334	Q5S007	LRRK2_HUMAN	LRRK2	HUMAN	leucine rich repeat kinase 2 [Source:HGNC Symbol;Acc:HGNC:18618]
440	ORTHOMCL16337	Q9Y2L9	LRCH1_HUMAN	LRCH1	HUMAN	leucine rich repeats and calponin homology domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20309]
441	ORTHOMCL16339	Q9UBZ9	REV1_HUMAN	REV1	HUMAN	REV1, DNA directed polymerase [Source:HGNC Symbol;Acc:HGNC:14060]
442	ORTHOMCL16341	Q8ND61	CC020_HUMAN	CC020	HUMAN	chromosome 3 open reading frame 20 [Source:HGNC Symbol;Acc:HGNC:25320]
443	ORTHOMCL16347	Q86UR5	RIMS1_HUMAN	RIMS1	HUMAN	regulating synaptic membrane exocytosis 1 [Source:HGNC Symbol;Acc:HGNC:17282]
444	ORTHOMCL16360	Q7LBC6	KDM3B_HUMAN	KDM3B	HUMAN	lysine demethylase 3B [Source:HGNC Symbol;Acc:HGNC:1337]
445	ORTHOMCL16366	Q6ZMV7	LEKR1_HUMAN	LEKR1	HUMAN	leucine, glutamate and lysine rich 1 [Source:HGNC Symbol;Acc:HGNC:33765]
446	ORTHOMCL1640	O95685	PPR3D_HUMAN	PPR3D	HUMAN	protein phosphatase 1 regulatory subunit 3D [Source:HGNC Symbol;Acc:HGNC:9294]
447	ORTHOMCL16424	Q15397	PUM3_HUMAN	PUM3	HUMAN	pumilio RNA binding family member 3 [Source:HGNC Symbol;Acc:HGNC:29676]
448	ORTHOMCL16485	Q15058	KIF14_HUMAN	KIF14	HUMAN	kinesin family member 14 [Source:HGNC Symbol;Acc:HGNC:19181]
449	ORTHOMCL16518	Q96RW7	HMCN1_HUMAN	HMCN1	HUMAN	hemicentin 1 [Source:HGNC Symbol;Acc:HGNC:19194]
450	ORTHOMCL16527	P41743	KPCI_HUMAN	KPCI	HUMAN	protein kinase C iota [Source:HGNC Symbol;Acc:HGNC:9404]
451	ORTHOMCL16543	Q86T96	RN180_HUMAN	RN180	HUMAN	ring finger protein 180 [Source:HGNC Symbol;Acc:HGNC:27752]
452	ORTHOMCL1654	Q8N4L2	PP4P2_HUMAN	PP4P2	HUMAN	phosphatidylinositol-4,5-bisphosphate 4-phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:25452]
453	ORTHOMCL16561	A6NCI4	VWA3A_HUMAN	VWA3A	HUMAN	von Willebrand factor A domain containing 3A [Source:HGNC Symbol;Acc:HGNC:27088]
454	ORTHOMCL16564	Q5GH73	XKR6_HUMAN	XKR6	HUMAN	XK related 6 [Source:HGNC Symbol;Acc:HGNC:27806]
455	ORTHOMCL16573	P10746	HEM4_HUMAN	HEM4	HUMAN	uroporphyrinogen III synthase [Source:HGNC Symbol;Acc:HGNC:12592]
456	ORTHOMCL16629	Q9UKV3	ACINU_HUMAN	ACINU	HUMAN	apoptotic chromatin condensation inducer 1 [Source:HGNC Symbol;Acc:HGNC:17066]
457	ORTHOMCL16630	Q6V0I7	FAT4_HUMAN	FAT4	HUMAN	FAT atypical cadherin 4 [Source:HGNC Symbol;Acc:HGNC:23109]
458	ORTHOMCL1664	Q9Y3M2	CBY1_HUMAN	CBY1	HUMAN	chibby family member 1, beta catenin antagonist [Source:HGNC Symbol;Acc:HGNC:1307]
459	ORTHOMCL16664	Q9UKA2	FBXL4_HUMAN	FBXL4	HUMAN	F-box and leucine rich repeat protein 4 [Source:HGNC Symbol;Acc:HGNC:13601]
460	ORTHOMCL16684	Q9UKN8	TF3C4_HUMAN	TF3C4	HUMAN	general transcription factor IIIC subunit 4 [Source:HGNC Symbol;Acc:HGNC:4667]
461	ORTHOMCL16716	O75096	LRP4_HUMAN	LRP4	HUMAN	LDL receptor related protein 4 [Source:HGNC Symbol;Acc:HGNC:6696]
462	ORTHOMCL16717	P82251	BAT1_HUMAN	BAT1	HUMAN	solute carrier family 7 member 9 [Source:HGNC Symbol;Acc:HGNC:11067]
463	ORTHOMCL16783	Q9UKA1	FBXL5_HUMAN	FBXL5	HUMAN	F-box and leucine rich repeat protein 5 [Source:HGNC Symbol;Acc:HGNC:13602]
464	ORTHOMCL16911	O75746	CMC1_HUMAN	CMC1	HUMAN	solute carrier family 25 member 12 [Source:HGNC Symbol;Acc:HGNC:10982]
465	ORTHOMCL16912	Q00534	CDK6_HUMAN	CDK6	HUMAN	cyclin dependent kinase 6 [Source:HGNC Symbol;Acc:HGNC:1777]
466	ORTHOMCL16928	Q8WTT2	NOC3L_HUMAN	NOC3L	HUMAN	NOC3 like DNA replication regulator [Source:HGNC Symbol;Acc:HGNC:24034]
467	ORTHOMCL16943	Q15746	MYLK_HUMAN	MYLK	HUMAN	myosin light chain kinase [Source:HGNC Symbol;Acc:HGNC:7590]
468	ORTHOMCL16990	O14638	ENPP3_HUMAN	ENPP3	HUMAN	ectonucleotide pyrophosphatase/phosphodiesterase 3 [Source:HGNC Symbol;Acc:HGNC:3358]
469	ORTHOMCL17018	O96024	B3GT4_HUMAN	B3GT4	HUMAN	beta-1,3-galactosyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:919]
470	ORTHOMCL17019	Q9NRY5	F1142_HUMAN	F1142	HUMAN	family with sequence similarity 114 member A2 [Source:HGNC Symbol;Acc:HGNC:1333]
471	ORTHOMCL17025	O75037	KI21B_HUMAN	KI21B	HUMAN	kinesin family member 21B [Source:HGNC Symbol;Acc:HGNC:29442]
472	ORTHOMCL17036	Q9BQP7	MGME1_HUMAN	MGME1	HUMAN	mitochondrial genome maintenance exonuclease 1 [Source:HGNC Symbol;Acc:HGNC:16205]
473	ORTHOMCL17037	Q96ME1	FXL18_HUMAN	FXL18	HUMAN	F-box and leucine rich repeat protein 18 [Source:HGNC Symbol;Acc:HGNC:21874]
474	ORTHOMCL17069	Q96N21	AP4AT_HUMAN	AP4AT	HUMAN	TEPSIN, adaptor related protein complex 4 accessory protein [Source:HGNC Symbol;Acc:HGNC:26458]
475	ORTHOMCL17092	P78527	PRKDC_HUMAN	PRKDC	HUMAN	protein kinase, DNA-activated, catalytic polypeptide [Source:HGNC Symbol;Acc:HGNC:9413]
476	ORTHOMCL17125	Q86SQ6	AGRA1_HUMAN	AGRA1	HUMAN	adhesion G protein-coupled receptor A1 [Source:HGNC Symbol;Acc:HGNC:13838]
477	ORTHOMCL1715	P20794	MAK_HUMAN	MAK	HUMAN	male germ cell associated kinase [Source:HGNC Symbol;Acc:HGNC:6816]
478	ORTHOMCL17204	O75923	DYSF_HUMAN	DYSF	HUMAN	dysferlin [Source:HGNC Symbol;Acc:HGNC:3097]
479	ORTHOMCL17211	P82279	CRUM1_HUMAN	CRUM1	HUMAN	crumbs 1, cell polarity complex component [Source:HGNC Symbol;Acc:HGNC:2343]
480	ORTHOMCL17255	P10243	MYBA_HUMAN	MYBA	HUMAN	MYB proto-oncogene like 1 [Source:HGNC Symbol;Acc:HGNC:7547]
481	ORTHOMCL17261	A0AUZ9	KAL1L_HUMAN	KAL1L	HUMAN	KAT8 regulatory NSL complex subunit 1 like [Source:HGNC Symbol;Acc:HGNC:26310]
482	ORTHOMCL17265	A6NK53	ZN233_HUMAN	ZN233	HUMAN	zinc finger protein 233 [Source:HGNC Symbol;Acc:HGNC:30946]
483	ORTHOMCL17343	Q5XPI4	RN123_HUMAN	RN123	HUMAN	ring finger protein 123 [Source:HGNC Symbol;Acc:HGNC:21148]
484	ORTHOMCL17348	P49321	NASP_HUMAN	NASP	HUMAN	nuclear autoantigenic sperm protein [Source:HGNC Symbol;Acc:HGNC:7644]
485	ORTHOMCL17357	Q02447	SP3_HUMAN	SP3	HUMAN	Sp3 transcription factor [Source:HGNC Symbol;Acc:HGNC:11208]
486	ORTHOMCL17361	O14976	GAK_HUMAN	GAK	HUMAN	cyclin G associated kinase [Source:HGNC Symbol;Acc:HGNC:4113]
487	ORTHOMCL17375	Q8N137	CNTRB_HUMAN	CNTRB	HUMAN	centrobin, centriole duplication and spindle assembly protein [Source:HGNC Symbol;Acc:HGNC:29616]
488	ORTHOMCL17396	Q9UQ35	SRRM2_HUMAN	SRRM2	HUMAN	serine/arginine repetitive matrix 2 [Source:HGNC Symbol;Acc:HGNC:16639]
489	ORTHOMCL17405	Q92824	PCSK5_HUMAN	PCSK5	HUMAN	proprotein convertase subtilisin/kexin type 5 [Source:HGNC Symbol;Acc:HGNC:8747]
490	ORTHOMCL17435	Q3B7T1	EDRF1_HUMAN	EDRF1	HUMAN	erythroid differentiation regulatory factor 1 [Source:HGNC Symbol;Acc:HGNC:24640]
491	ORTHOMCL17438	Q9NSN8	SNTG1_HUMAN	SNTG1	HUMAN	syntrophin gamma 1 [Source:HGNC Symbol;Acc:HGNC:13740]
492	ORTHOMCL17469	Q8NHP1	ARK74_HUMAN	ARK74	HUMAN	aldo-keto reductase family 7 like (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:24056]
493	ORTHOMCL17478	Q9BWH6	RPAP1_HUMAN	RPAP1	HUMAN	RNA polymerase II associated protein 1 [Source:HGNC Symbol;Acc:HGNC:24567]
494	ORTHOMCL17498	Q8IZD9	DOCK3_HUMAN	DOCK3	HUMAN	dedicator of cytokinesis 3 [Source:HGNC Symbol;Acc:HGNC:2989]
495	ORTHOMCL17512	Q8WXG9	GPR98_HUMAN	GPR98	HUMAN	adhesion G protein-coupled receptor V1 [Source:HGNC Symbol;Acc:HGNC:17416]
496	ORTHOMCL1751	Q96DF8	ESS2_HUMAN	ESS2	HUMAN	ess-2 splicing factor homolog [Source:HGNC Symbol;Acc:HGNC:16817]
497	ORTHOMCL17539	Q9Y5X2	SNX8_HUMAN	SNX8	HUMAN	sorting nexin 8 [Source:HGNC Symbol;Acc:HGNC:14972]
498	ORTHOMCL17570	O94759	TRPM2_HUMAN	TRPM2	HUMAN	transient receptor potential cation channel subfamily M member 2 [Source:HGNC Symbol;Acc:HGNC:12339]
499	ORTHOMCL17597	O95786	DDX58_HUMAN	DDX58	HUMAN	DExD/H-box helicase 58 [Source:HGNC Symbol;Acc:HGNC:19102]
500	ORTHOMCL17610	P32249	GP183_HUMAN	GP183	HUMAN	G protein-coupled receptor 183 [Source:HGNC Symbol;Acc:HGNC:3128]
501	ORTHOMCL17645	O95477	ABCA1_HUMAN	ABCA1	HUMAN	ATP binding cassette subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:29]
502	ORTHOMCL17685	Q9NXG6	P4HTM_HUMAN	P4HTM	HUMAN	prolyl 4-hydroxylase, transmembrane [Source:HGNC Symbol;Acc:HGNC:28858]
503	ORTHOMCL17686	Q8IUC4	RHPN2_HUMAN	RHPN2	HUMAN	rhophilin Rho GTPase binding protein 2 [Source:HGNC Symbol;Acc:HGNC:19974]
504	ORTHOMCL17696	O15381	NVL_HUMAN	NVL	HUMAN	nuclear VCP-like [Source:HGNC Symbol;Acc:HGNC:8070]
505	ORTHOMCL17708	Q9BW71	HIRP3_HUMAN	HIRP3	HUMAN	HIRA interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:4917]
506	ORTHOMCL17713	Q8IZX4	TAF1L_HUMAN	TAF1L	HUMAN	TATA-box binding protein associated factor 1 like [Source:HGNC Symbol;Acc:HGNC:18056]
507	ORTHOMCL17715	Q6ZVD7	STOX1_HUMAN	STOX1	HUMAN	storkhead box 1 [Source:HGNC Symbol;Acc:HGNC:23508]
508	ORTHOMCL17727	Q8WXG9	GPR98_HUMAN	GPR98	HUMAN	adhesion G protein-coupled receptor V1 [Source:HGNC Symbol;Acc:HGNC:17416]
509	ORTHOMCL17728	Q15751	HERC1_HUMAN	HERC1	HUMAN	HECT and RLD domain containing E3 ubiquitin protein ligase family member 1 [Source:HGNC Symbol;Acc:HGNC:4867]
510	ORTHOMCL1772	Q92597	NDRG1_HUMAN	NDRG1	HUMAN	N-myc downstream regulated 1 [Source:HGNC Symbol;Acc:HGNC:7679]
511	ORTHOMCL17735	Q6PJI9	WDR59_HUMAN	WDR59	HUMAN	WD repeat domain 59 [Source:HGNC Symbol;Acc:HGNC:25706]
512	ORTHOMCL17744	Q8TDY2	RBCC1_HUMAN	RBCC1	HUMAN	RB1 inducible coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:15574]
513	ORTHOMCL17747	P57737	CORO7_HUMAN	CORO7	HUMAN	coronin 7 [Source:HGNC Symbol;Acc:HGNC:26161]
514	ORTHOMCL17774	Q8WWZ8	OIT3_HUMAN	OIT3	HUMAN	oncoprotein induced transcript 3 [Source:HGNC Symbol;Acc:HGNC:29953]
515	ORTHOMCL17819	Q86YW9	MD12L_HUMAN	MD12L	HUMAN	mediator complex subunit 12 like [Source:HGNC Symbol;Acc:HGNC:16050]
516	ORTHOMCL17821	Q9NZJ4	SACS_HUMAN	SACS	HUMAN	sacsin molecular chaperone [Source:HGNC Symbol;Acc:HGNC:10519]
517	ORTHOMCL17842	Q5VZK9	CARL1_HUMAN	CARL1	HUMAN	capping protein regulator and myosin 1 linker 1 [Source:HGNC Symbol;Acc:HGNC:21581]
518	ORTHOMCL17847	Q9UPV0	CE164_HUMAN	CE164	HUMAN	centrosomal protein 164 [Source:HGNC Symbol;Acc:HGNC:29182]
519	ORTHOMCL17866	P12270	TPR_HUMAN	TPR	HUMAN	translocated promoter region, nuclear basket protein [Source:HGNC Symbol;Acc:HGNC:12017]
520	ORTHOMCL17892	Q9P219	DAPLE_HUMAN	DAPLE	HUMAN	coiled-coil domain containing 88C [Source:HGNC Symbol;Acc:HGNC:19967]
521	ORTHOMCL17897	Q7Z5N4	SDK1_HUMAN	SDK1	HUMAN	sidekick cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:19307]
522	ORTHOMCL17905	O14647	CHD2_HUMAN	CHD2	HUMAN	chromodomain helicase DNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:1917]
523	ORTHOMCL17934	Q96M96	FGD4_HUMAN	FGD4	HUMAN	FYVE, RhoGEF and PH domain containing 4 [Source:HGNC Symbol;Acc:HGNC:19125]
524	ORTHOMCL17935	Q9GZR1	SENP6_HUMAN	SENP6	HUMAN	SUMO1/sentrin specific peptidase 6 [Source:HGNC Symbol;Acc:HGNC:20944]
525	ORTHOMCL17936	P46531	NOTC1_HUMAN	NOTC1	HUMAN	notch 1 [Source:HGNC Symbol;Acc:HGNC:7881]
526	ORTHOMCL17959	Q52LR7	EPC2_HUMAN	EPC2	HUMAN	enhancer of polycomb homolog 2 [Source:HGNC Symbol;Acc:HGNC:24543]
527	ORTHOMCL18045	Q92545	TM131_HUMAN	TM131	HUMAN	transmembrane protein 131 [Source:HGNC Symbol;Acc:HGNC:30366]
528	ORTHOMCL18052	Q3KR37	GRM1B_HUMAN	GRM1B	HUMAN	GRAM domain containing 1B [Source:HGNC Symbol;Acc:HGNC:29214]
529	ORTHOMCL18075	Q14690	RRP5_HUMAN	RRP5	HUMAN	programmed cell death 11 [Source:HGNC Symbol;Acc:HGNC:13408]
530	ORTHOMCL18084	Q9UKI8	TLK1_HUMAN	TLK1	HUMAN	tousled like kinase 1 [Source:HGNC Symbol;Acc:HGNC:11841]
531	ORTHOMCL18140	Q14103	HNRPD_HUMAN	HNRPD	HUMAN	heterogeneous nuclear ribonucleoprotein D [Source:HGNC Symbol;Acc:HGNC:5036]
532	ORTHOMCL18175	Q9NQT5	EXOS3_HUMAN	EXOS3	HUMAN	exosome component 3 [Source:HGNC Symbol;Acc:HGNC:17944]
533	ORTHOMCL18176	Q8TB22	SPT20_HUMAN	SPT20	HUMAN	spermatogenesis associated 20 [Source:HGNC Symbol;Acc:HGNC:26125]
534	ORTHOMCL18198	P14866	HNRPL_HUMAN	HNRPL	HUMAN	heterogeneous nuclear ribonucleoprotein L [Source:HGNC Symbol;Acc:HGNC:5045]
535	ORTHOMCL18378	Q9Y597	KCTD3_HUMAN	KCTD3	HUMAN	potassium channel tetramerization domain containing 3 [Source:HGNC Symbol;Acc:HGNC:21305]
536	ORTHOMCL18406	Q14185	DOCK1_HUMAN	DOCK1	HUMAN	dedicator of cytokinesis 1 [Source:HGNC Symbol;Acc:HGNC:2987]
537	ORTHOMCL18428	Q9NR09	BIRC6_HUMAN	BIRC6	HUMAN	baculoviral IAP repeat containing 6 [Source:HGNC Symbol;Acc:HGNC:13516]
538	ORTHOMCL18441	O60669	MOT2_HUMAN	MOT2	HUMAN	solute carrier family 16 member 7 [Source:HGNC Symbol;Acc:HGNC:10928]
539	ORTHOMCL18484	P07992	ERCC1_HUMAN	ERCC1	HUMAN	ERCC excision repair 1, endonuclease non-catalytic subunit [Source:HGNC Symbol;Acc:HGNC:3433]
540	ORTHOMCL18498	O75478	TAD2A_HUMAN	TAD2A	HUMAN	transcriptional adaptor 2A [Source:HGNC Symbol;Acc:HGNC:11531]
541	ORTHOMCL18526	Q9P0W8	SPAT7_HUMAN	SPAT7	HUMAN	spermatogenesis associated 7 [Source:HGNC Symbol;Acc:HGNC:20423]
542	ORTHOMCL18536	Q9UKC9	FBXL2_HUMAN	FBXL2	HUMAN	F-box and leucine rich repeat protein 2 [Source:HGNC Symbol;Acc:HGNC:13598]
543	ORTHOMCL18539	Q12798	CETN1_HUMAN	CETN1	HUMAN	centrin 1 [Source:HGNC Symbol;Acc:HGNC:1866]
544	ORTHOMCL18566	Q86VS3	IQCH_HUMAN	IQCH	HUMAN	IQ motif containing H [Source:HGNC Symbol;Acc:HGNC:25721]
545	ORTHOMCL1856	A6NIH7	U119B_HUMAN	U119B	HUMAN	unc-119 lipid binding chaperone B [Source:HGNC Symbol;Acc:HGNC:16488]
546	ORTHOMCL18576	Q96RW7	HMCN1_HUMAN	HMCN1	HUMAN	hemicentin 1 [Source:HGNC Symbol;Acc:HGNC:19194]
547	ORTHOMCL18588	Q6NUJ5	PWP2B_HUMAN	PWP2B	HUMAN	PWWP domain containing 2B [Source:HGNC Symbol;Acc:HGNC:25150]
548	ORTHOMCL18609	Q8N8E3	CE112_HUMAN	CE112	HUMAN	centrosomal protein 112 [Source:HGNC Symbol;Acc:HGNC:28514]
549	ORTHOMCL18610	Q3MIT2	PUS10_HUMAN	PUS10	HUMAN	pseudouridylate synthase 10 [Source:HGNC Symbol;Acc:HGNC:26505]
550	ORTHOMCL18616	Q8NFW5	DMBX1_HUMAN	DMBX1	HUMAN	diencephalon/mesencephalon homeobox 1 [Source:HGNC Symbol;Acc:HGNC:19026]
551	ORTHOMCL18623	Q7Z402	TMC7_HUMAN	TMC7	HUMAN	transmembrane channel like 7 [Source:HGNC Symbol;Acc:HGNC:23000]
552	ORTHOMCL18627	Q86T82	UBP37_HUMAN	UBP37	HUMAN	ubiquitin specific peptidase 37 [Source:HGNC Symbol;Acc:HGNC:20063]
553	ORTHOMCL18640	Q96AY4	TTC28_HUMAN	TTC28	HUMAN	tetratricopeptide repeat domain 28 [Source:HGNC Symbol;Acc:HGNC:29179]
554	ORTHOMCL18670	Q9NRR4	RNC_HUMAN	RNC	HUMAN	drosha ribonuclease III [Source:HGNC Symbol;Acc:HGNC:17904]
555	ORTHOMCL18672	Q9UI40	NCKX2_HUMAN	NCKX2	HUMAN	solute carrier family 24 member 2 [Source:HGNC Symbol;Acc:HGNC:10976]
556	ORTHOMCL18694	Q5HYC2	K2026_HUMAN	K2026	HUMAN	KIAA2026 [Source:HGNC Symbol;Acc:HGNC:23378]
557	ORTHOMCL18695	O94889	KLH18_HUMAN	KLH18	HUMAN	kelch like family member 18 [Source:HGNC Symbol;Acc:HGNC:29120]
558	ORTHOMCL18707	Q05940	VMAT2_HUMAN	VMAT2	HUMAN	solute carrier family 18 member A2 [Source:HGNC Symbol;Acc:HGNC:10935]
559	ORTHOMCL18810	Q5MAI5	CDKL4_HUMAN	CDKL4	HUMAN	cyclin dependent kinase like 4 [Source:HGNC Symbol;Acc:HGNC:19287]
560	ORTHOMCL18815	O75445	USH2A_HUMAN	USH2A	HUMAN	usherin [Source:HGNC Symbol;Acc:HGNC:12601]
561	ORTHOMCL18822	P17812	PYRG1_HUMAN	PYRG1	HUMAN	CTP synthase 1 [Source:HGNC Symbol;Acc:HGNC:2519]
562	ORTHOMCL1882	Q96HF1	SFRP2_HUMAN	SFRP2	HUMAN	secreted frizzled related protein 2 [Source:HGNC Symbol;Acc:HGNC:10777]
563	ORTHOMCL18882	Q8WWZ8	OIT3_HUMAN	OIT3	HUMAN	oncoprotein induced transcript 3 [Source:HGNC Symbol;Acc:HGNC:29953]
564	ORTHOMCL18939	Q53H12	AGK_HUMAN	AGK	HUMAN	acylglycerol kinase [Source:HGNC Symbol;Acc:HGNC:21869]
565	ORTHOMCL18986	Q9NUP7	TRM13_HUMAN	TRM13	HUMAN	tRNA methyltransferase 13 homolog [Source:HGNC Symbol;Acc:HGNC:25502]
566	ORTHOMCL18997	Q9UPW8	UN13A_HUMAN	UN13A	HUMAN	unc-13 homolog A [Source:HGNC Symbol;Acc:HGNC:23150]
567	ORTHOMCL19012	Q12789	TF3C1_HUMAN	TF3C1	HUMAN	general transcription factor IIIC subunit 1 [Source:HGNC Symbol;Acc:HGNC:4664]
