ortho	swissProt	name	egn	db	description
ORTHOMCL17713	Q8IZX4	TAF1L_HUMAN	TAF1L	HUMAN	TATA-box binding protein associated factor 1 like [Source:HGNC Symbol;Acc:HGNC:18056]
ORTHOMCL17715	Q6ZVD7	STOX1_HUMAN	STOX1	HUMAN	storkhead box 1 [Source:HGNC Symbol;Acc:HGNC:23508]
ORTHOMCL17727	Q8WXG9	GPR98_HUMAN	GPR98	HUMAN	adhesion G protein-coupled receptor V1 [Source:HGNC Symbol;Acc:HGNC:17416]
ORTHOMCL17740	Q6PL18	ATAD2_HUMAN	ATAD2	HUMAN	ATPase family, AAA domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30123]
ORTHOMCL17753	O60337	MARH6_HUMAN	MARH6	HUMAN	membrane associated ring-CH-type finger 6 [Source:HGNC Symbol;Acc:HGNC:30550]
ORTHOMCL17761	O60235	TM11D_HUMAN	TM11D	HUMAN	transmembrane serine protease 11D [Source:HGNC Symbol;Acc:HGNC:24059]
ORTHOMCL17770	Q9P2H3	IFT80_HUMAN	IFT80	HUMAN	intraflagellar transport 80 [Source:HGNC Symbol;Acc:HGNC:29262]
ORTHOMCL17774	Q8WWZ8	OIT3_HUMAN	OIT3	HUMAN	oncoprotein induced transcript 3 [Source:HGNC Symbol;Acc:HGNC:29953]
ORTHOMCL17779	Q96QU8	XPO6_HUMAN	XPO6	HUMAN	exportin 6 [Source:HGNC Symbol;Acc:HGNC:19733]
ORTHOMCL17781	Q8IYQ7	THNS1_HUMAN	THNS1	HUMAN	threonine synthase like 1 [Source:HGNC Symbol;Acc:HGNC:26160]
ORTHOMCL17789	Q92833	JARD2_HUMAN	JARD2	HUMAN	jumonji and AT-rich interaction domain containing 2 [Source:HGNC Symbol;Acc:HGNC:6196]
ORTHOMCL17791	Q96RW7	HMCN1_HUMAN	HMCN1	HUMAN	hemicentin 1 [Source:HGNC Symbol;Acc:HGNC:19194]
ORTHOMCL17799	Q96Q35	AL2SB_HUMAN	AL2SB	HUMAN	amyotrophic lateral sclerosis 2 chromosome region 12 [Source:HGNC Symbol;Acc:HGNC:14439]
ORTHOMCL17805	Q6YBV0	S36A4_HUMAN	S36A4	HUMAN	solute carrier family 36 member 4 [Source:HGNC Symbol;Acc:HGNC:19660]
ORTHOMCL17819	Q86YW9	MD12L_HUMAN	MD12L	HUMAN	mediator complex subunit 12 like [Source:HGNC Symbol;Acc:HGNC:16050]
ORTHOMCL17827	O95271	TNKS1_HUMAN	TNKS1	HUMAN	tankyrase [Source:HGNC Symbol;Acc:HGNC:11941]
ORTHOMCL17842	Q5VZK9	CARL1_HUMAN	CARL1	HUMAN	capping protein regulator and myosin 1 linker 1 [Source:HGNC Symbol;Acc:HGNC:21581]
ORTHOMCL17847	Q9UPV0	CE164_HUMAN	CE164	HUMAN	centrosomal protein 164 [Source:HGNC Symbol;Acc:HGNC:29182]
ORTHOMCL17854	Q8N2M8	CLASR_HUMAN	CLASR	HUMAN	CLK4 associating serine/arginine rich protein [Source:HGNC Symbol;Acc:HGNC:17731]
ORTHOMCL17858	A4FU69	EFCB5_HUMAN	EFCB5	HUMAN	EF-hand calcium binding domain 5 [Source:HGNC Symbol;Acc:HGNC:24801]
ORTHOMCL17866	P12270	TPR_HUMAN	TPR	HUMAN	translocated promoter region, nuclear basket protein [Source:HGNC Symbol;Acc:HGNC:12017]
ORTHOMCL17878	Q9C040	TRIM2_HUMAN	TRIM2	HUMAN	tripartite motif containing 2 [Source:HGNC Symbol;Acc:HGNC:15974]
ORTHOMCL17892	Q9P219	DAPLE_HUMAN	DAPLE	HUMAN	coiled-coil domain containing 88C [Source:HGNC Symbol;Acc:HGNC:19967]
ORTHOMCL17904	Q8IZL8	PELP1_HUMAN	PELP1	HUMAN	proline, glutamate and leucine rich protein 1 [Source:HGNC Symbol;Acc:HGNC:30134]
ORTHOMCL17931	Q9P2Q2	FRM4A_HUMAN	FRM4A	HUMAN	FERM domain containing 4A [Source:HGNC Symbol;Acc:HGNC:25491]
ORTHOMCL17934	Q96M96	FGD4_HUMAN	FGD4	HUMAN	FYVE, RhoGEF and PH domain containing 4 [Source:HGNC Symbol;Acc:HGNC:19125]
ORTHOMCL17935	Q9GZR1	SENP6_HUMAN	SENP6	HUMAN	SUMO1/sentrin specific peptidase 6 [Source:HGNC Symbol;Acc:HGNC:20944]
ORTHOMCL17954	Q7Z7A1	CNTRL_HUMAN	CNTRL	HUMAN	centriolin [Source:HGNC Symbol;Acc:HGNC:1858]
ORTHOMCL17959	Q52LR7	EPC2_HUMAN	EPC2	HUMAN	enhancer of polycomb homolog 2 [Source:HGNC Symbol;Acc:HGNC:24543]
ORTHOMCL17975	Q8WVT3	TPC12_HUMAN	TPC12	HUMAN	trafficking protein particle complex 12 [Source:HGNC Symbol;Acc:HGNC:24284]
ORTHOMCL17981	Q9NRA2	S17A5_HUMAN	S17A5	HUMAN	solute carrier family 17 member 5 [Source:HGNC Symbol;Acc:HGNC:10933]
ORTHOMCL17995	Q9Y6R4	M3K4_HUMAN	M3K4	HUMAN	mitogen-activated protein kinase kinase kinase 4 [Source:HGNC Symbol;Acc:HGNC:6856]
ORTHOMCL18075	Q14690	RRP5_HUMAN	RRP5	HUMAN	programmed cell death 11 [Source:HGNC Symbol;Acc:HGNC:13408]
ORTHOMCL18107	Q7L5Y1	ENOF1_HUMAN	ENOF1	HUMAN	enolase superfamily member 1 [Source:HGNC Symbol;Acc:HGNC:30365]
ORTHOMCL18134	Q96Q15	SMG1_HUMAN	SMG1	HUMAN	SMG1, nonsense mediated mRNA decay associated PI3K related kinase [Source:HGNC Symbol;Acc:HGNC:30045]
ORTHOMCL18143	Q5VU43	MYOME_HUMAN	MYOME	HUMAN	phosphodiesterase 4D interacting protein [Source:HGNC Symbol;Acc:HGNC:15580]
ORTHOMCL18150	Q99758	ABCA3_HUMAN	ABCA3	HUMAN	ATP binding cassette subfamily A member 3 [Source:HGNC Symbol;Acc:HGNC:33]
ORTHOMCL18187	O60494	CUBN_HUMAN	CUBN	HUMAN	cubilin [Source:HGNC Symbol;Acc:HGNC:2548]
ORTHOMCL18189	P10155	RO60_HUMAN	RO60	HUMAN	TROVE domain family member 2 [Source:HGNC Symbol;Acc:HGNC:11313]
ORTHOMCL18193	O15427	MOT4_HUMAN	MOT4	HUMAN	solute carrier family 16 member 3 [Source:HGNC Symbol;Acc:HGNC:10924]
ORTHOMCL18203	Q8N2E2	VWDE_HUMAN	VWDE	HUMAN	von Willebrand factor D and EGF domains [Source:HGNC Symbol;Acc:HGNC:21897]
ORTHOMCL18224	Q14683	SMC1A_HUMAN	SMC1A	HUMAN	structural maintenance of chromosomes 1A [Source:HGNC Symbol;Acc:HGNC:11111]
ORTHOMCL18319	Q86XH1	IQCA1_HUMAN	IQCA1	HUMAN	IQ motif containing with AAA domain 1 [Source:HGNC Symbol;Acc:HGNC:26195]
ORTHOMCL18374	Q8WXG6	MADD_HUMAN	MADD	HUMAN	MAP kinase activating death domain [Source:HGNC Symbol;Acc:HGNC:6766]
ORTHOMCL18379	P32298	GRK4_HUMAN	GRK4	HUMAN	G protein-coupled receptor kinase 4 [Source:HGNC Symbol;Acc:HGNC:4543]
ORTHOMCL18406	Q14185	DOCK1_HUMAN	DOCK1	HUMAN	dedicator of cytokinesis 1 [Source:HGNC Symbol;Acc:HGNC:2987]
ORTHOMCL18428	Q9NR09	BIRC6_HUMAN	BIRC6	HUMAN	baculoviral IAP repeat containing 6 [Source:HGNC Symbol;Acc:HGNC:13516]
ORTHOMCL18430	Q92878	RAD50_HUMAN	RAD50	HUMAN	RAD50 double strand break repair protein [Source:HGNC Symbol;Acc:HGNC:9816]
ORTHOMCL18438	Q8IV35	WDR49_HUMAN	WDR49	HUMAN	WD repeat domain 49 [Source:HGNC Symbol;Acc:HGNC:26587]
ORTHOMCL18441	O60669	MOT2_HUMAN	MOT2	HUMAN	solute carrier family 16 member 7 [Source:HGNC Symbol;Acc:HGNC:10928]
ORTHOMCL18461	Q9BPX3	CND3_HUMAN	CND3	HUMAN	non-SMC condensin I complex subunit G [Source:HGNC Symbol;Acc:HGNC:24304]
ORTHOMCL18466	Q96M20	CNBD2_HUMAN	CNBD2	HUMAN	cyclic nucleotide binding domain containing 2 [Source:HGNC Symbol;Acc:HGNC:16145]
ORTHOMCL18471	Q14008	CKAP5_HUMAN	CKAP5	HUMAN	cytoskeleton associated protein 5 [Source:HGNC Symbol;Acc:HGNC:28959]
ORTHOMCL18477	Q9UJX2	CDC23_HUMAN	CDC23	HUMAN	cell division cycle 23 [Source:HGNC Symbol;Acc:HGNC:1724]
ORTHOMCL18498	O75478	TAD2A_HUMAN	TAD2A	HUMAN	transcriptional adaptor 2A [Source:HGNC Symbol;Acc:HGNC:11531]
ORTHOMCL18520	Q9NRP7	STK36_HUMAN	STK36	HUMAN	serine/threonine kinase 36 [Source:HGNC Symbol;Acc:HGNC:17209]
ORTHOMCL18540	Q96RW7	HMCN1_HUMAN	HMCN1	HUMAN	hemicentin 1 [Source:HGNC Symbol;Acc:HGNC:19194]
ORTHOMCL1854	Q9BY42	RTF2_HUMAN	RTF2	HUMAN	replication termination factor 2 [Source:HGNC Symbol;Acc:HGNC:15890]
ORTHOMCL18562	Q8N6Q8	MET25_HUMAN	MET25	HUMAN	methyltransferase like 25 [Source:HGNC Symbol;Acc:HGNC:26228]
ORTHOMCL18570	Q4AC94	C2CD3_HUMAN	C2CD3	HUMAN	C2 calcium dependent domain containing 3 [Source:HGNC Symbol;Acc:HGNC:24564]
ORTHOMCL18571	O00339	MATN2_HUMAN	MATN2	HUMAN	matrilin 2 [Source:HGNC Symbol;Acc:HGNC:6908]
ORTHOMCL18576	Q96RW7	HMCN1_HUMAN	HMCN1	HUMAN	hemicentin 1 [Source:HGNC Symbol;Acc:HGNC:19194]
ORTHOMCL18582	Q5TYW1	ZN658_HUMAN	ZN658	HUMAN	zinc finger protein 658 [Source:HGNC Symbol;Acc:HGNC:25226]
ORTHOMCL18595	P0DJG4	THEGL_HUMAN	THEGL	HUMAN	theg spermatid protein like [Source:HGNC Symbol;Acc:HGNC:43771]
ORTHOMCL18602	Q5SRI9	MANEA_HUMAN	MANEA	HUMAN	mannosidase endo-alpha [Source:HGNC Symbol;Acc:HGNC:21072]
ORTHOMCL18609	Q8N8E3	CE112_HUMAN	CE112	HUMAN	centrosomal protein 112 [Source:HGNC Symbol;Acc:HGNC:28514]
ORTHOMCL18611	O43313	ATMIN_HUMAN	ATMIN	HUMAN	ATM interactor [Source:HGNC Symbol;Acc:HGNC:29034]
ORTHOMCL18616	Q8NFW5	DMBX1_HUMAN	DMBX1	HUMAN	diencephalon/mesencephalon homeobox 1 [Source:HGNC Symbol;Acc:HGNC:19026]
ORTHOMCL18622	Q8NEV4	MYO3A_HUMAN	MYO3A	HUMAN	myosin IIIA [Source:HGNC Symbol;Acc:HGNC:7601]
ORTHOMCL18623	Q7Z402	TMC7_HUMAN	TMC7	HUMAN	transmembrane channel like 7 [Source:HGNC Symbol;Acc:HGNC:23000]
ORTHOMCL18630	Q9C091	GRB1L_HUMAN	GRB1L	HUMAN	growth regulation by estrogen in breast cancer 1 like [Source:HGNC Symbol;Acc:HGNC:31042]
ORTHOMCL18633	O15072	ATS3_HUMAN	ATS3	HUMAN	ADAM metallopeptidase with thrombospondin type 1 motif 3 [Source:HGNC Symbol;Acc:HGNC:219]
ORTHOMCL18640	Q96AY4	TTC28_HUMAN	TTC28	HUMAN	tetratricopeptide repeat domain 28 [Source:HGNC Symbol;Acc:HGNC:29179]
ORTHOMCL18643	Q01973	ROR1_HUMAN	ROR1	HUMAN	receptor tyrosine kinase like orphan receptor 1 [Source:HGNC Symbol;Acc:HGNC:10256]
ORTHOMCL18648	Q12951	FOXI1_HUMAN	FOXI1	HUMAN	forkhead box I1 [Source:HGNC Symbol;Acc:HGNC:3815]
ORTHOMCL18649	Q6PIF6	MYO7B_HUMAN	MYO7B	HUMAN	myosin VIIB [Source:HGNC Symbol;Acc:HGNC:7607]
ORTHOMCL18650	Q9GZZ6	ACH10_HUMAN	ACH10	HUMAN	cholinergic receptor nicotinic alpha 10 subunit [Source:HGNC Symbol;Acc:HGNC:13800]
ORTHOMCL18651	Q8NE09	RGS22_HUMAN	RGS22	HUMAN	regulator of G protein signaling 22 [Source:HGNC Symbol;Acc:HGNC:24499]
ORTHOMCL18655	P37275	ZEB1_HUMAN	ZEB1	HUMAN	zinc finger E-box binding homeobox 1 [Source:HGNC Symbol;Acc:HGNC:11642]
ORTHOMCL18658	Q6NUS6	TECT3_HUMAN	TECT3	HUMAN	tectonic family member 3 [Source:HGNC Symbol;Acc:HGNC:24519]
ORTHOMCL18684	Q9P2K1	C2D2A_HUMAN	C2D2A	HUMAN	coiled-coil and C2 domain containing 2A [Source:HGNC Symbol;Acc:HGNC:29253]
ORTHOMCL18686	O15431	COPT1_HUMAN	COPT1	HUMAN	solute carrier family 31 member 1 [Source:HGNC Symbol;Acc:HGNC:11016]
ORTHOMCL18689	Q9BRR3	TM246_HUMAN	TM246	HUMAN	transmembrane protein 246 [Source:HGNC Symbol;Acc:HGNC:28180]
ORTHOMCL18694	Q5HYC2	K2026_HUMAN	K2026	HUMAN	KIAA2026 [Source:HGNC Symbol;Acc:HGNC:23378]
ORTHOMCL18711	O95985	TOP3B_HUMAN	TOP3B	HUMAN	DNA topoisomerase III beta [Source:HGNC Symbol;Acc:HGNC:11993]
ORTHOMCL18740	Q8IVU9	CBCO1_HUMAN	CBCO1	HUMAN	ciliary associated calcium binding coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:28678]
ORTHOMCL18760	Q9H3R0	KDM4C_HUMAN	KDM4C	HUMAN	lysine demethylase 4C [Source:HGNC Symbol;Acc:HGNC:17071]
ORTHOMCL18793	Q6IN85	P4R3A_HUMAN	P4R3A	HUMAN	protein phosphatase 4 regulatory subunit 3A [Source:HGNC Symbol;Acc:HGNC:20219]
ORTHOMCL1882	Q96HF1	SFRP2_HUMAN	SFRP2	HUMAN	secreted frizzled related protein 2 [Source:HGNC Symbol;Acc:HGNC:10777]
ORTHOMCL18862	O95870	ABHGA_HUMAN	ABHGA	HUMAN	abhydrolase domain containing 16A [Source:HGNC Symbol;Acc:HGNC:13921]
ORTHOMCL18864	Q9Y6K1	DNM3A_HUMAN	DNM3A	HUMAN	DNA methyltransferase 3 alpha [Source:HGNC Symbol;Acc:HGNC:2978]
ORTHOMCL18869	O75665	OFD1_HUMAN	OFD1	HUMAN	OFD1, centriole and centriolar satellite protein [Source:HGNC Symbol;Acc:HGNC:2567]
ORTHOMCL18893	Q8N8X9	MB213_HUMAN	MB213	HUMAN	mab-21 like 3 [Source:HGNC Symbol;Acc:HGNC:26787]
ORTHOMCL18919	A6NE52	WDR97_HUMAN	WDR97	HUMAN	WD repeat domain 97 [Source:HGNC Symbol;Acc:HGNC:26959]
ORTHOMCL18922	Q8N3J3	CQ053_HUMAN	CQ053	HUMAN	chromosome 17 open reading frame 53 [Source:HGNC Symbol;Acc:HGNC:28460]
ORTHOMCL18941	Q8TF40	FNIP1_HUMAN	FNIP1	HUMAN	folliculin interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:29418]
ORTHOMCL18949	Q3B7T1	EDRF1_HUMAN	EDRF1	HUMAN	erythroid differentiation regulatory factor 1 [Source:HGNC Symbol;Acc:HGNC:24640]
ORTHOMCL18952	O60704	TPST2_HUMAN	TPST2	HUMAN	tyrosylprotein sulfotransferase 2 [Source:HGNC Symbol;Acc:HGNC:12021]
ORTHOMCL18959	Q49AR2	CE022_HUMAN	CE022	HUMAN	chromosome 5 open reading frame 22 [Source:HGNC Symbol;Acc:HGNC:25639]
ORTHOMCL18978	Q8NG50	RDM1_HUMAN	RDM1	HUMAN	RAD52 motif containing 1 [Source:HGNC Symbol;Acc:HGNC:19950]
ORTHOMCL19006	P40818	UBP8_HUMAN	UBP8	HUMAN	ubiquitin specific peptidase 8 [Source:HGNC Symbol;Acc:HGNC:12631]
ORTHOMCL19016	Q8NA72	POC5_HUMAN	POC5	HUMAN	POC5 centriolar protein [Source:HGNC Symbol;Acc:HGNC:26658]
ORTHOMCL19054	Q14BN4	SLMAP_HUMAN	SLMAP	HUMAN	sarcolemma associated protein [Source:HGNC Symbol;Acc:HGNC:16643]
ORTHOMCL19057	Q8NA47	CCD63_HUMAN	CCD63	HUMAN	coiled-coil domain containing 63 [Source:HGNC Symbol;Acc:HGNC:26669]
ORTHOMCL1932	P13667	PDIA4_HUMAN	PDIA4	HUMAN	protein disulfide isomerase family A member 4 [Source:HGNC Symbol;Acc:HGNC:30167]
ORTHOMCL19480	Q96AY4	TTC28_HUMAN	TTC28	HUMAN	tetratricopeptide repeat domain 28 [Source:HGNC Symbol;Acc:HGNC:29179]
ORTHOMCL19558	Q8WZ42	TITIN_HUMAN	TITIN	HUMAN	titin [Source:HGNC Symbol;Acc:HGNC:12403]
ORTHOMCL19679	Q86UL8	MAGI2_HUMAN	MAGI2	HUMAN	membrane associated guanylate kinase, WW and PDZ domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18957]
ORTHOMCL19684	Q92614	MY18A_HUMAN	MY18A	HUMAN	myosin XVIIIA [Source:HGNC Symbol;Acc:HGNC:31104]
ORTHOMCL19695	Q9UJT9	FBXL7_HUMAN	FBXL7	HUMAN	F-box and leucine rich repeat protein 7 [Source:HGNC Symbol;Acc:HGNC:13604]
ORTHOMCL19706	Q32P28	P3H1_HUMAN	P3H1	HUMAN	prolyl 3-hydroxylase 1 [Source:HGNC Symbol;Acc:HGNC:19316]
ORTHOMCL19711	Q05209	PTN12_HUMAN	PTN12	HUMAN	protein tyrosine phosphatase, non-receptor type 12 [Source:HGNC Symbol;Acc:HGNC:9645]
ORTHOMCL19759	Q96RV3	PCX1_HUMAN	PCX1	HUMAN	pecanex homolog 1 [Source:HGNC Symbol;Acc:HGNC:19740]
ORTHOMCL19811	Q8TDY2	RBCC1_HUMAN	RBCC1	HUMAN	RB1 inducible coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:15574]
ORTHOMCL19814	Q2NKJ3	CTC1_HUMAN	CTC1	HUMAN	CST telomere replication complex component 1 [Source:HGNC Symbol;Acc:HGNC:26169]
ORTHOMCL19875	Q14118	DAG1_HUMAN	DAG1	HUMAN	dystroglycan 1 [Source:HGNC Symbol;Acc:HGNC:2666]
ORTHOMCL19916	Q9Y4B6	DCAF1_HUMAN	DCAF1	HUMAN	DDB1 and CUL4 associated factor 1 [Source:HGNC Symbol;Acc:HGNC:30911]
ORTHOMCL19931	Q9ULT8	HECD1_HUMAN	HECD1	HUMAN	HECT domain E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:20157]
ORTHOMCL19933	Q96CG8	CTHR1_HUMAN	CTHR1	HUMAN	collagen triple helix repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:18831]
ORTHOMCL19953	Q03468	ERCC6_HUMAN	ERCC6	HUMAN	ERCC excision repair 6, chromatin remodeling factor [Source:HGNC Symbol;Acc:HGNC:3438]
ORTHOMCL1998	Q9BYD3	RM04_HUMAN	RM04	HUMAN	mitochondrial ribosomal protein L4 [Source:HGNC Symbol;Acc:HGNC:14276]
ORTHOMCL1999	P25208	NFYB_HUMAN	NFYB	HUMAN	nuclear transcription factor Y subunit beta [Source:HGNC Symbol;Acc:HGNC:7805]
ORTHOMCL20002	Q8IX21	SLF2_HUMAN	SLF2	HUMAN	SMC5-SMC6 complex localization factor 2 [Source:HGNC Symbol;Acc:HGNC:17814]
ORTHOMCL20004	Q9NXS3	KLH28_HUMAN	KLH28	HUMAN	kelch like family member 28 [Source:HGNC Symbol;Acc:HGNC:19741]
ORTHOMCL20034	Q9HAV4	XPO5_HUMAN	XPO5	HUMAN	exportin 5 [Source:HGNC Symbol;Acc:HGNC:17675]
ORTHOMCL20089	Q00975	CAC1B_HUMAN	CAC1B	HUMAN	calcium voltage-gated channel subunit alpha1 B [Source:HGNC Symbol;Acc:HGNC:1389]
ORTHOMCL20174	Q12923	PTN13_HUMAN	PTN13	HUMAN	protein tyrosine phosphatase, non-receptor type 13 [Source:HGNC Symbol;Acc:HGNC:9646]
ORTHOMCL20178	Q96JM7	LMBL3_HUMAN	LMBL3	HUMAN	L3MBTL3, histone methyl-lysine binding protein [Source:HGNC Symbol;Acc:HGNC:23035]
ORTHOMCL20188	Q6ZMV9	KIF6_HUMAN	KIF6	HUMAN	kinesin family member 6 [Source:HGNC Symbol;Acc:HGNC:21202]
ORTHOMCL20191	P10586	PTPRF_HUMAN	PTPRF	HUMAN	protein tyrosine phosphatase, receptor type F [Source:HGNC Symbol;Acc:HGNC:9670]
ORTHOMCL20279	Q9P2Q2	FRM4A_HUMAN	FRM4A	HUMAN	FERM domain containing 4A [Source:HGNC Symbol;Acc:HGNC:25491]
ORTHOMCL20292	Q8TBC4	UBA3_HUMAN	UBA3	HUMAN	ubiquitin like modifier activating enzyme 3 [Source:HGNC Symbol;Acc:HGNC:12470]
ORTHOMCL20301	Q96PE3	INP4A_HUMAN	INP4A	HUMAN	inositol polyphosphate-4-phosphatase type I A [Source:HGNC Symbol;Acc:HGNC:6074]
ORTHOMCL20308	Q8N7U6	EFHB_HUMAN	EFHB	HUMAN	EF-hand domain family member B [Source:HGNC Symbol;Acc:HGNC:26330]
ORTHOMCL20313	O43933	PEX1_HUMAN	PEX1	HUMAN	peroxisomal biogenesis factor 1 [Source:HGNC Symbol;Acc:HGNC:8850]
ORTHOMCL20344	Q7Z3E5	ARMC9_HUMAN	ARMC9	HUMAN	armadillo repeat containing 9 [Source:HGNC Symbol;Acc:HGNC:20730]
ORTHOMCL20363	P57678	GEMI4_HUMAN	GEMI4	HUMAN	gem nuclear organelle associated protein 4 [Source:HGNC Symbol;Acc:HGNC:15717]
ORTHOMCL20369	Q8WWN9	ICEF1_HUMAN	ICEF1	HUMAN	interaction protein for cytohesin exchange factors 1 [Source:HGNC Symbol;Acc:HGNC:21204]
ORTHOMCL20382	Q9HCE0	EPG5_HUMAN	EPG5	HUMAN	ectopic P-granules autophagy protein 5 homolog [Source:HGNC Symbol;Acc:HGNC:29331]
ORTHOMCL20383	Q9NU22	MDN1_HUMAN	MDN1	HUMAN	midasin AAA ATPase 1 [Source:HGNC Symbol;Acc:HGNC:18302]
ORTHOMCL20405	Q02763	TIE2_HUMAN	TIE2	HUMAN	TEK receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:11724]
ORTHOMCL20407	Q5VUG0	SMBT2_HUMAN	SMBT2	HUMAN	Scm like with four mbt domains 2 [Source:HGNC Symbol;Acc:HGNC:20256]
ORTHOMCL20420	Q96L42	KCNH8_HUMAN	KCNH8	HUMAN	potassium voltage-gated channel subfamily H member 8 [Source:HGNC Symbol;Acc:HGNC:18864]
ORTHOMCL20435	Q99549	MPP8_HUMAN	MPP8	HUMAN	M-phase phosphoprotein 8 [Source:HGNC Symbol;Acc:HGNC:29810]
ORTHOMCL20453	Q86US8	EST1A_HUMAN	EST1A	HUMAN	SMG6, nonsense mediated mRNA decay factor [Source:HGNC Symbol;Acc:HGNC:17809]
ORTHOMCL20457	P78504	JAG1_HUMAN	JAG1	HUMAN	jagged 1 [Source:HGNC Symbol;Acc:HGNC:6188]
ORTHOMCL20491	Q641Q2	WAC2A_HUMAN	WAC2A	HUMAN	WASH complex subunit 2A [Source:HGNC Symbol;Acc:HGNC:23416]
ORTHOMCL20497	Q9NUP7	TRM13_HUMAN	TRM13	HUMAN	tRNA methyltransferase 13 homolog [Source:HGNC Symbol;Acc:HGNC:25502]
ORTHOMCL20511	Q15154	PCM1_HUMAN	PCM1	HUMAN	pericentriolar material 1 [Source:HGNC Symbol;Acc:HGNC:8727]
ORTHOMCL20521	Q9Y4B6	DCAF1_HUMAN	DCAF1	HUMAN	DDB1 and CUL4 associated factor 1 [Source:HGNC Symbol;Acc:HGNC:30911]
ORTHOMCL20540	Q8NBF6	AVL9_HUMAN	AVL9	HUMAN	AVL9 cell migration associated [Source:HGNC Symbol;Acc:HGNC:28994]
ORTHOMCL20557	Q8N2C7	UNC80_HUMAN	UNC80	HUMAN	unc-80 homolog, NALCN channel complex subunit [Source:HGNC Symbol;Acc:HGNC:26582]
ORTHOMCL2059	P57076	CU059_HUMAN	CU059	HUMAN	chromosome 21 open reading frame 59 [Source:HGNC Symbol;Acc:HGNC:1301]
ORTHOMCL20616	Q8IVV2	LOXH1_HUMAN	LOXH1	HUMAN	lipoxygenase homology domains 1 [Source:HGNC Symbol;Acc:HGNC:26521]
ORTHOMCL20619	P46939	UTRO_HUMAN	UTRO	HUMAN	utrophin [Source:HGNC Symbol;Acc:HGNC:12635]
ORTHOMCL20624	Q5T5U3	RHG21_HUMAN	RHG21	HUMAN	Rho GTPase activating protein 21 [Source:HGNC Symbol;Acc:HGNC:23725]
ORTHOMCL20628	Q8TD19	NEK9_HUMAN	NEK9	HUMAN	NIMA related kinase 9 [Source:HGNC Symbol;Acc:HGNC:18591]
ORTHOMCL20630	Q9HD67	MYO10_HUMAN	MYO10	HUMAN	myosin X [Source:HGNC Symbol;Acc:HGNC:7593]
ORTHOMCL20632	Q5T200	ZC3HD_HUMAN	ZC3HD	HUMAN	zinc finger CCCH-type containing 13 [Source:HGNC Symbol;Acc:HGNC:20368]
ORTHOMCL20650	Q8NCX0	CC150_HUMAN	CC150	HUMAN	coiled-coil domain containing 150 [Source:HGNC Symbol;Acc:HGNC:26834]
ORTHOMCL20654	Q13395	TARB1_HUMAN	TARB1	HUMAN	TAR (HIV-1) RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11568]
ORTHOMCL20669	Q5HYK7	SH319_HUMAN	SH319	HUMAN	SH3 domain containing 19 [Source:HGNC Symbol;Acc:HGNC:30418]
ORTHOMCL20704	Q8NI36	WDR36_HUMAN	WDR36	HUMAN	WD repeat domain 36 [Source:HGNC Symbol;Acc:HGNC:30696]
ORTHOMCL20721	O75179	ANR17_HUMAN	ANR17	HUMAN	ankyrin repeat domain 17 [Source:HGNC Symbol;Acc:HGNC:23575]
ORTHOMCL20772	Q9NPH0	PPA6_HUMAN	PPA6	HUMAN	acid phosphatase 6, lysophosphatidic [Source:HGNC Symbol;Acc:HGNC:29609]
ORTHOMCL20777	P15056	BRAF_HUMAN	BRAF	HUMAN	B-Raf proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:1097]
ORTHOMCL20808	Q15147	PLCB4_HUMAN	PLCB4	HUMAN	phospholipase C beta 4 [Source:HGNC Symbol;Acc:HGNC:9059]
ORTHOMCL2080	Q8N1E6	FXL14_HUMAN	FXL14	HUMAN	F-box and leucine rich repeat protein 14 [Source:HGNC Symbol;Acc:HGNC:28624]
ORTHOMCL20879	P43146	DCC_HUMAN	DCC	HUMAN	DCC netrin 1 receptor [Source:HGNC Symbol;Acc:HGNC:2701]
ORTHOMCL2095	Q9BYC8	RM32_HUMAN	RM32	HUMAN	mitochondrial ribosomal protein L32 [Source:HGNC Symbol;Acc:HGNC:14035]
ORTHOMCL20967	Q9UGJ1	GCP4_HUMAN	GCP4	HUMAN	tubulin gamma complex associated protein 4 [Source:HGNC Symbol;Acc:HGNC:16691]
ORTHOMCL20994	Q969V5	MUL1_HUMAN	MUL1	HUMAN	mitochondrial E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:25762]
ORTHOMCL21037	Q6PCB5	RSBNL_HUMAN	RSBNL	HUMAN	round spermatid basic protein 1 like [Source:HGNC Symbol;Acc:HGNC:24765]
ORTHOMCL21039	O75140	DEPD5_HUMAN	DEPD5	HUMAN	DEP domain containing 5 [Source:HGNC Symbol;Acc:HGNC:18423]
