ortho	swissProt	name	egn	db	description
170	ORTHOMCL16808	A6NMZ7	CO6A6_HUMAN	CO6A6	HUMAN	collagen type VI alpha 6 chain [Source:HGNC Symbol;Acc:HGNC:27023]
171	ORTHOMCL16912	Q00534	CDK6_HUMAN	CDK6	HUMAN	cyclin dependent kinase 6 [Source:HGNC Symbol;Acc:HGNC:1777]
172	ORTHOMCL16994	Q8IUB2	WFDC3_HUMAN	WFDC3	HUMAN	WAP four-disulfide core domain 3 [Source:HGNC Symbol;Acc:HGNC:15957]
173	ORTHOMCL17037	Q96ME1	FXL18_HUMAN	FXL18	HUMAN	F-box and leucine rich repeat protein 18 [Source:HGNC Symbol;Acc:HGNC:21874]
174	ORTHOMCL17058	O75899	GABR2_HUMAN	GABR2	HUMAN	gamma-aminobutyric acid type B receptor subunit 2 [Source:HGNC Symbol;Acc:HGNC:4507]
175	ORTHOMCL17081	O94868	FCSD2_HUMAN	FCSD2	HUMAN	FCH and double SH3 domains 2 [Source:HGNC Symbol;Acc:HGNC:29114]
176	ORTHOMCL17109	Q5UAW9	GP157_HUMAN	GP157	HUMAN	G protein-coupled receptor 157 [Source:HGNC Symbol;Acc:HGNC:23687]
177	ORTHOMCL17165	P11362	FGFR1_HUMAN	FGFR1	HUMAN	fibroblast growth factor receptor 1 [Source:HGNC Symbol;Acc:HGNC:3688]
178	ORTHOMCL17186	Q9C0H5	RHG39_HUMAN	RHG39	HUMAN	Rho GTPase activating protein 39 [Source:HGNC Symbol;Acc:HGNC:29351]
179	ORTHOMCL17209	A1X283	SPD2B_HUMAN	SPD2B	HUMAN	SH3 and PX domains 2B [Source:HGNC Symbol;Acc:HGNC:29242]
180	ORTHOMCL17211	P82279	CRUM1_HUMAN	CRUM1	HUMAN	crumbs 1, cell polarity complex component [Source:HGNC Symbol;Acc:HGNC:2343]
181	ORTHOMCL17278	P11532	DMD_HUMAN	DMD	HUMAN	dystrophin [Source:HGNC Symbol;Acc:HGNC:2928]
182	ORTHOMCL17279	Q8IZQ1	WDFY3_HUMAN	WDFY3	HUMAN	WD repeat and FYVE domain containing 3 [Source:HGNC Symbol;Acc:HGNC:20751]
183	ORTHOMCL17297	Q86W50	MET16_HUMAN	MET16	HUMAN	methyltransferase like 16 [Source:HGNC Symbol;Acc:HGNC:28484]
184	ORTHOMCL17303	P11678	PERE_HUMAN	PERE	HUMAN	eosinophil peroxidase [Source:HGNC Symbol;Acc:HGNC:3423]
185	ORTHOMCL17318	O60264	SMCA5_HUMAN	SMCA5	HUMAN	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5 [Source:HGNC Symbol;Acc:HGNC:11101]
186	ORTHOMCL17345	Q01484	ANK2_HUMAN	ANK2	HUMAN	ankyrin 2 [Source:HGNC Symbol;Acc:HGNC:493]
187	ORTHOMCL17354	Q8NCG5	CHST4_HUMAN	CHST4	HUMAN	carbohydrate sulfotransferase 4 [Source:HGNC Symbol;Acc:HGNC:1972]
188	ORTHOMCL1755	P52815	RM12_HUMAN	RM12	HUMAN	mitochondrial ribosomal protein L12 [Source:HGNC Symbol;Acc:HGNC:10378]
189	ORTHOMCL1762	Q9UK41	VPS28_HUMAN	VPS28	HUMAN	VPS28, ESCRT-I subunit [Source:HGNC Symbol;Acc:HGNC:18178]
190	ORTHOMCL17645	O95477	ABCA1_HUMAN	ABCA1	HUMAN	ATP binding cassette subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:29]
191	ORTHOMCL17686	Q8IUC4	RHPN2_HUMAN	RHPN2	HUMAN	rhophilin Rho GTPase binding protein 2 [Source:HGNC Symbol;Acc:HGNC:19974]
192	ORTHOMCL17727	Q8WXG9	GPR98_HUMAN	GPR98	HUMAN	adhesion G protein-coupled receptor V1 [Source:HGNC Symbol;Acc:HGNC:17416]
193	ORTHOMCL17730	Q86X45	TILB_HUMAN	TILB	HUMAN	leucine rich repeat containing 6 [Source:HGNC Symbol;Acc:HGNC:16725]
194	ORTHOMCL17752	P29144	TPP2_HUMAN	TPP2	HUMAN	tripeptidyl peptidase 2 [Source:HGNC Symbol;Acc:HGNC:12016]
195	ORTHOMCL17755	Q9ULF5	S39AA_HUMAN	S39AA	HUMAN	solute carrier family 39 member 10 [Source:HGNC Symbol;Acc:HGNC:20861]
196	ORTHOMCL17761	O60235	TM11D_HUMAN	TM11D	HUMAN	transmembrane serine protease 11D [Source:HGNC Symbol;Acc:HGNC:24059]
197	ORTHOMCL17770	Q9P2H3	IFT80_HUMAN	IFT80	HUMAN	intraflagellar transport 80 [Source:HGNC Symbol;Acc:HGNC:29262]
198	ORTHOMCL17774	Q8WWZ8	OIT3_HUMAN	OIT3	HUMAN	oncoprotein induced transcript 3 [Source:HGNC Symbol;Acc:HGNC:29953]
199	ORTHOMCL17805	Q6YBV0	S36A4_HUMAN	S36A4	HUMAN	solute carrier family 36 member 4 [Source:HGNC Symbol;Acc:HGNC:19660]
200	ORTHOMCL17813	Q7L590	MCM10_HUMAN	MCM10	HUMAN	minichromosome maintenance 10 replication initiation factor [Source:HGNC Symbol;Acc:HGNC:18043]
201	ORTHOMCL17854	Q8N2M8	CLASR_HUMAN	CLASR	HUMAN	CLK4 associating serine/arginine rich protein [Source:HGNC Symbol;Acc:HGNC:17731]
202	ORTHOMCL17962	Q13045	FLII_HUMAN	FLII	HUMAN	FLII, actin remodeling protein [Source:HGNC Symbol;Acc:HGNC:3750]
203	ORTHOMCL18428	Q9NR09	BIRC6_HUMAN	BIRC6	HUMAN	baculoviral IAP repeat containing 6 [Source:HGNC Symbol;Acc:HGNC:13516]
204	ORTHOMCL18520	Q9NRP7	STK36_HUMAN	STK36	HUMAN	serine/threonine kinase 36 [Source:HGNC Symbol;Acc:HGNC:17209]
205	ORTHOMCL18540	Q96RW7	HMCN1_HUMAN	HMCN1	HUMAN	hemicentin 1 [Source:HGNC Symbol;Acc:HGNC:19194]
206	ORTHOMCL18541	Q8IV35	WDR49_HUMAN	WDR49	HUMAN	WD repeat domain 49 [Source:HGNC Symbol;Acc:HGNC:26587]
207	ORTHOMCL18562	Q8N6Q8	MET25_HUMAN	MET25	HUMAN	methyltransferase like 25 [Source:HGNC Symbol;Acc:HGNC:26228]
208	ORTHOMCL18576	Q96RW7	HMCN1_HUMAN	HMCN1	HUMAN	hemicentin 1 [Source:HGNC Symbol;Acc:HGNC:19194]
209	ORTHOMCL18588	Q6NUJ5	PWP2B_HUMAN	PWP2B	HUMAN	PWWP domain containing 2B [Source:HGNC Symbol;Acc:HGNC:25150]
210	ORTHOMCL18630	Q9C091	GRB1L_HUMAN	GRB1L	HUMAN	growth regulation by estrogen in breast cancer 1 like [Source:HGNC Symbol;Acc:HGNC:31042]
211	ORTHOMCL18699	Q9UPN3	MACF1_HUMAN	MACF1	HUMAN	microtubule-actin crosslinking factor 1 [Source:HGNC Symbol;Acc:HGNC:13664]
212	ORTHOMCL18815	O75445	USH2A_HUMAN	USH2A	HUMAN	usherin [Source:HGNC Symbol;Acc:HGNC:12601]
213	ORTHOMCL18882	Q8WWZ8	OIT3_HUMAN	OIT3	HUMAN	oncoprotein induced transcript 3 [Source:HGNC Symbol;Acc:HGNC:29953]
214	ORTHOMCL18939	Q53H12	AGK_HUMAN	AGK	HUMAN	acylglycerol kinase [Source:HGNC Symbol;Acc:HGNC:21869]
215	ORTHOMCL18986	Q9NUP7	TRM13_HUMAN	TRM13	HUMAN	tRNA methyltransferase 13 homolog [Source:HGNC Symbol;Acc:HGNC:25502]
216	ORTHOMCL19281	Q9H0W7	THAP2_HUMAN	THAP2	HUMAN	THAP domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20854]
217	ORTHOMCL19546	O60504	VINEX_HUMAN	VINEX	HUMAN	sorbin and SH3 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:30907]
218	ORTHOMCL19558	Q8WZ42	TITIN_HUMAN	TITIN	HUMAN	titin [Source:HGNC Symbol;Acc:HGNC:12403]
219	ORTHOMCL19713	Q5VZK9	CARL1_HUMAN	CARL1	HUMAN	capping protein regulator and myosin 1 linker 1 [Source:HGNC Symbol;Acc:HGNC:21581]
220	ORTHOMCL20083	O14678	ABCD4_HUMAN	ABCD4	HUMAN	ATP binding cassette subfamily D member 4 [Source:HGNC Symbol;Acc:HGNC:68]
221	ORTHOMCL2012	Q7Z7J7	LHPL4_HUMAN	LHPL4	HUMAN	LHFPL tetraspan subfamily member 4 [Source:HGNC Symbol;Acc:HGNC:29568]
222	ORTHOMCL20151	Q8NDA2	HMCN2_HUMAN	HMCN2	HUMAN	hemicentin 2 [Source:HGNC Symbol;Acc:HGNC:21293]
223	ORTHOMCL20195	P28799	GRN_HUMAN	GRN	HUMAN	granulin precursor [Source:HGNC Symbol;Acc:HGNC:4601]
224	ORTHOMCL20338	Q4G0P3	HYDIN_HUMAN	HYDIN	HUMAN	HYDIN, axonemal central pair apparatus protein [Source:HGNC Symbol;Acc:HGNC:19368]
225	ORTHOMCL20369	Q8WWN9	ICEF1_HUMAN	ICEF1	HUMAN	interaction protein for cytohesin exchange factors 1 [Source:HGNC Symbol;Acc:HGNC:21204]
226	ORTHOMCL20405	Q02763	TIE2_HUMAN	TIE2	HUMAN	TEK receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:11724]
227	ORTHOMCL20435	Q99549	MPP8_HUMAN	MPP8	HUMAN	M-phase phosphoprotein 8 [Source:HGNC Symbol;Acc:HGNC:29810]
228	ORTHOMCL20452	Q9H2Y7	ZN106_HUMAN	ZN106	HUMAN	zinc finger protein 106 [Source:HGNC Symbol;Acc:HGNC:12886]
229	ORTHOMCL20454	Q15147	PLCB4_HUMAN	PLCB4	HUMAN	phospholipase C beta 4 [Source:HGNC Symbol;Acc:HGNC:9059]
230	ORTHOMCL20455	Q9Y618	NCOR2_HUMAN	NCOR2	HUMAN	nuclear receptor corepressor 2 [Source:HGNC Symbol;Acc:HGNC:7673]
231	ORTHOMCL20478	Q6P3S6	FBX42_HUMAN	FBX42	HUMAN	F-box protein 42 [Source:HGNC Symbol;Acc:HGNC:29249]
232	ORTHOMCL20491	Q641Q2	WAC2A_HUMAN	WAC2A	HUMAN	WASH complex subunit 2A [Source:HGNC Symbol;Acc:HGNC:23416]
233	ORTHOMCL20641	O14514	AGRB1_HUMAN	AGRB1	HUMAN	adhesion G protein-coupled receptor B1 [Source:HGNC Symbol;Acc:HGNC:943]
234	ORTHOMCL20669	Q5HYK7	SH319_HUMAN	SH319	HUMAN	SH3 domain containing 19 [Source:HGNC Symbol;Acc:HGNC:30418]
235	ORTHOMCL20717	Q92502	STAR8_HUMAN	STAR8	HUMAN	StAR related lipid transfer domain containing 8 [Source:HGNC Symbol;Acc:HGNC:19161]
236	ORTHOMCL20835	Q96PX9	PKH4B_HUMAN	PKH4B	HUMAN	pleckstrin homology and RhoGEF domain containing G4B [Source:HGNC Symbol;Acc:HGNC:29399]
237	ORTHOMCL21113	Q7Z2Z2	EFL1_HUMAN	EFL1	HUMAN	elongation factor like GTPase 1 [Source:HGNC Symbol;Acc:HGNC:25789]
238	ORTHOMCL21143	Q6QNK2	AGRD1_HUMAN	AGRD1	HUMAN	adhesion G protein-coupled receptor D1 [Source:HGNC Symbol;Acc:HGNC:19893]
239	ORTHOMCL21164	O95248	MTMR5_HUMAN	MTMR5	HUMAN	SET binding factor 1 [Source:HGNC Symbol;Acc:HGNC:10542]
240	ORTHOMCL21352	Q07617	SPAG1_HUMAN	SPAG1	HUMAN	sperm associated antigen 1 [Source:HGNC Symbol;Acc:HGNC:11212]
241	ORTHOMCL21494	Q96PB1	CASD1_HUMAN	CASD1	HUMAN	CAS1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16014]
242	ORTHOMCL21504	Q9UPZ3	HPS5_HUMAN	HPS5	HUMAN	HPS5, biogenesis of lysosomal organelles complex 2 subunit 2 [Source:HGNC Symbol;Acc:HGNC:17022]
243	ORTHOMCL21510	Q8WZ42	TITIN_HUMAN	TITIN	HUMAN	titin [Source:HGNC Symbol;Acc:HGNC:12403]
244	ORTHOMCL2152	Q96B36	AKTS1_HUMAN	AKTS1	HUMAN	AKT1 substrate 1 [Source:HGNC Symbol;Acc:HGNC:28426]
245	ORTHOMCL21549	Q9NS68	TNR19_HUMAN	TNR19	HUMAN	TNF receptor superfamily member 19 [Source:HGNC Symbol;Acc:HGNC:11915]
246	ORTHOMCL21556	Q8NEN0	ARMC2_HUMAN	ARMC2	HUMAN	armadillo repeat containing 2 [Source:HGNC Symbol;Acc:HGNC:23045]
247	ORTHOMCL21565	Q9NXG6	P4HTM_HUMAN	P4HTM	HUMAN	prolyl 4-hydroxylase, transmembrane [Source:HGNC Symbol;Acc:HGNC:28858]
248	ORTHOMCL2158	Q8NI37	PPTC7_HUMAN	PPTC7	HUMAN	PTC7 protein phosphatase homolog [Source:HGNC Symbol;Acc:HGNC:30695]
249	ORTHOMCL21601	Q15154	PCM1_HUMAN	PCM1	HUMAN	pericentriolar material 1 [Source:HGNC Symbol;Acc:HGNC:8727]
250	ORTHOMCL21626	O00571	DDX3X_HUMAN	DDX3X	HUMAN	DEAD-box helicase 3, X-linked [Source:HGNC Symbol;Acc:HGNC:2745]
251	ORTHOMCL21677	Q96T23	RSF1_HUMAN	RSF1	HUMAN	remodeling and spacing factor 1 [Source:HGNC Symbol;Acc:HGNC:18118]
252	ORTHOMCL21765	Q8TCS8	PNPT1_HUMAN	PNPT1	HUMAN	polyribonucleotide nucleotidyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:23166]
253	ORTHOMCL21814	Q8WV16	DCAF4_HUMAN	DCAF4	HUMAN	DDB1 and CUL4 associated factor 4 [Source:HGNC Symbol;Acc:HGNC:20229]
254	ORTHOMCL21901	O43747	AP1G1_HUMAN	AP1G1	HUMAN	adaptor related protein complex 1 gamma 1 subunit [Source:HGNC Symbol;Acc:HGNC:555]
255	ORTHOMCL21966	Q9UKZ1	CNO11_HUMAN	CNO11	HUMAN	CCR4-NOT transcription complex subunit 11 [Source:HGNC Symbol;Acc:HGNC:25217]
256	ORTHOMCL22052	Q15155	NOMO1_HUMAN	NOMO1	HUMAN	NODAL modulator 1 [Source:HGNC Symbol;Acc:HGNC:30060]
257	ORTHOMCL22078	Q9Y4W6	AFG32_HUMAN	AFG32	HUMAN	AFG3 like matrix AAA peptidase subunit 2 [Source:HGNC Symbol;Acc:HGNC:315]
258	ORTHOMCL22142	Q9H6R7	WDCP_HUMAN	WDCP	HUMAN	WD repeat and coiled coil containing [Source:HGNC Symbol;Acc:HGNC:26157]
259	ORTHOMCL22232	Q8WXW3	PIBF1_HUMAN	PIBF1	HUMAN	progesterone immunomodulatory binding factor 1 [Source:HGNC Symbol;Acc:HGNC:23352]
260	ORTHOMCL22314	P56182	RRP1_HUMAN	RRP1	HUMAN	ribosomal RNA processing 1 [Source:HGNC Symbol;Acc:HGNC:18785]
261	ORTHOMCL22462	Q9BYW2	SETD2_HUMAN	SETD2	HUMAN	SET domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18420]
262	ORTHOMCL22511	Q9UGU0	TCF20_HUMAN	TCF20	HUMAN	transcription factor 20 [Source:HGNC Symbol;Acc:HGNC:11631]
263	ORTHOMCL22651	B4DXR9	ZN732_HUMAN	ZN732	HUMAN	zinc finger protein 732 [Source:HGNC Symbol;Acc:HGNC:37138]
264	ORTHOMCL2429	P42765	THIM_HUMAN	THIM	HUMAN	acetyl-CoA acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:83]
265	ORTHOMCL2492	Q9UKK6	NXT1_HUMAN	NXT1	HUMAN	nuclear transport factor 2 like export factor 1 [Source:HGNC Symbol;Acc:HGNC:15913]
266	ORTHOMCL2501	Q9NP79	VTA1_HUMAN	VTA1	HUMAN	vesicle trafficking 1 [Source:HGNC Symbol;Acc:HGNC:20954]
267	ORTHOMCL2550	Q99496	RING2_HUMAN	RING2	HUMAN	ring finger protein 2 [Source:HGNC Symbol;Acc:HGNC:10061]
268	ORTHOMCL2626	Q96RW7	HMCN1_HUMAN	HMCN1	HUMAN	hemicentin 1 [Source:HGNC Symbol;Acc:HGNC:19194]
269	ORTHOMCL2647	Q16658	FSCN1_HUMAN	FSCN1	HUMAN	fascin actin-bundling protein 1 [Source:HGNC Symbol;Acc:HGNC:11148]
270	ORTHOMCL2770	Q14094	CCNI_HUMAN	CCNI	HUMAN	cyclin I [Source:HGNC Symbol;Acc:HGNC:1595]
271	ORTHOMCL2887	Q9H0F5	RNF38_HUMAN	RNF38	HUMAN	ring finger protein 38 [Source:HGNC Symbol;Acc:HGNC:18052]
272	ORTHOMCL3017	Q9Y2B0	CNPY2_HUMAN	CNPY2	HUMAN	canopy FGF signaling regulator 2 [Source:HGNC Symbol;Acc:HGNC:13529]
273	ORTHOMCL3176	P20700	LMNB1_HUMAN	LMNB1	HUMAN	lamin B1 [Source:HGNC Symbol;Acc:HGNC:6637]
274	ORTHOMCL3204	P50616	TOB1_HUMAN	TOB1	HUMAN	transducer of ERBB2, 1 [Source:HGNC Symbol;Acc:HGNC:11979]
275	ORTHOMCL3238	O94985	CSTN1_HUMAN	CSTN1	HUMAN	calsyntenin 1 [Source:HGNC Symbol;Acc:HGNC:17447]
276	ORTHOMCL3476	Q86XR8	CEP57_HUMAN	CEP57	HUMAN	centrosomal protein 57 [Source:HGNC Symbol;Acc:HGNC:30794]
277	ORTHOMCL3560	Q8N7X2	STPG3_HUMAN	STPG3	HUMAN	sperm-tail PG-rich repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:37285]
278	ORTHOMCL3567	Q9P0J7	KCMF1_HUMAN	KCMF1	HUMAN	potassium channel modulatory factor 1 [Source:HGNC Symbol;Acc:HGNC:20589]
279	ORTHOMCL3616	Q9NZJ6	COQ3_HUMAN	COQ3	HUMAN	coenzyme Q3, methyltransferase [Source:HGNC Symbol;Acc:HGNC:18175]
280	ORTHOMCL3619	P46199	IF2M_HUMAN	IF2M	HUMAN	mitochondrial translational initiation factor 2 [Source:HGNC Symbol;Acc:HGNC:7441]
281	ORTHOMCL3848	Q16585	SGCB_HUMAN	SGCB	HUMAN	sarcoglycan beta [Source:HGNC Symbol;Acc:HGNC:10806]
282	ORTHOMCL4087	Q96HJ3	CCD34_HUMAN	CCD34	HUMAN	coiled-coil domain containing 34 [Source:HGNC Symbol;Acc:HGNC:25079]
283	ORTHOMCL4089	Q7Z429	LFG1_HUMAN	LFG1	HUMAN	glutamate ionotropic receptor NMDA type subunit associated protein 1 [Source:HGNC Symbol;Acc:HGNC:4589]
284	ORTHOMCL4212	Q5T7P8	SYT6_HUMAN	SYT6	HUMAN	synaptotagmin 6 [Source:HGNC Symbol;Acc:HGNC:18638]
285	ORTHOMCL4280	Q9HAN9	NMNA1_HUMAN	NMNA1	HUMAN	nicotinamide nucleotide adenylyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:17877]
286	ORTHOMCL4344	Q8N5U6	RNF10_HUMAN	RNF10	HUMAN	ring finger protein 10 [Source:HGNC Symbol;Acc:HGNC:10055]
287	ORTHOMCL4353	Q96M11	HYLS1_HUMAN	HYLS1	HUMAN	HYLS1, centriolar and ciliogenesis associated [Source:HGNC Symbol;Acc:HGNC:26558]
288	ORTHOMCL4387	Q9HD33	RM47_HUMAN	RM47	HUMAN	mitochondrial ribosomal protein L47 [Source:HGNC Symbol;Acc:HGNC:16652]
289	ORTHOMCL4467	P30533	AMRP_HUMAN	AMRP	HUMAN	LDL receptor related protein associated protein 1 [Source:HGNC Symbol;Acc:HGNC:6701]
290	ORTHOMCL4520	O14548	COX7R_HUMAN	COX7R	HUMAN	cytochrome c oxidase subunit 7A2 like [Source:HGNC Symbol;Acc:HGNC:2289]
291	ORTHOMCL4523	Q96BP2	CHCH1_HUMAN	CHCH1	HUMAN	coiled-coil-helix-coiled-coil-helix domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23518]
292	ORTHOMCL4525	Q8N128	F177A_HUMAN	F177A	HUMAN	family with sequence similarity 177 member A1 [Source:HGNC Symbol;Acc:HGNC:19829]
293	ORTHOMCL4552	Q00688	FKBP3_HUMAN	FKBP3	HUMAN	FK506 binding protein 3 [Source:HGNC Symbol;Acc:HGNC:3719]
294	ORTHOMCL4642	Q9Y2U9	KLDC2_HUMAN	KLDC2	HUMAN	kelch domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20231]
295	ORTHOMCL4732	Q6NUT3	MFS12_HUMAN	MFS12	HUMAN	major facilitator superfamily domain containing 12 [Source:HGNC Symbol;Acc:HGNC:28299]
296	ORTHOMCL4739	Q3KNV8	PCGF3_HUMAN	PCGF3	HUMAN	polycomb group ring finger 3 [Source:HGNC Symbol;Acc:HGNC:10066]
297	ORTHOMCL4786	H3BPM6	MKROS_HUMAN	MKROS	HUMAN	MKRN2 opposite strand [Source:HGNC Symbol;Acc:HGNC:40375]
298	ORTHOMCL4871	P31267	HXA6_HUMAN	HXA6	HUMAN	homeobox A6 [Source:HGNC Symbol;Acc:HGNC:5107]
299	ORTHOMCL4873	P52799	EFNB2_HUMAN	EFNB2	HUMAN	ephrin B2 [Source:HGNC Symbol;Acc:HGNC:3227]
300	ORTHOMCL4893	P50416	CPT1A_HUMAN	CPT1A	HUMAN	carnitine palmitoyltransferase 1A [Source:HGNC Symbol;Acc:HGNC:2328]
301	ORTHOMCL4987	Q13283	G3BP1_HUMAN	G3BP1	HUMAN	G3BP stress granule assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:30292]
302	ORTHOMCL5016	Q6URK8	TEPP_HUMAN	TEPP	HUMAN	testis, prostate and placenta expressed [Source:HGNC Symbol;Acc:HGNC:33745]
303	ORTHOMCL5128	O75840	KLF7_HUMAN	KLF7	HUMAN	Kruppel like factor 7 [Source:HGNC Symbol;Acc:HGNC:6350]
304	ORTHOMCL5334	P45954	ACDSB_HUMAN	ACDSB	HUMAN	acyl-CoA dehydrogenase short/branched chain [Source:HGNC Symbol;Acc:HGNC:91]
305	ORTHOMCL5414	O75521	ECI2_HUMAN	ECI2	HUMAN	enoyl-CoA delta isomerase 2 [Source:HGNC Symbol;Acc:HGNC:14601]
306	ORTHOMCL5417	Q14677	EPN4_HUMAN	EPN4	HUMAN	clathrin interactor 1 [Source:HGNC Symbol;Acc:HGNC:23186]
307	ORTHOMCL5473	Q9HAF1	EAF6_HUMAN	EAF6	HUMAN	MYST/Esa1 associated factor 6 [Source:HGNC Symbol;Acc:HGNC:25674]
308	ORTHOMCL5495	Q8N441	FGRL1_HUMAN	FGRL1	HUMAN	fibroblast growth factor receptor like 1 [Source:HGNC Symbol;Acc:HGNC:3693]
309	ORTHOMCL5502	Q96EV8	DTBP1_HUMAN	DTBP1	HUMAN	dystrobrevin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17328]
310	ORTHOMCL5519	Q8TAV0	FA76A_HUMAN	FA76A	HUMAN	family with sequence similarity 76 member A [Source:HGNC Symbol;Acc:HGNC:28530]
311	ORTHOMCL5589	P07814	SYEP_HUMAN	SYEP	HUMAN	glutamyl-prolyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:3418]
312	ORTHOMCL5624	Q8NDV7	TNR6A_HUMAN	TNR6A	HUMAN	trinucleotide repeat containing 6A [Source:HGNC Symbol;Acc:HGNC:11969]
313	ORTHOMCL5636	Q495T6	MMEL1_HUMAN	MMEL1	HUMAN	membrane metalloendopeptidase like 1 [Source:HGNC Symbol;Acc:HGNC:14668]
314	ORTHOMCL5744	Q99816	TS101_HUMAN	TS101	HUMAN	tumor susceptibility 101 [Source:HGNC Symbol;Acc:HGNC:15971]
315	ORTHOMCL5776	P51512	MMP16_HUMAN	MMP16	HUMAN	matrix metallopeptidase 16 [Source:HGNC Symbol;Acc:HGNC:7162]
316	ORTHOMCL5782	Q14444	CAPR1_HUMAN	CAPR1	HUMAN	cell cycle associated protein 1 [Source:HGNC Symbol;Acc:HGNC:6743]
317	ORTHOMCL5848	Q6TDP4	KLH17_HUMAN	KLH17	HUMAN	kelch like family member 17 [Source:HGNC Symbol;Acc:HGNC:24023]
318	ORTHOMCL5902	O14545	TRAD1_HUMAN	TRAD1	HUMAN	TRAF-type zinc finger domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24808]
319	ORTHOMCL5941	Q5T089	MORN1_HUMAN	MORN1	HUMAN	MORN repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:25852]
320	ORTHOMCL5964	Q8TDW5	SYTL5_HUMAN	SYTL5	HUMAN	synaptotagmin like 5 [Source:HGNC Symbol;Acc:HGNC:15589]
321	ORTHOMCL5978	Q96KC8	DNJC1_HUMAN	DNJC1	HUMAN	DnaJ heat shock protein family (Hsp40) member C1 [Source:HGNC Symbol;Acc:HGNC:20090]
322	ORTHOMCL6140	P46531	NOTC1_HUMAN	NOTC1	HUMAN	notch 1 [Source:HGNC Symbol;Acc:HGNC:7881]
323	ORTHOMCL6158	Q4ZIN3	MBRL_HUMAN	MBRL	HUMAN	transmembrane protein 259 [Source:HGNC Symbol;Acc:HGNC:17039]
324	ORTHOMCL6265	Q5T8D3	ACBD5_HUMAN	ACBD5	HUMAN	acyl-CoA binding domain containing 5 [Source:HGNC Symbol;Acc:HGNC:23338]
325	ORTHOMCL6279	O43147	SGSM2_HUMAN	SGSM2	HUMAN	small G protein signaling modulator 2 [Source:HGNC Symbol;Acc:HGNC:29026]
326	ORTHOMCL6307	Q13480	GAB1_HUMAN	GAB1	HUMAN	GRB2 associated binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4066]
327	ORTHOMCL6310	Q8NHV4	NEDD1_HUMAN	NEDD1	HUMAN	neural precursor cell expressed, developmentally down-regulated 1 [Source:HGNC Symbol;Acc:HGNC:7723]
328	ORTHOMCL6311	Q14409	GLPK3_HUMAN	GLPK3	HUMAN	glycerol kinase 3 pseudogene [Source:HGNC Symbol;Acc:HGNC:4292]
329	ORTHOMCL6360	Q96MD7	CI085_HUMAN	CI085	HUMAN	chromosome 9 open reading frame 85 [Source:HGNC Symbol;Acc:HGNC:28784]
330	ORTHOMCL6382	Q15735	PI5PA_HUMAN	PI5PA	HUMAN	inositol polyphosphate-5-phosphatase J [Source:HGNC Symbol;Acc:HGNC:8956]
331	ORTHOMCL6396	Q9UK58	CCNL1_HUMAN	CCNL1	HUMAN	cyclin L1 [Source:HGNC Symbol;Acc:HGNC:20569]
332	ORTHOMCL6500	Q96FN9	DTD2_HUMAN	DTD2	HUMAN	D-tyrosyl-tRNA deacylase 2 (putative) [Source:HGNC Symbol;Acc:HGNC:20277]
333	ORTHOMCL6524	Q9UJA9	ENPP5_HUMAN	ENPP5	HUMAN	ectonucleotide pyrophosphatase/phosphodiesterase 5 (putative) [Source:HGNC Symbol;Acc:HGNC:13717]
334	ORTHOMCL6580	Q9H6E4	CC134_HUMAN	CC134	HUMAN	coiled-coil domain containing 134 [Source:HGNC Symbol;Acc:HGNC:26185]
335	ORTHOMCL6604	Q8WUM4	PDC6I_HUMAN	PDC6I	HUMAN	programmed cell death 6 interacting protein [Source:HGNC Symbol;Acc:HGNC:8766]
336	ORTHOMCL6610	Q8N2U9	PQLC1_HUMAN	PQLC1	HUMAN	PQ loop repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:26188]
337	ORTHOMCL6615	Q8IYT8	ULK2_HUMAN	ULK2	HUMAN	unc-51 like autophagy activating kinase 2 [Source:HGNC Symbol;Acc:HGNC:13480]
338	ORTHOMCL6664	Q14192	FHL2_HUMAN	FHL2	HUMAN	four and a half LIM domains 2 [Source:HGNC Symbol;Acc:HGNC:3703]
339	ORTHOMCL6705	Q92626	PXDN_HUMAN	PXDN	HUMAN	peroxidasin [Source:HGNC Symbol;Acc:HGNC:14966]
