ortho	swissProt	name	egn	db	description
584	ORTHOMCL19016	Q8NA72	POC5_HUMAN	POC5	HUMAN	POC5 centriolar protein [Source:HGNC Symbol;Acc:HGNC:26658]
585	ORTHOMCL19057	Q8NA47	CCD63_HUMAN	CCD63	HUMAN	coiled-coil domain containing 63 [Source:HGNC Symbol;Acc:HGNC:26669]
586	ORTHOMCL19156	Q6ZV73	FGD6_HUMAN	FGD6	HUMAN	FYVE, RhoGEF and PH domain containing 6 [Source:HGNC Symbol;Acc:HGNC:21740]
587	ORTHOMCL19203	Q99689	FEZ1_HUMAN	FEZ1	HUMAN	fasciculation and elongation protein zeta 1 [Source:HGNC Symbol;Acc:HGNC:3659]
588	ORTHOMCL19281	Q9H0W7	THAP2_HUMAN	THAP2	HUMAN	THAP domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20854]
589	ORTHOMCL19352	P78312	F193A_HUMAN	F193A	HUMAN	family with sequence similarity 193 member A [Source:HGNC Symbol;Acc:HGNC:16822]
590	ORTHOMCL19380	Q8WWB3	DYDC1_HUMAN	DYDC1	HUMAN	DPY30 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23460]
591	ORTHOMCL19388	Q9HAV4	XPO5_HUMAN	XPO5	HUMAN	exportin 5 [Source:HGNC Symbol;Acc:HGNC:17675]
592	ORTHOMCL19409	O60687	SRPX2_HUMAN	SRPX2	HUMAN	sushi repeat containing protein, X-linked 2 [Source:HGNC Symbol;Acc:HGNC:30668]
593	ORTHOMCL19480	Q96AY4	TTC28_HUMAN	TTC28	HUMAN	tetratricopeptide repeat domain 28 [Source:HGNC Symbol;Acc:HGNC:29179]
594	ORTHOMCL19485	Q13427	PPIG_HUMAN	PPIG	HUMAN	peptidylprolyl isomerase G [Source:HGNC Symbol;Acc:HGNC:14650]
595	ORTHOMCL19546	O60504	VINEX_HUMAN	VINEX	HUMAN	sorbin and SH3 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:30907]
596	ORTHOMCL19556	Q9BV44	THUM3_HUMAN	THUM3	HUMAN	THUMP domain containing 3 [Source:HGNC Symbol;Acc:HGNC:24493]
597	ORTHOMCL19558	Q8WZ42	TITIN_HUMAN	TITIN	HUMAN	titin [Source:HGNC Symbol;Acc:HGNC:12403]
598	ORTHOMCL19568	Q9BXF3	CECR2_HUMAN	CECR2	HUMAN	CECR2, histone acetyl-lysine reader [Source:HGNC Symbol;Acc:HGNC:1840]
599	ORTHOMCL19581	A8MW92	P20L1_HUMAN	P20L1	HUMAN	PHD finger protein 20 like 1 [Source:HGNC Symbol;Acc:HGNC:24280]
600	ORTHOMCL19582	Q14517	FAT1_HUMAN	FAT1	HUMAN	FAT atypical cadherin 1 [Source:HGNC Symbol;Acc:HGNC:3595]
601	ORTHOMCL19583	O94925	GLSK_HUMAN	GLSK	HUMAN	glutaminase [Source:HGNC Symbol;Acc:HGNC:4331]
602	ORTHOMCL19601	Q96P44	COLA1_HUMAN	COLA1	HUMAN	collagen type XXI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:17025]
603	ORTHOMCL19606	Q01973	ROR1_HUMAN	ROR1	HUMAN	receptor tyrosine kinase like orphan receptor 1 [Source:HGNC Symbol;Acc:HGNC:10256]
604	ORTHOMCL19617	Q14004	CDK13_HUMAN	CDK13	HUMAN	cyclin dependent kinase 13 [Source:HGNC Symbol;Acc:HGNC:1733]
605	ORTHOMCL19679	Q86UL8	MAGI2_HUMAN	MAGI2	HUMAN	membrane associated guanylate kinase, WW and PDZ domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18957]
606	ORTHOMCL19711	Q05209	PTN12_HUMAN	PTN12	HUMAN	protein tyrosine phosphatase, non-receptor type 12 [Source:HGNC Symbol;Acc:HGNC:9645]
607	ORTHOMCL19713	Q5VZK9	CARL1_HUMAN	CARL1	HUMAN	capping protein regulator and myosin 1 linker 1 [Source:HGNC Symbol;Acc:HGNC:21581]
608	ORTHOMCL19718	Q6QNK2	AGRD1_HUMAN	AGRD1	HUMAN	adhesion G protein-coupled receptor D1 [Source:HGNC Symbol;Acc:HGNC:19893]
609	ORTHOMCL19740	Q8N6G6	ATL1_HUMAN	ATL1	HUMAN	ADAMTS like 1 [Source:HGNC Symbol;Acc:HGNC:14632]
610	ORTHOMCL19743	Q659A1	ICE2_HUMAN	ICE2	HUMAN	interactor of little elongation complex ELL subunit 2 [Source:HGNC Symbol;Acc:HGNC:29885]
611	ORTHOMCL19760	O43156	TTI1_HUMAN	TTI1	HUMAN	TELO2 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:29029]
612	ORTHOMCL19784	Q6ZT12	UBR3_HUMAN	UBR3	HUMAN	ubiquitin protein ligase E3 component n-recognin 3 (putative) [Source:HGNC Symbol;Acc:HGNC:30467]
613	ORTHOMCL19875	Q14118	DAG1_HUMAN	DAG1	HUMAN	dystroglycan 1 [Source:HGNC Symbol;Acc:HGNC:2666]
614	ORTHOMCL19877	P22105	TENX_HUMAN	TENX	HUMAN	tenascin XB [Source:HGNC Symbol;Acc:HGNC:11976]
615	ORTHOMCL19892	P21359	NF1_HUMAN	NF1	HUMAN	neurofibromin 1 [Source:HGNC Symbol;Acc:HGNC:7765]
616	ORTHOMCL19933	Q96CG8	CTHR1_HUMAN	CTHR1	HUMAN	collagen triple helix repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:18831]
617	ORTHOMCL19953	Q03468	ERCC6_HUMAN	ERCC6	HUMAN	ERCC excision repair 6, chromatin remodeling factor [Source:HGNC Symbol;Acc:HGNC:3438]
618	ORTHOMCL19974	Q9H9Q4	NHEJ1_HUMAN	NHEJ1	HUMAN	non-homologous end joining factor 1 [Source:HGNC Symbol;Acc:HGNC:25737]
619	ORTHOMCL1998	Q9BYD3	RM04_HUMAN	RM04	HUMAN	mitochondrial ribosomal protein L4 [Source:HGNC Symbol;Acc:HGNC:14276]
620	ORTHOMCL19991	Q96N46	TTC14_HUMAN	TTC14	HUMAN	tetratricopeptide repeat domain 14 [Source:HGNC Symbol;Acc:HGNC:24697]
621	ORTHOMCL20005	Q8WXR4	MYO3B_HUMAN	MYO3B	HUMAN	myosin IIIB [Source:HGNC Symbol;Acc:HGNC:15576]
622	ORTHOMCL20025	Q5JRX3	PREP_HUMAN	PREP	HUMAN	pitrilysin metallopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:17663]
623	ORTHOMCL20028	Q2YD98	UVSSA_HUMAN	UVSSA	HUMAN	UV stimulated scaffold protein A [Source:HGNC Symbol;Acc:HGNC:29304]
624	ORTHOMCL20065	Q96CG8	CTHR1_HUMAN	CTHR1	HUMAN	collagen triple helix repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:18831]
625	ORTHOMCL20075	Q641Q2	WAC2A_HUMAN	WAC2A	HUMAN	WASH complex subunit 2A [Source:HGNC Symbol;Acc:HGNC:23416]
626	ORTHOMCL20080	Q8N6G6	ATL1_HUMAN	ATL1	HUMAN	ADAMTS like 1 [Source:HGNC Symbol;Acc:HGNC:14632]
627	ORTHOMCL20081	Q9NR20	DYRK4_HUMAN	DYRK4	HUMAN	dual specificity tyrosine phosphorylation regulated kinase 4 [Source:HGNC Symbol;Acc:HGNC:3095]
628	ORTHOMCL20083	O14678	ABCD4_HUMAN	ABCD4	HUMAN	ATP binding cassette subfamily D member 4 [Source:HGNC Symbol;Acc:HGNC:68]
629	ORTHOMCL20097	Q9BU70	TRMO_HUMAN	TRMO	HUMAN	tRNA methyltransferase O [Source:HGNC Symbol;Acc:HGNC:30967]
630	ORTHOMCL2012	Q7Z7J7	LHPL4_HUMAN	LHPL4	HUMAN	LHFPL tetraspan subfamily member 4 [Source:HGNC Symbol;Acc:HGNC:29568]
631	ORTHOMCL20151	Q8NDA2	HMCN2_HUMAN	HMCN2	HUMAN	hemicentin 2 [Source:HGNC Symbol;Acc:HGNC:21293]
632	ORTHOMCL20166	Q6ZWT7	MBOA2_HUMAN	MBOA2	HUMAN	membrane bound O-acyltransferase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25193]
633	ORTHOMCL20170	Q13564	ULA1_HUMAN	ULA1	HUMAN	NEDD8 activating enzyme E1 subunit 1 [Source:HGNC Symbol;Acc:HGNC:621]
634	ORTHOMCL20178	Q96JM7	LMBL3_HUMAN	LMBL3	HUMAN	L3MBTL3, histone methyl-lysine binding protein [Source:HGNC Symbol;Acc:HGNC:23035]
635	ORTHOMCL20191	P10586	PTPRF_HUMAN	PTPRF	HUMAN	protein tyrosine phosphatase, receptor type F [Source:HGNC Symbol;Acc:HGNC:9670]
636	ORTHOMCL20195	P28799	GRN_HUMAN	GRN	HUMAN	granulin precursor [Source:HGNC Symbol;Acc:HGNC:4601]
637	ORTHOMCL20203	Q53FA7	QORX_HUMAN	QORX	HUMAN	tumor protein p53 inducible protein 3 [Source:HGNC Symbol;Acc:HGNC:19373]
638	ORTHOMCL20206	Q9UBZ9	REV1_HUMAN	REV1	HUMAN	REV1, DNA directed polymerase [Source:HGNC Symbol;Acc:HGNC:14060]
639	ORTHOMCL20226	Q14185	DOCK1_HUMAN	DOCK1	HUMAN	dedicator of cytokinesis 1 [Source:HGNC Symbol;Acc:HGNC:2987]
640	ORTHOMCL20258	Q9H1A4	APC1_HUMAN	APC1	HUMAN	anaphase promoting complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:19988]
641	ORTHOMCL20280	Q2VIQ3	KIF4B_HUMAN	KIF4B	HUMAN	kinesin family member 4B [Source:HGNC Symbol;Acc:HGNC:6322]
642	ORTHOMCL20313	O43933	PEX1_HUMAN	PEX1	HUMAN	peroxisomal biogenesis factor 1 [Source:HGNC Symbol;Acc:HGNC:8850]
643	ORTHOMCL20317	P30825	CTR1_HUMAN	CTR1	HUMAN	solute carrier family 7 member 1 [Source:HGNC Symbol;Acc:HGNC:11057]
644	ORTHOMCL20318	O43897	TLL1_HUMAN	TLL1	HUMAN	tolloid like 1 [Source:HGNC Symbol;Acc:HGNC:11843]
645	ORTHOMCL20338	Q4G0P3	HYDIN_HUMAN	HYDIN	HUMAN	HYDIN, axonemal central pair apparatus protein [Source:HGNC Symbol;Acc:HGNC:19368]
646	ORTHOMCL20351	P26368	U2AF2_HUMAN	U2AF2	HUMAN	U2 small nuclear RNA auxiliary factor 2 [Source:HGNC Symbol;Acc:HGNC:23156]
647	ORTHOMCL20369	Q8WWN9	ICEF1_HUMAN	ICEF1	HUMAN	interaction protein for cytohesin exchange factors 1 [Source:HGNC Symbol;Acc:HGNC:21204]
648	ORTHOMCL20374	P35555	FBN1_HUMAN	FBN1	HUMAN	fibrillin 1 [Source:HGNC Symbol;Acc:HGNC:3603]
649	ORTHOMCL20382	Q9HCE0	EPG5_HUMAN	EPG5	HUMAN	ectopic P-granules autophagy protein 5 homolog [Source:HGNC Symbol;Acc:HGNC:29331]
650	ORTHOMCL20405	Q02763	TIE2_HUMAN	TIE2	HUMAN	TEK receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:11724]
651	ORTHOMCL20415	Q5TZA2	CROCC_HUMAN	CROCC	HUMAN	ciliary rootlet coiled-coil, rootletin [Source:HGNC Symbol;Acc:HGNC:21299]
652	ORTHOMCL20420	Q96L42	KCNH8_HUMAN	KCNH8	HUMAN	potassium voltage-gated channel subfamily H member 8 [Source:HGNC Symbol;Acc:HGNC:18864]
653	ORTHOMCL20427	Q5IJ48	CRUM2_HUMAN	CRUM2	HUMAN	crumbs 2, cell polarity complex component [Source:HGNC Symbol;Acc:HGNC:18688]
654	ORTHOMCL20430	Q9H981	ARP8_HUMAN	ARP8	HUMAN	ARP8 actin related protein 8 homolog [Source:HGNC Symbol;Acc:HGNC:14672]
655	ORTHOMCL20435	Q99549	MPP8_HUMAN	MPP8	HUMAN	M-phase phosphoprotein 8 [Source:HGNC Symbol;Acc:HGNC:29810]
656	ORTHOMCL20440	O75844	FACE1_HUMAN	FACE1	HUMAN	zinc metallopeptidase STE24 [Source:HGNC Symbol;Acc:HGNC:12877]
657	ORTHOMCL20452	Q9H2Y7	ZN106_HUMAN	ZN106	HUMAN	zinc finger protein 106 [Source:HGNC Symbol;Acc:HGNC:12886]
658	ORTHOMCL20453	Q86US8	EST1A_HUMAN	EST1A	HUMAN	SMG6, nonsense mediated mRNA decay factor [Source:HGNC Symbol;Acc:HGNC:17809]
659	ORTHOMCL20454	Q15147	PLCB4_HUMAN	PLCB4	HUMAN	phospholipase C beta 4 [Source:HGNC Symbol;Acc:HGNC:9059]
660	ORTHOMCL20455	Q9Y618	NCOR2_HUMAN	NCOR2	HUMAN	nuclear receptor corepressor 2 [Source:HGNC Symbol;Acc:HGNC:7673]
661	ORTHOMCL20472	P41180	CASR_HUMAN	CASR	HUMAN	calcium sensing receptor [Source:HGNC Symbol;Acc:HGNC:1514]
662	ORTHOMCL20478	Q6P3S6	FBX42_HUMAN	FBX42	HUMAN	F-box protein 42 [Source:HGNC Symbol;Acc:HGNC:29249]
663	ORTHOMCL20490	Q5U3C3	TM164_HUMAN	TM164	HUMAN	transmembrane protein 164 [Source:HGNC Symbol;Acc:HGNC:26217]
664	ORTHOMCL20491	Q641Q2	WAC2A_HUMAN	WAC2A	HUMAN	WASH complex subunit 2A [Source:HGNC Symbol;Acc:HGNC:23416]
665	ORTHOMCL20512	P09543	CN37_HUMAN	CN37	HUMAN	2',3'-cyclic nucleotide 3' phosphodiesterase [Source:HGNC Symbol;Acc:HGNC:2158]
666	ORTHOMCL20531	A8MPX8	PP2D1_HUMAN	PP2D1	HUMAN	protein phosphatase 2C like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28406]
667	ORTHOMCL20553	Q9HBL0	TENS1_HUMAN	TENS1	HUMAN	tensin 1 [Source:HGNC Symbol;Acc:HGNC:11973]
668	ORTHOMCL20562	Q9HAW4	CLSPN_HUMAN	CLSPN	HUMAN	claspin [Source:HGNC Symbol;Acc:HGNC:19715]
669	ORTHOMCL20599	Q9H0J9	PAR12_HUMAN	PAR12	HUMAN	poly(ADP-ribose) polymerase family member 12 [Source:HGNC Symbol;Acc:HGNC:21919]
670	ORTHOMCL20616	Q8IVV2	LOXH1_HUMAN	LOXH1	HUMAN	lipoxygenase homology domains 1 [Source:HGNC Symbol;Acc:HGNC:26521]
671	ORTHOMCL20630	Q9HD67	MYO10_HUMAN	MYO10	HUMAN	myosin X [Source:HGNC Symbol;Acc:HGNC:7593]
672	ORTHOMCL20641	O14514	AGRB1_HUMAN	AGRB1	HUMAN	adhesion G protein-coupled receptor B1 [Source:HGNC Symbol;Acc:HGNC:943]
673	ORTHOMCL20647	Q4L235	ACSF4_HUMAN	ACSF4	HUMAN	aminoadipate-semialdehyde dehydrogenase [Source:HGNC Symbol;Acc:HGNC:23993]
674	ORTHOMCL20661	Q6ZVT6	CC067_HUMAN	CC067	HUMAN	chromosome 3 open reading frame 67 [Source:HGNC Symbol;Acc:HGNC:24763]
675	ORTHOMCL20669	Q5HYK7	SH319_HUMAN	SH319	HUMAN	SH3 domain containing 19 [Source:HGNC Symbol;Acc:HGNC:30418]
676	ORTHOMCL20684	P09601	HMOX1_HUMAN	HMOX1	HUMAN	heme oxygenase 1 [Source:HGNC Symbol;Acc:HGNC:5013]
677	ORTHOMCL20696	Q13769	THOC5_HUMAN	THOC5	HUMAN	THO complex 5 [Source:HGNC Symbol;Acc:HGNC:19074]
678	ORTHOMCL20717	Q92502	STAR8_HUMAN	STAR8	HUMAN	StAR related lipid transfer domain containing 8 [Source:HGNC Symbol;Acc:HGNC:19161]
679	ORTHOMCL20784	Q9BPX3	CND3_HUMAN	CND3	HUMAN	non-SMC condensin I complex subunit G [Source:HGNC Symbol;Acc:HGNC:24304]
680	ORTHOMCL20835	Q96PX9	PKH4B_HUMAN	PKH4B	HUMAN	pleckstrin homology and RhoGEF domain containing G4B [Source:HGNC Symbol;Acc:HGNC:29399]
681	ORTHOMCL20880	O15303	GRM6_HUMAN	GRM6	HUMAN	glutamate metabotropic receptor 6 [Source:HGNC Symbol;Acc:HGNC:4598]
682	ORTHOMCL20924	Q9H3S7	PTN23_HUMAN	PTN23	HUMAN	protein tyrosine phosphatase, non-receptor type 23 [Source:HGNC Symbol;Acc:HGNC:14406]
683	ORTHOMCL20967	Q9UGJ1	GCP4_HUMAN	GCP4	HUMAN	tubulin gamma complex associated protein 4 [Source:HGNC Symbol;Acc:HGNC:16691]
684	ORTHOMCL20971	Q9UPU5	UBP24_HUMAN	UBP24	HUMAN	ubiquitin specific peptidase 24 [Source:HGNC Symbol;Acc:HGNC:12623]
685	ORTHOMCL20975	Q16875	F263_HUMAN	F263	HUMAN	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3 [Source:HGNC Symbol;Acc:HGNC:8874]
686	ORTHOMCL20983	Q9BVS4	RIOK2_HUMAN	RIOK2	HUMAN	RIO kinase 2 [Source:HGNC Symbol;Acc:HGNC:18999]
687	ORTHOMCL21046	O43150	ASAP2_HUMAN	ASAP2	HUMAN	ArfGAP with SH3 domain, ankyrin repeat and PH domain 2 [Source:HGNC Symbol;Acc:HGNC:2721]
688	ORTHOMCL21073	Q9NZV5	SELN_HUMAN	SELN	HUMAN	selenoprotein N [Source:HGNC Symbol;Acc:HGNC:15999]
689	ORTHOMCL21087	O60462	NRP2_HUMAN	NRP2	HUMAN	neuropilin 2 [Source:HGNC Symbol;Acc:HGNC:8005]
690	ORTHOMCL21113	Q7Z2Z2	EFL1_HUMAN	EFL1	HUMAN	elongation factor like GTPase 1 [Source:HGNC Symbol;Acc:HGNC:25789]
691	ORTHOMCL21143	Q6QNK2	AGRD1_HUMAN	AGRD1	HUMAN	adhesion G protein-coupled receptor D1 [Source:HGNC Symbol;Acc:HGNC:19893]
692	ORTHOMCL21161	Q99250	SCN2A_HUMAN	SCN2A	HUMAN	sodium voltage-gated channel alpha subunit 2 [Source:HGNC Symbol;Acc:HGNC:10588]
693	ORTHOMCL21164	O95248	MTMR5_HUMAN	MTMR5	HUMAN	SET binding factor 1 [Source:HGNC Symbol;Acc:HGNC:10542]
694	ORTHOMCL21237	Q9NZN5	ARHGC_HUMAN	ARHGC	HUMAN	Rho guanine nucleotide exchange factor 12 [Source:HGNC Symbol;Acc:HGNC:14193]
695	ORTHOMCL21242	P53708	ITA8_HUMAN	ITA8	HUMAN	integrin subunit alpha 8 [Source:HGNC Symbol;Acc:HGNC:6144]
696	ORTHOMCL21266	Q8WTW4	NPRL2_HUMAN	NPRL2	HUMAN	NPR2 like, GATOR1 complex subunit [Source:HGNC Symbol;Acc:HGNC:24969]
697	ORTHOMCL21269	Q14517	FAT1_HUMAN	FAT1	HUMAN	FAT atypical cadherin 1 [Source:HGNC Symbol;Acc:HGNC:3595]
698	ORTHOMCL21298	Q13614	MTMR2_HUMAN	MTMR2	HUMAN	myotubularin related protein 2 [Source:HGNC Symbol;Acc:HGNC:7450]
699	ORTHOMCL21352	Q07617	SPAG1_HUMAN	SPAG1	HUMAN	sperm associated antigen 1 [Source:HGNC Symbol;Acc:HGNC:11212]
700	ORTHOMCL21407	Q7Z5J8	ANKAR_HUMAN	ANKAR	HUMAN	ankyrin and armadillo repeat containing [Source:HGNC Symbol;Acc:HGNC:26350]
701	ORTHOMCL21456	Q9UJV9	DDX41_HUMAN	DDX41	HUMAN	DEAD-box helicase 41 [Source:HGNC Symbol;Acc:HGNC:18674]
702	ORTHOMCL21468	Q12950	FOXD4_HUMAN	FOXD4	HUMAN	forkhead box D4 [Source:HGNC Symbol;Acc:HGNC:3805]
703	ORTHOMCL21489	P08575	PTPRC_HUMAN	PTPRC	HUMAN	protein tyrosine phosphatase, receptor type C [Source:HGNC Symbol;Acc:HGNC:9666]
704	ORTHOMCL21494	Q96PB1	CASD1_HUMAN	CASD1	HUMAN	CAS1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16014]
705	ORTHOMCL21504	Q9UPZ3	HPS5_HUMAN	HPS5	HUMAN	HPS5, biogenesis of lysosomal organelles complex 2 subunit 2 [Source:HGNC Symbol;Acc:HGNC:17022]
706	ORTHOMCL21506	P54277	PMS1_HUMAN	PMS1	HUMAN	PMS1 homolog 1, mismatch repair system component [Source:HGNC Symbol;Acc:HGNC:9121]
707	ORTHOMCL21510	Q8WZ42	TITIN_HUMAN	TITIN	HUMAN	titin [Source:HGNC Symbol;Acc:HGNC:12403]
708	ORTHOMCL21528	Q8NDA8	MROH1_HUMAN	MROH1	HUMAN	maestro heat like repeat family member 1 [Source:HGNC Symbol;Acc:HGNC:26958]
709	ORTHOMCL2152	Q96B36	AKTS1_HUMAN	AKTS1	HUMAN	AKT1 substrate 1 [Source:HGNC Symbol;Acc:HGNC:28426]
710	ORTHOMCL21534	P20742	PZP_HUMAN	PZP	HUMAN	PZP, alpha-2-macroglobulin like [Source:HGNC Symbol;Acc:HGNC:9750]
711	ORTHOMCL21549	Q9NS68	TNR19_HUMAN	TNR19	HUMAN	TNF receptor superfamily member 19 [Source:HGNC Symbol;Acc:HGNC:11915]
712	ORTHOMCL21556	Q8NEN0	ARMC2_HUMAN	ARMC2	HUMAN	armadillo repeat containing 2 [Source:HGNC Symbol;Acc:HGNC:23045]
713	ORTHOMCL2155	P78412	IRX6_HUMAN	IRX6	HUMAN	iroquois homeobox 6 [Source:HGNC Symbol;Acc:HGNC:14675]
714	ORTHOMCL21565	Q9NXG6	P4HTM_HUMAN	P4HTM	HUMAN	prolyl 4-hydroxylase, transmembrane [Source:HGNC Symbol;Acc:HGNC:28858]
715	ORTHOMCL2158	Q8NI37	PPTC7_HUMAN	PPTC7	HUMAN	PTC7 protein phosphatase homolog [Source:HGNC Symbol;Acc:HGNC:30695]
716	ORTHOMCL21601	Q15154	PCM1_HUMAN	PCM1	HUMAN	pericentriolar material 1 [Source:HGNC Symbol;Acc:HGNC:8727]
717	ORTHOMCL21626	O00571	DDX3X_HUMAN	DDX3X	HUMAN	DEAD-box helicase 3, X-linked [Source:HGNC Symbol;Acc:HGNC:2745]
718	ORTHOMCL2165	Q6UX65	DRAM2_HUMAN	DRAM2	HUMAN	DNA damage regulated autophagy modulator 2 [Source:HGNC Symbol;Acc:HGNC:28769]
719	ORTHOMCL21677	Q96T23	RSF1_HUMAN	RSF1	HUMAN	remodeling and spacing factor 1 [Source:HGNC Symbol;Acc:HGNC:18118]
720	ORTHOMCL21700	P07992	ERCC1_HUMAN	ERCC1	HUMAN	ERCC excision repair 1, endonuclease non-catalytic subunit [Source:HGNC Symbol;Acc:HGNC:3433]
721	ORTHOMCL21724	Q96GX1	TECT2_HUMAN	TECT2	HUMAN	tectonic family member 2 [Source:HGNC Symbol;Acc:HGNC:25774]
722	ORTHOMCL21729	Q8NFC6	BD1L1_HUMAN	BD1L1	HUMAN	biorientation of chromosomes in cell division 1 like 1 [Source:HGNC Symbol;Acc:HGNC:31792]
723	ORTHOMCL21731	A8MUP2	MET12_HUMAN	MET12	HUMAN	citrate synthase lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:33113]
724	ORTHOMCL21743	Q6TDP4	KLH17_HUMAN	KLH17	HUMAN	kelch like family member 17 [Source:HGNC Symbol;Acc:HGNC:24023]
725	ORTHOMCL21753	Q8NDA2	HMCN2_HUMAN	HMCN2	HUMAN	hemicentin 2 [Source:HGNC Symbol;Acc:HGNC:21293]
726	ORTHOMCL21765	Q8TCS8	PNPT1_HUMAN	PNPT1	HUMAN	polyribonucleotide nucleotidyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:23166]
727	ORTHOMCL21786	Q9H892	TTC12_HUMAN	TTC12	HUMAN	tetratricopeptide repeat domain 12 [Source:HGNC Symbol;Acc:HGNC:23700]
728	ORTHOMCL21807	Q96B70	LENG9_HUMAN	LENG9	HUMAN	leukocyte receptor cluster member 9 [Source:HGNC Symbol;Acc:HGNC:16306]
729	ORTHOMCL21814	Q8WV16	DCAF4_HUMAN	DCAF4	HUMAN	DDB1 and CUL4 associated factor 4 [Source:HGNC Symbol;Acc:HGNC:20229]
730	ORTHOMCL21861	P52888	THOP1_HUMAN	THOP1	HUMAN	thimet oligopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:11793]
731	ORTHOMCL21894	Q9UQQ1	NALDL_HUMAN	NALDL	HUMAN	N-acetylated alpha-linked acidic dipeptidase like 1 [Source:HGNC Symbol;Acc:HGNC:23536]
732	ORTHOMCL21901	O43747	AP1G1_HUMAN	AP1G1	HUMAN	adaptor related protein complex 1 gamma 1 subunit [Source:HGNC Symbol;Acc:HGNC:555]
733	ORTHOMCL21922	Q9HAR2	AGRL3_HUMAN	AGRL3	HUMAN	adhesion G protein-coupled receptor L3 [Source:HGNC Symbol;Acc:HGNC:20974]
734	ORTHOMCL21943	C9JQI7	TM232_HUMAN	TM232	HUMAN	transmembrane protein 232 [Source:HGNC Symbol;Acc:HGNC:37270]
735	ORTHOMCL2194	P50213	IDH3A_HUMAN	IDH3A	HUMAN	isocitrate dehydrogenase 3 (NAD(+)) alpha [Source:HGNC Symbol;Acc:HGNC:5384]
736	ORTHOMCL21966	Q9UKZ1	CNO11_HUMAN	CNO11	HUMAN	CCR4-NOT transcription complex subunit 11 [Source:HGNC Symbol;Acc:HGNC:25217]
737	ORTHOMCL21971	Q5XX13	FBW10_HUMAN	FBW10	HUMAN	F-box and WD repeat domain containing 10 [Source:HGNC Symbol;Acc:HGNC:1211]
738	ORTHOMCL21998	Q9UNS1	TIM_HUMAN	TIM	HUMAN	timeless circadian regulator [Source:HGNC Symbol;Acc:HGNC:11813]
739	ORTHOMCL22044	P08F94	PKHD1_HUMAN	PKHD1	HUMAN	PKHD1, fibrocystin/polyductin [Source:HGNC Symbol;Acc:HGNC:9016]
740	ORTHOMCL22047	Q6UWJ1	TMCO3_HUMAN	TMCO3	HUMAN	transmembrane and coiled-coil domains 3 [Source:HGNC Symbol;Acc:HGNC:20329]
741	ORTHOMCL22052	Q15155	NOMO1_HUMAN	NOMO1	HUMAN	NODAL modulator 1 [Source:HGNC Symbol;Acc:HGNC:30060]
742	ORTHOMCL22066	P42768	WASP_HUMAN	WASP	HUMAN	Wiskott-Aldrich syndrome [Source:HGNC Symbol;Acc:HGNC:12731]
743	ORTHOMCL22078	Q9Y4W6	AFG32_HUMAN	AFG32	HUMAN	AFG3 like matrix AAA peptidase subunit 2 [Source:HGNC Symbol;Acc:HGNC:315]
744	ORTHOMCL22124	Q07912	ACK1_HUMAN	ACK1	HUMAN	tyrosine kinase non receptor 2 [Source:HGNC Symbol;Acc:HGNC:19297]
745	ORTHOMCL22140	Q9P2G4	MAP10_HUMAN	MAP10	HUMAN	microtubule associated protein 10 [Source:HGNC Symbol;Acc:HGNC:29265]
746	ORTHOMCL22142	Q9H6R7	WDCP_HUMAN	WDCP	HUMAN	WD repeat and coiled coil containing [Source:HGNC Symbol;Acc:HGNC:26157]
747	ORTHOMCL22147	Q3YEC7	RABL6_HUMAN	RABL6	HUMAN	RAB, member RAS oncogene family like 6 [Source:HGNC Symbol;Acc:HGNC:24703]
748	ORTHOMCL22172	O95271	TNKS1_HUMAN	TNKS1	HUMAN	tankyrase [Source:HGNC Symbol;Acc:HGNC:11941]
749	ORTHOMCL22185	Q68CZ1	FTM_HUMAN	FTM	HUMAN	RPGRIP1 like [Source:HGNC Symbol;Acc:HGNC:29168]
750	ORTHOMCL22232	Q8WXW3	PIBF1_HUMAN	PIBF1	HUMAN	progesterone immunomodulatory binding factor 1 [Source:HGNC Symbol;Acc:HGNC:23352]
751	ORTHOMCL22314	P56182	RRP1_HUMAN	RRP1	HUMAN	ribosomal RNA processing 1 [Source:HGNC Symbol;Acc:HGNC:18785]
752	ORTHOMCL22380	Q86SQ9	DHDDS_HUMAN	DHDDS	HUMAN	dehydrodolichyl diphosphate synthase subunit [Source:HGNC Symbol;Acc:HGNC:20603]
