ortho	swissProt	name	egn	db	description
172	ORTHOMCL16629	Q9UKV3	ACINU_HUMAN	ACINU	HUMAN	apoptotic chromatin condensation inducer 1 [Source:HGNC Symbol;Acc:HGNC:17066]
173	ORTHOMCL1664	Q9Y3M2	CBY1_HUMAN	CBY1	HUMAN	chibby family member 1, beta catenin antagonist [Source:HGNC Symbol;Acc:HGNC:1307]
174	ORTHOMCL16911	O75746	CMC1_HUMAN	CMC1	HUMAN	solute carrier family 25 member 12 [Source:HGNC Symbol;Acc:HGNC:10982]
175	ORTHOMCL16912	Q00534	CDK6_HUMAN	CDK6	HUMAN	cyclin dependent kinase 6 [Source:HGNC Symbol;Acc:HGNC:1777]
176	ORTHOMCL17025	O75037	KI21B_HUMAN	KI21B	HUMAN	kinesin family member 21B [Source:HGNC Symbol;Acc:HGNC:29442]
177	ORTHOMCL17037	Q96ME1	FXL18_HUMAN	FXL18	HUMAN	F-box and leucine rich repeat protein 18 [Source:HGNC Symbol;Acc:HGNC:21874]
178	ORTHOMCL17069	Q96N21	AP4AT_HUMAN	AP4AT	HUMAN	TEPSIN, adaptor related protein complex 4 accessory protein [Source:HGNC Symbol;Acc:HGNC:26458]
179	ORTHOMCL17125	Q86SQ6	AGRA1_HUMAN	AGRA1	HUMAN	adhesion G protein-coupled receptor A1 [Source:HGNC Symbol;Acc:HGNC:13838]
180	ORTHOMCL17211	P82279	CRUM1_HUMAN	CRUM1	HUMAN	crumbs 1, cell polarity complex component [Source:HGNC Symbol;Acc:HGNC:2343]
181	ORTHOMCL17348	P49321	NASP_HUMAN	NASP	HUMAN	nuclear autoantigenic sperm protein [Source:HGNC Symbol;Acc:HGNC:7644]
182	ORTHOMCL17357	Q02447	SP3_HUMAN	SP3	HUMAN	Sp3 transcription factor [Source:HGNC Symbol;Acc:HGNC:11208]
183	ORTHOMCL17361	O14976	GAK_HUMAN	GAK	HUMAN	cyclin G associated kinase [Source:HGNC Symbol;Acc:HGNC:4113]
184	ORTHOMCL17435	Q3B7T1	EDRF1_HUMAN	EDRF1	HUMAN	erythroid differentiation regulatory factor 1 [Source:HGNC Symbol;Acc:HGNC:24640]
185	ORTHOMCL17478	Q9BWH6	RPAP1_HUMAN	RPAP1	HUMAN	RNA polymerase II associated protein 1 [Source:HGNC Symbol;Acc:HGNC:24567]
186	ORTHOMCL17498	Q8IZD9	DOCK3_HUMAN	DOCK3	HUMAN	dedicator of cytokinesis 3 [Source:HGNC Symbol;Acc:HGNC:2989]
187	ORTHOMCL1751	Q96DF8	ESS2_HUMAN	ESS2	HUMAN	ess-2 splicing factor homolog [Source:HGNC Symbol;Acc:HGNC:16817]
188	ORTHOMCL17597	O95786	DDX58_HUMAN	DDX58	HUMAN	DExD/H-box helicase 58 [Source:HGNC Symbol;Acc:HGNC:19102]
189	ORTHOMCL17645	O95477	ABCA1_HUMAN	ABCA1	HUMAN	ATP binding cassette subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:29]
190	ORTHOMCL17696	O15381	NVL_HUMAN	NVL	HUMAN	nuclear VCP-like [Source:HGNC Symbol;Acc:HGNC:8070]
191	ORTHOMCL17727	Q8WXG9	GPR98_HUMAN	GPR98	HUMAN	adhesion G protein-coupled receptor V1 [Source:HGNC Symbol;Acc:HGNC:17416]
192	ORTHOMCL17728	Q15751	HERC1_HUMAN	HERC1	HUMAN	HECT and RLD domain containing E3 ubiquitin protein ligase family member 1 [Source:HGNC Symbol;Acc:HGNC:4867]
193	ORTHOMCL1772	Q92597	NDRG1_HUMAN	NDRG1	HUMAN	N-myc downstream regulated 1 [Source:HGNC Symbol;Acc:HGNC:7679]
194	ORTHOMCL17735	Q6PJI9	WDR59_HUMAN	WDR59	HUMAN	WD repeat domain 59 [Source:HGNC Symbol;Acc:HGNC:25706]
195	ORTHOMCL17774	Q8WWZ8	OIT3_HUMAN	OIT3	HUMAN	oncoprotein induced transcript 3 [Source:HGNC Symbol;Acc:HGNC:29953]
196	ORTHOMCL17819	Q86YW9	MD12L_HUMAN	MD12L	HUMAN	mediator complex subunit 12 like [Source:HGNC Symbol;Acc:HGNC:16050]
197	ORTHOMCL17847	Q9UPV0	CE164_HUMAN	CE164	HUMAN	centrosomal protein 164 [Source:HGNC Symbol;Acc:HGNC:29182]
198	ORTHOMCL17866	P12270	TPR_HUMAN	TPR	HUMAN	translocated promoter region, nuclear basket protein [Source:HGNC Symbol;Acc:HGNC:12017]
199	ORTHOMCL17892	Q9P219	DAPLE_HUMAN	DAPLE	HUMAN	coiled-coil domain containing 88C [Source:HGNC Symbol;Acc:HGNC:19967]
200	ORTHOMCL17897	Q7Z5N4	SDK1_HUMAN	SDK1	HUMAN	sidekick cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:19307]
201	ORTHOMCL18052	Q3KR37	GRM1B_HUMAN	GRM1B	HUMAN	GRAM domain containing 1B [Source:HGNC Symbol;Acc:HGNC:29214]
202	ORTHOMCL18175	Q9NQT5	EXOS3_HUMAN	EXOS3	HUMAN	exosome component 3 [Source:HGNC Symbol;Acc:HGNC:17944]
203	ORTHOMCL18498	O75478	TAD2A_HUMAN	TAD2A	HUMAN	transcriptional adaptor 2A [Source:HGNC Symbol;Acc:HGNC:11531]
204	ORTHOMCL18526	Q9P0W8	SPAT7_HUMAN	SPAT7	HUMAN	spermatogenesis associated 7 [Source:HGNC Symbol;Acc:HGNC:20423]
205	ORTHOMCL1856	A6NIH7	U119B_HUMAN	U119B	HUMAN	unc-119 lipid binding chaperone B [Source:HGNC Symbol;Acc:HGNC:16488]
206	ORTHOMCL18576	Q96RW7	HMCN1_HUMAN	HMCN1	HUMAN	hemicentin 1 [Source:HGNC Symbol;Acc:HGNC:19194]
207	ORTHOMCL18588	Q6NUJ5	PWP2B_HUMAN	PWP2B	HUMAN	PWWP domain containing 2B [Source:HGNC Symbol;Acc:HGNC:25150]
208	ORTHOMCL18609	Q8N8E3	CE112_HUMAN	CE112	HUMAN	centrosomal protein 112 [Source:HGNC Symbol;Acc:HGNC:28514]
209	ORTHOMCL18616	Q8NFW5	DMBX1_HUMAN	DMBX1	HUMAN	diencephalon/mesencephalon homeobox 1 [Source:HGNC Symbol;Acc:HGNC:19026]
210	ORTHOMCL18627	Q86T82	UBP37_HUMAN	UBP37	HUMAN	ubiquitin specific peptidase 37 [Source:HGNC Symbol;Acc:HGNC:20063]
211	ORTHOMCL18640	Q96AY4	TTC28_HUMAN	TTC28	HUMAN	tetratricopeptide repeat domain 28 [Source:HGNC Symbol;Acc:HGNC:29179]
212	ORTHOMCL18672	Q9UI40	NCKX2_HUMAN	NCKX2	HUMAN	solute carrier family 24 member 2 [Source:HGNC Symbol;Acc:HGNC:10976]
213	ORTHOMCL18707	Q05940	VMAT2_HUMAN	VMAT2	HUMAN	solute carrier family 18 member A2 [Source:HGNC Symbol;Acc:HGNC:10935]
214	ORTHOMCL18815	O75445	USH2A_HUMAN	USH2A	HUMAN	usherin [Source:HGNC Symbol;Acc:HGNC:12601]
215	ORTHOMCL18882	Q8WWZ8	OIT3_HUMAN	OIT3	HUMAN	oncoprotein induced transcript 3 [Source:HGNC Symbol;Acc:HGNC:29953]
216	ORTHOMCL19016	Q8NA72	POC5_HUMAN	POC5	HUMAN	POC5 centriolar protein [Source:HGNC Symbol;Acc:HGNC:26658]
217	ORTHOMCL19156	Q6ZV73	FGD6_HUMAN	FGD6	HUMAN	FYVE, RhoGEF and PH domain containing 6 [Source:HGNC Symbol;Acc:HGNC:21740]
218	ORTHOMCL19220	Q12980	NPRL3_HUMAN	NPRL3	HUMAN	NPR3 like, GATOR1 complex subunit [Source:HGNC Symbol;Acc:HGNC:14124]
219	ORTHOMCL19352	P78312	F193A_HUMAN	F193A	HUMAN	family with sequence similarity 193 member A [Source:HGNC Symbol;Acc:HGNC:16822]
220	ORTHOMCL19409	O60687	SRPX2_HUMAN	SRPX2	HUMAN	sushi repeat containing protein, X-linked 2 [Source:HGNC Symbol;Acc:HGNC:30668]
221	ORTHOMCL19568	Q9BXF3	CECR2_HUMAN	CECR2	HUMAN	CECR2, histone acetyl-lysine reader [Source:HGNC Symbol;Acc:HGNC:1840]
222	ORTHOMCL19584	Q6U841	S4A10_HUMAN	S4A10	HUMAN	solute carrier family 4 member 10 [Source:HGNC Symbol;Acc:HGNC:13811]
223	ORTHOMCL19718	Q6QNK2	AGRD1_HUMAN	AGRD1	HUMAN	adhesion G protein-coupled receptor D1 [Source:HGNC Symbol;Acc:HGNC:19893]
224	ORTHOMCL19738	Q96RW7	HMCN1_HUMAN	HMCN1	HUMAN	hemicentin 1 [Source:HGNC Symbol;Acc:HGNC:19194]
225	ORTHOMCL19828	Q92636	FAN_HUMAN	FAN	HUMAN	neutral sphingomyelinase activation associated factor [Source:HGNC Symbol;Acc:HGNC:8017]
226	ORTHOMCL19837	Q9Y5J1	UTP18_HUMAN	UTP18	HUMAN	UTP18, small subunit processome component [Source:HGNC Symbol;Acc:HGNC:24274]
227	ORTHOMCL19846	Q9Y275	TN13B_HUMAN	TN13B	HUMAN	TNF superfamily member 13b [Source:HGNC Symbol;Acc:HGNC:11929]
228	ORTHOMCL19875	Q14118	DAG1_HUMAN	DAG1	HUMAN	dystroglycan 1 [Source:HGNC Symbol;Acc:HGNC:2666]
229	ORTHOMCL19963	Q8WV99	ZFN2B_HUMAN	ZFN2B	HUMAN	zinc finger AN1-type containing 2B [Source:HGNC Symbol;Acc:HGNC:25206]
230	ORTHOMCL20025	Q5JRX3	PREP_HUMAN	PREP	HUMAN	pitrilysin metallopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:17663]
231	ORTHOMCL20034	Q9HAV4	XPO5_HUMAN	XPO5	HUMAN	exportin 5 [Source:HGNC Symbol;Acc:HGNC:17675]
232	ORTHOMCL20082	Q6P3S6	FBX42_HUMAN	FBX42	HUMAN	F-box protein 42 [Source:HGNC Symbol;Acc:HGNC:29249]
233	ORTHOMCL20135	Q8NEZ3	WDR19_HUMAN	WDR19	HUMAN	WD repeat domain 19 [Source:HGNC Symbol;Acc:HGNC:18340]
234	ORTHOMCL20299	Q70CQ2	UBP34_HUMAN	UBP34	HUMAN	ubiquitin specific peptidase 34 [Source:HGNC Symbol;Acc:HGNC:20066]
235	ORTHOMCL20317	P30825	CTR1_HUMAN	CTR1	HUMAN	solute carrier family 7 member 1 [Source:HGNC Symbol;Acc:HGNC:11057]
236	ORTHOMCL20369	Q8WWN9	ICEF1_HUMAN	ICEF1	HUMAN	interaction protein for cytohesin exchange factors 1 [Source:HGNC Symbol;Acc:HGNC:21204]
237	ORTHOMCL20422	A6NCI4	VWA3A_HUMAN	VWA3A	HUMAN	von Willebrand factor A domain containing 3A [Source:HGNC Symbol;Acc:HGNC:27088]
238	ORTHOMCL20435	Q99549	MPP8_HUMAN	MPP8	HUMAN	M-phase phosphoprotein 8 [Source:HGNC Symbol;Acc:HGNC:29810]
239	ORTHOMCL20452	Q9H2Y7	ZN106_HUMAN	ZN106	HUMAN	zinc finger protein 106 [Source:HGNC Symbol;Acc:HGNC:12886]
240	ORTHOMCL20472	P41180	CASR_HUMAN	CASR	HUMAN	calcium sensing receptor [Source:HGNC Symbol;Acc:HGNC:1514]
241	ORTHOMCL20491	Q641Q2	WAC2A_HUMAN	WAC2A	HUMAN	WASH complex subunit 2A [Source:HGNC Symbol;Acc:HGNC:23416]
242	ORTHOMCL20522	Q8TD57	DYH3_HUMAN	DYH3	HUMAN	dynein axonemal heavy chain 3 [Source:HGNC Symbol;Acc:HGNC:2949]
243	ORTHOMCL20531	A8MPX8	PP2D1_HUMAN	PP2D1	HUMAN	protein phosphatase 2C like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28406]
244	ORTHOMCL20553	Q9HBL0	TENS1_HUMAN	TENS1	HUMAN	tensin 1 [Source:HGNC Symbol;Acc:HGNC:11973]
245	ORTHOMCL2059	P57076	CU059_HUMAN	CU059	HUMAN	chromosome 21 open reading frame 59 [Source:HGNC Symbol;Acc:HGNC:1301]
246	ORTHOMCL20669	Q5HYK7	SH319_HUMAN	SH319	HUMAN	SH3 domain containing 19 [Source:HGNC Symbol;Acc:HGNC:30418]
247	ORTHOMCL20895	O14960	LECT2_HUMAN	LECT2	HUMAN	leukocyte cell derived chemotaxin 2 [Source:HGNC Symbol;Acc:HGNC:6550]
248	ORTHOMCL21279	Q96ST8	CEP89_HUMAN	CEP89	HUMAN	centrosomal protein 89 [Source:HGNC Symbol;Acc:HGNC:25907]
249	ORTHOMCL21383	Q96IV0	NGLY1_HUMAN	NGLY1	HUMAN	N-glycanase 1 [Source:HGNC Symbol;Acc:HGNC:17646]
250	ORTHOMCL21506	P54277	PMS1_HUMAN	PMS1	HUMAN	PMS1 homolog 1, mismatch repair system component [Source:HGNC Symbol;Acc:HGNC:9121]
251	ORTHOMCL21566	Q9NTJ4	MA2C1_HUMAN	MA2C1	HUMAN	mannosidase alpha class 2C member 1 [Source:HGNC Symbol;Acc:HGNC:6827]
252	ORTHOMCL21577	Q96H96	COQ2_HUMAN	COQ2	HUMAN	coenzyme Q2, polyprenyltransferase [Source:HGNC Symbol;Acc:HGNC:25223]
253	ORTHOMCL21605	Q8IYW2	CFA46_HUMAN	CFA46	HUMAN	cilia and flagella associated protein 46 [Source:HGNC Symbol;Acc:HGNC:25247]
254	ORTHOMCL21701	O60290	ZN862_HUMAN	ZN862	HUMAN	zinc finger protein 862 [Source:HGNC Symbol;Acc:HGNC:34519]
255	ORTHOMCL21711	O43299	AP5Z1_HUMAN	AP5Z1	HUMAN	adaptor related protein complex 5 zeta 1 subunit [Source:HGNC Symbol;Acc:HGNC:22197]
256	ORTHOMCL21712	Q6AI08	HEAT6_HUMAN	HEAT6	HUMAN	HEAT repeat containing 6 [Source:HGNC Symbol;Acc:HGNC:24076]
257	ORTHOMCL21729	Q8NFC6	BD1L1_HUMAN	BD1L1	HUMAN	biorientation of chromosomes in cell division 1 like 1 [Source:HGNC Symbol;Acc:HGNC:31792]
258	ORTHOMCL21753	Q8NDA2	HMCN2_HUMAN	HMCN2	HUMAN	hemicentin 2 [Source:HGNC Symbol;Acc:HGNC:21293]
259	ORTHOMCL22049	Q10471	GALT2_HUMAN	GALT2	HUMAN	polypeptide N-acetylgalactosaminyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:4124]
260	ORTHOMCL22262	Q96S55	WRIP1_HUMAN	WRIP1	HUMAN	Werner helicase interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:20876]
261	ORTHOMCL22568	A6NMZ7	CO6A6_HUMAN	CO6A6	HUMAN	collagen type VI alpha 6 chain [Source:HGNC Symbol;Acc:HGNC:27023]
262	ORTHOMCL22696	Q9UHC1	MLH3_HUMAN	MLH3	HUMAN	mutL homolog 3 [Source:HGNC Symbol;Acc:HGNC:7128]
263	ORTHOMCL22711	Q8NFZ0	FBH1_HUMAN	FBH1	HUMAN	F-box protein, helicase, 18 [Source:HGNC Symbol;Acc:HGNC:13620]
264	ORTHOMCL22719	Q15723	ELF2_HUMAN	ELF2	HUMAN	E74 like ETS transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:3317]
265	ORTHOMCL22756	Q13639	5HT4R_HUMAN	5HT4R	HUMAN	5-hydroxytryptamine receptor 4 [Source:HGNC Symbol;Acc:HGNC:5299]
266	ORTHOMCL22820	P51955	NEK2_HUMAN	NEK2	HUMAN	NIMA related kinase 2 [Source:HGNC Symbol;Acc:HGNC:7745]
267	ORTHOMCL2445	P19532	TFE3_HUMAN	TFE3	HUMAN	transcription factor binding to IGHM enhancer 3 [Source:HGNC Symbol;Acc:HGNC:11752]
268	ORTHOMCL2520	Q99755	PI51A_HUMAN	PI51A	HUMAN	phosphatidylinositol-4-phosphate 5-kinase type 1 alpha [Source:HGNC Symbol;Acc:HGNC:8994]
269	ORTHOMCL2560	Q969S6	TM203_HUMAN	TM203	HUMAN	transmembrane protein 203 [Source:HGNC Symbol;Acc:HGNC:28217]
270	ORTHOMCL2595	Q8N5C8	TAB3_HUMAN	TAB3	HUMAN	TGF-beta activated kinase 1 and MAP3K7 binding protein 3 [Source:HGNC Symbol;Acc:HGNC:30681]
271	ORTHOMCL2788	Q99961	SH3G1_HUMAN	SH3G1	HUMAN	SH3 domain containing GRB2 like 1, endophilin A2 [Source:HGNC Symbol;Acc:HGNC:10830]
272	ORTHOMCL2950	Q6RFH5	WDR74_HUMAN	WDR74	HUMAN	WD repeat domain 74 [Source:HGNC Symbol;Acc:HGNC:25529]
273	ORTHOMCL2963	Q9Y394	DHRS7_HUMAN	DHRS7	HUMAN	dehydrogenase/reductase 7 [Source:HGNC Symbol;Acc:HGNC:21524]
274	ORTHOMCL2985	Q9BUH8	BEGIN_HUMAN	BEGIN	HUMAN	brain enriched guanylate kinase associated [Source:HGNC Symbol;Acc:HGNC:24163]
275	ORTHOMCL3238	O94985	CSTN1_HUMAN	CSTN1	HUMAN	calsyntenin 1 [Source:HGNC Symbol;Acc:HGNC:17447]
276	ORTHOMCL3344	Q9UNE7	CHIP_HUMAN	CHIP	HUMAN	STIP1 homology and U-box containing protein 1 [Source:HGNC Symbol;Acc:HGNC:11427]
277	ORTHOMCL3435	O43896	KIF1C_HUMAN	KIF1C	HUMAN	kinesin family member 1C [Source:HGNC Symbol;Acc:HGNC:6317]
278	ORTHOMCL3469	Q8N0X7	SPART_HUMAN	SPART	HUMAN	spartin [Source:HGNC Symbol;Acc:HGNC:18514]
279	ORTHOMCL3619	P46199	IF2M_HUMAN	IF2M	HUMAN	mitochondrial translational initiation factor 2 [Source:HGNC Symbol;Acc:HGNC:7441]
280	ORTHOMCL3684	Q9UBN7	HDAC6_HUMAN	HDAC6	HUMAN	histone deacetylase 6 [Source:HGNC Symbol;Acc:HGNC:14064]
281	ORTHOMCL3688	Q86Y82	STX12_HUMAN	STX12	HUMAN	syntaxin 12 [Source:HGNC Symbol;Acc:HGNC:11430]
282	ORTHOMCL3730	Q6ZN84	CCD81_HUMAN	CCD81	HUMAN	coiled-coil domain containing 81 [Source:HGNC Symbol;Acc:HGNC:26281]
283	ORTHOMCL3810	Q99614	TTC1_HUMAN	TTC1	HUMAN	tetratricopeptide repeat domain 1 [Source:HGNC Symbol;Acc:HGNC:12391]
284	ORTHOMCL3991	Q9Y385	UB2J1_HUMAN	UB2J1	HUMAN	ubiquitin conjugating enzyme E2 J1 [Source:HGNC Symbol;Acc:HGNC:17598]
285	ORTHOMCL4009	P78317	RNF4_HUMAN	RNF4	HUMAN	ring finger protein 4 [Source:HGNC Symbol;Acc:HGNC:10067]
286	ORTHOMCL4229	O00762	UBE2C_HUMAN	UBE2C	HUMAN	ubiquitin conjugating enzyme E2 C [Source:HGNC Symbol;Acc:HGNC:15937]
287	ORTHOMCL4333	Q9P0S9	TM14C_HUMAN	TM14C	HUMAN	transmembrane protein 14C [Source:HGNC Symbol;Acc:HGNC:20952]
288	ORTHOMCL4513	Q96MA6	KAD8_HUMAN	KAD8	HUMAN	adenylate kinase 8 [Source:HGNC Symbol;Acc:HGNC:26526]
289	ORTHOMCL4637	P20073	ANXA7_HUMAN	ANXA7	HUMAN	annexin A7 [Source:HGNC Symbol;Acc:HGNC:545]
290	ORTHOMCL4654	Q5T6F0	DCA12_HUMAN	DCA12	HUMAN	DDB1 and CUL4 associated factor 12 [Source:HGNC Symbol;Acc:HGNC:19911]
291	ORTHOMCL4762	O43903	GAS2_HUMAN	GAS2	HUMAN	growth arrest specific 2 [Source:HGNC Symbol;Acc:HGNC:4167]
292	ORTHOMCL4786	H3BPM6	MKROS_HUMAN	MKROS	HUMAN	MKRN2 opposite strand [Source:HGNC Symbol;Acc:HGNC:40375]
293	ORTHOMCL4834	Q99081	HTF4_HUMAN	HTF4	HUMAN	transcription factor 12 [Source:HGNC Symbol;Acc:HGNC:11623]
294	ORTHOMCL4902	Q8WV22	NSE1_HUMAN	NSE1	HUMAN	NSE1 homolog, SMC5-SMC6 complex component [Source:HGNC Symbol;Acc:HGNC:29897]
295	ORTHOMCL4954	Q12962	TAF10_HUMAN	TAF10	HUMAN	TATA-box binding protein associated factor 10 [Source:HGNC Symbol;Acc:HGNC:11543]
296	ORTHOMCL5047	Q8TC84	FANK1_HUMAN	FANK1	HUMAN	fibronectin type III and ankyrin repeat domains 1 [Source:HGNC Symbol;Acc:HGNC:23527]
297	ORTHOMCL5147	Q86WC4	OSTM1_HUMAN	OSTM1	HUMAN	osteopetrosis associated transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:21652]
298	ORTHOMCL5401	Q5TC82	RC3H1_HUMAN	RC3H1	HUMAN	ring finger and CCCH-type domains 1 [Source:HGNC Symbol;Acc:HGNC:29434]
299	ORTHOMCL5495	Q8N441	FGRL1_HUMAN	FGRL1	HUMAN	fibroblast growth factor receptor like 1 [Source:HGNC Symbol;Acc:HGNC:3693]
300	ORTHOMCL5562	Q9UBB5	MBD2_HUMAN	MBD2	HUMAN	methyl-CpG binding domain protein 2 [Source:HGNC Symbol;Acc:HGNC:6917]
301	ORTHOMCL5567	Q8IVI9	NOSTN_HUMAN	NOSTN	HUMAN	nitric oxide synthase trafficking [Source:HGNC Symbol;Acc:HGNC:20203]
302	ORTHOMCL5589	P07814	SYEP_HUMAN	SYEP	HUMAN	glutamyl-prolyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:3418]
303	ORTHOMCL5598	P51151	RAB9A_HUMAN	RAB9A	HUMAN	RAB9A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9792]
304	ORTHOMCL5636	Q495T6	MMEL1_HUMAN	MMEL1	HUMAN	membrane metalloendopeptidase like 1 [Source:HGNC Symbol;Acc:HGNC:14668]
305	ORTHOMCL5637	F5H4B4	F227A_HUMAN	F227A	HUMAN	family with sequence similarity 227 member A [Source:HGNC Symbol;Acc:HGNC:44197]
306	ORTHOMCL5726	Q92930	RAB8B_HUMAN	RAB8B	HUMAN	RAB8B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:30273]
307	ORTHOMCL5761	Q9UQ07	MOK_HUMAN	MOK	HUMAN	MOK protein kinase [Source:HGNC Symbol;Acc:HGNC:9833]
308	ORTHOMCL5774	P22059	OSBP1_HUMAN	OSBP1	HUMAN	oxysterol binding protein [Source:HGNC Symbol;Acc:HGNC:8503]
309	ORTHOMCL5848	Q6TDP4	KLH17_HUMAN	KLH17	HUMAN	kelch like family member 17 [Source:HGNC Symbol;Acc:HGNC:24023]
310	ORTHOMCL5865	Q10588	BST1_HUMAN	BST1	HUMAN	bone marrow stromal cell antigen 1 [Source:HGNC Symbol;Acc:HGNC:1118]
311	ORTHOMCL5867	P49419	AL7A1_HUMAN	AL7A1	HUMAN	aldehyde dehydrogenase 7 family member A1 [Source:HGNC Symbol;Acc:HGNC:877]
312	ORTHOMCL5871	P30531	SC6A1_HUMAN	SC6A1	HUMAN	solute carrier family 6 member 1 [Source:HGNC Symbol;Acc:HGNC:11042]
313	ORTHOMCL5892	O75400	PR40A_HUMAN	PR40A	HUMAN	pre-mRNA processing factor 40 homolog A [Source:HGNC Symbol;Acc:HGNC:16463]
314	ORTHOMCL5922	O15350	P73_HUMAN	P73	HUMAN	tumor protein p73 [Source:HGNC Symbol;Acc:HGNC:12003]
315	ORTHOMCL5964	Q8TDW5	SYTL5_HUMAN	SYTL5	HUMAN	synaptotagmin like 5 [Source:HGNC Symbol;Acc:HGNC:15589]
316	ORTHOMCL6140	P46531	NOTC1_HUMAN	NOTC1	HUMAN	notch 1 [Source:HGNC Symbol;Acc:HGNC:7881]
317	ORTHOMCL6163	Q6ZV89	SH2D5_HUMAN	SH2D5	HUMAN	SH2 domain containing 5 [Source:HGNC Symbol;Acc:HGNC:28819]
318	ORTHOMCL6171	O95861	BPNT1_HUMAN	BPNT1	HUMAN	3'(2'), 5'-bisphosphate nucleotidase 1 [Source:HGNC Symbol;Acc:HGNC:1096]
319	ORTHOMCL6212	O15460	P4HA2_HUMAN	P4HA2	HUMAN	prolyl 4-hydroxylase subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:8547]
320	ORTHOMCL6263	Q2PZI1	D19L1_HUMAN	D19L1	HUMAN	dpy-19 like C-mannosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:22205]
321	ORTHOMCL6281	Q8N865	CG031_HUMAN	CG031	HUMAN	chromosome 7 open reading frame 31 [Source:HGNC Symbol;Acc:HGNC:21722]
322	ORTHOMCL6323	A0PJE2	DHR12_HUMAN	DHR12	HUMAN	dehydrogenase/reductase 12 [Source:HGNC Symbol;Acc:HGNC:25832]
323	ORTHOMCL6340	P59910	DJB13_HUMAN	DJB13	HUMAN	DnaJ heat shock protein family (Hsp40) member B13 [Source:HGNC Symbol;Acc:HGNC:30718]
324	ORTHOMCL6365	Q14186	TFDP1_HUMAN	TFDP1	HUMAN	transcription factor Dp-1 [Source:HGNC Symbol;Acc:HGNC:11749]
325	ORTHOMCL6373	Q96L93	KI16B_HUMAN	KI16B	HUMAN	kinesin family member 16B [Source:HGNC Symbol;Acc:HGNC:15869]
326	ORTHOMCL6384	Q8IWF6	DEN6A_HUMAN	DEN6A	HUMAN	DENN domain containing 6A [Source:HGNC Symbol;Acc:HGNC:26635]
327	ORTHOMCL6500	Q96FN9	DTD2_HUMAN	DTD2	HUMAN	D-tyrosyl-tRNA deacylase 2 (putative) [Source:HGNC Symbol;Acc:HGNC:20277]
328	ORTHOMCL6604	Q8WUM4	PDC6I_HUMAN	PDC6I	HUMAN	programmed cell death 6 interacting protein [Source:HGNC Symbol;Acc:HGNC:8766]
329	ORTHOMCL6615	Q8IYT8	ULK2_HUMAN	ULK2	HUMAN	unc-51 like autophagy activating kinase 2 [Source:HGNC Symbol;Acc:HGNC:13480]
330	ORTHOMCL6669	Q8TBZ9	TEX47_HUMAN	TEX47	HUMAN	testis expressed 47 [Source:HGNC Symbol;Acc:HGNC:22402]
331	ORTHOMCL6715	Q8NBK3	SUMF1_HUMAN	SUMF1	HUMAN	sulfatase modifying factor 1 [Source:HGNC Symbol;Acc:HGNC:20376]
332	ORTHOMCL6729	Q9BRN9	TM2D3_HUMAN	TM2D3	HUMAN	TM2 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:24128]
333	ORTHOMCL6810	Q99633	PRP18_HUMAN	PRP18	HUMAN	pre-mRNA processing factor 18 [Source:HGNC Symbol;Acc:HGNC:17351]
334	ORTHOMCL6831	Q96AC1	FERM2_HUMAN	FERM2	HUMAN	fermitin family member 2 [Source:HGNC Symbol;Acc:HGNC:15767]
335	ORTHOMCL6861	P25685	DNJB1_HUMAN	DNJB1	HUMAN	DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270]
336	ORTHOMCL6923	P82914	RT15_HUMAN	RT15	HUMAN	mitochondrial ribosomal protein S15 [Source:HGNC Symbol;Acc:HGNC:14504]
337	ORTHOMCL6926	O00468	AGRIN_HUMAN	AGRIN	HUMAN	agrin [Source:HGNC Symbol;Acc:HGNC:329]
338	ORTHOMCL7072	Q9P2N6	KANL3_HUMAN	KANL3	HUMAN	KAT8 regulatory NSL complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:25473]
339	ORTHOMCL7119	Q9P2W9	STX18_HUMAN	STX18	HUMAN	syntaxin 18 [Source:HGNC Symbol;Acc:HGNC:15942]
340	ORTHOMCL7131	Q6H9L7	ISM2_HUMAN	ISM2	HUMAN	isthmin 2 [Source:HGNC Symbol;Acc:HGNC:23176]
341	ORTHOMCL7177	P20132	SDHL_HUMAN	SDHL	HUMAN	serine dehydratase [Source:HGNC Symbol;Acc:HGNC:10691]
342	ORTHOMCL7229	Q13586	STIM1_HUMAN	STIM1	HUMAN	stromal interaction molecule 1 [Source:HGNC Symbol;Acc:HGNC:11386]
